CONCEPTICON_ID	CONCEPTICON_GLOSS	FRENCH	FRENCH_RT_MEAN	FRENCH_RT_ZSCORE	LINE_IN_SOURCE
100	FAITHFUL	fidèle	643.875	-0.487429019796699	16024
1000	ANXIETY	anxiété	645.875	-0.603282568169398	1877
1001	BLACKSMITH	forgeron	734.913043478261	-0.0720037892598509	16537
1002	STATUE	statue	628.0	-0.531009501850965	34462
1004	MUSCLE	muscle	606.458333333333	-0.423190579677319	23901
1005	TWINS	jumeaux	607.4	-0.765810799473213	20953
1006	BRICK	brique	702.76	-0.218909985381078	4774
1007	COW	vache	588.807692307692	-0.828341822990232	37217
1008	BULL	taureau	661.695652173913	-0.560818410343834	35456
1010	BOUNDARY	frontière	640.08	-0.579162184493919	17032
1011	BRIDGE	pont	722.434782608696	-0.0383137543360882	27346
1012	LATCH	verrou	723.16	-0.165825730148614	37621
1013	FRESHWATER EEL	anguille	817.095238095238	0.276479034685111	1734
1014	OR	ou	604.32	-0.645654971012278	25123
1016	DRIZZLE	bruine	762.785714285714	0.394843597437896	4880
1017	APPEARANCE	aspect	694.76	-0.376270503972378	2547
1018	MEMORY	mémoire	607.791666666667	-0.590550898093071	22808
1019	RIGHT	droite	607.72	-0.645077703867361	11989
102	COMMON COLD (DISEASE)	rhume	585.521739130435	-0.802652154891228	32115
1021	TOWEL	serviette	584.32	-0.68203114317073	33530
1025	WHISTLE	siffler	652.727272727273	-0.568517305511554	33627
1028	YAWN	bâiller	716.454545454545	-0.192763983218707	3407
1030	NECESSARY	nécessaire	608.608695652174	-0.513860635708582	24132
1032	CITIZEN	citoyen	609.72	-0.764278391401524	6549
1033	GRIND	moudre	823.95	0.317003135757836	23712
1034	DEFENDANT	accusé	550.809523809524	-0.908905847547594	474
1035	GOOD	bon	549.173913043478	-0.880159621601915	4261
1036	OWNER	propriétaire	687.0	-0.113589023296409	28531
1038	TEACHER	professeur	635.16	-0.603922031643156	28314
1039	SHOW	montrer	633.76	-0.400748544581227	23566
1040	HAIR	cheveux	631.95652173913	-0.523668834823152	6255
1041	INCREASE	augmenter	610.217391304348	-0.589482111259644	3039
1042	CARPENTER	charpentier	696.909090909091	-0.141048838811813	6049
1043	BRAID	tresser	730.045454545455	0.107558869347653	36692
1044	PILLOW	oreiller	760.041666666667	0.157444787786752	24968
1045	POET	poète	602.818181818182	-0.792693081610026	27178
1046	SHUT	fermer	680.958333333333	-0.314225884745423	15891
1047	PURSUE	poursuivre	661.545454545455	-0.289463117123861	27634
1048	LINE	ligne	590.636363636364	-0.738519470725944	21540
105	MATTRESS	matelas	634.96	-0.454715348165185	22563
1052	LIGHT (WEIGHT)	léger	613.304347826087	-0.754565483541108	21362
1053	HUNTER	chasseur	665.8	-0.35548644994621	6079
1054	SMALLPOX	variole	784.222222222222	0.713084649737932	37367
1061	ARMOUR	armure	664.95652173913	-0.344905382245241	2342
1062	LAW	loi	568.826086956522	-0.856908841159612	21713
1063	NEPHEW	neveu	695.666666666667	-0.292796980619912	24242
1064	SHIELD	bouclier	604.8	-0.53456171102996	4382
1067	JUDGMENT	jugement	610.692307692308	-0.633030102744056	20934
1068	COURT	tribunal	634.076923076923	-0.701522739505953	36709
1069	GLUE	colle	614.416666666667	-0.536575349533655	6867
1070	BUS	bus	607.166666666667	-0.5834457784393	4986
1071	HOOK	crochet	662.695652173913	-0.357751565683295	8915
1072	PRISONER	prisonnier	695.869565217391	-0.211730819079298	28193
1074	FISHHOOK	hameçon	680.16	-0.256239803693033	18429
1075	TRAP (PITFALL)	piège	551.913043478261	-0.861048932571548	26664
1076	EMERGE (APPEAR)	apparaître	641.217391304348	-0.386548278956405	1962
1077	WHEAT	blé	645.954545454545	-0.369535246140864	4123
1079	FEEL	ressentir	706.64	-0.248936651198528	31570
108	RUDDER	gouvernail	805.0	0.600873733986355	17859
1081	BILL	compte	682.208333333333	-0.299276583910154	7325
1084	CALL	appeler	621.48	-0.553970356822595	2015
1085	FOLLOW	suivre	627.923076923077	-0.652069697515318	34793
1087	CONCEIVE	concevoir	646.666666666667	-0.494128069180903	7401
1090	BE BORN	naître	619.217391304348	-0.45810036179098	24020
1091	SALTY	salé	618.0	-0.712847998773903	32771
1092	HOPE	espoir	615.434782608696	-0.659220061647583	14516
1095	LET GO OR SET FREE	libérer	604.130434782609	-0.697175709310674	21493
1096	SONG	chanson	608.363636363636	-0.61526761213281	5930
1098	WEIGH	peser	649.916666666667	-0.337900368349733	26487
11	DARKNESS	obscurité	685.913043478261	-0.148084985019838	24577
110	MOTOR	moteur	613.0	-0.824258714438304	23681
1100	COOK (SOMETHING)	cuisiner	564.272727272727	-0.844028890306342	9089
1101	SUFFER	souffrir	603.625	-0.639647644007731	34111
1102	CLIMB	grimper	703.130434782609	-0.321545117840563	18094
1103	SACRIFICE	sacrifice	650.0	-0.431835413342046	32680
1104	NURSE	infirmier	735.5	0.0309228103244664	19805
1105	CAMP	campement	937.619047619048	0.695819749441495	5271
1107	GO OUT	sortir	569.846153846154	-0.726702353576847	34025
1108	UNCOVER	découvrir	661.833333333333	-0.530922726894962	9712
1109	WOUND	plaie	637.583333333333	-0.619150406767448	26906
1110	SHARK	requin	636.714285714286	-0.240266596595684	31382
1111	CAR	voiture	624.0	-0.431165931155101	38094
1112	SUCCEED	réussir	586.608695652174	-0.792328863317573	31893
1114	BULLET	balle	605.681818181818	-0.670062474868227	3501
1115	SPEECH	discours	620.695652173913	-0.487444955847198	11406
1119	DIVIDE	diviser	680.090909090909	-0.350844138439282	11686
112	TURTLE	tortue	596.125	-0.749170778864931	36105
1120	HONEST	honnête	593.32	-0.610035697812335	18733
1121	SECRET	secret	585.166666666667	-0.685297429611634	33222
1122	WAGES	salaire	661.04347826087	-0.544524301146642	32761
1123	PREGNANT	enceinte	594.5	-0.763327009144457	13283
1124	PIPE	pipe	672.541666666667	-0.289537993168959	26790
1125	BALD	chauve	686.755102040816	-0.272833864599589	6154
1127	SEND	envoyer	564.48	-0.820388713768323	14136
1129	PAINFUL	douloureux	597.260869565217	-0.579222647368655	11912
113	SHORE	rive	655.208333333333	-0.585965649890433	32261
1132	BEAM	poutre	719.0	-0.0565496826431267	27670
1133	MATCH	allumette	644.2	-0.55658673418187	1404
1134	DIVORCE	divorce	583.68	-0.681690445968525	11691
1136	RABBIT	lapin	639.086956521739	-0.539732607029963	21236
1138	FAIRY	fée	616.16	-0.691077201263825	15809
1139	LEOPARD	léopard	715.904761904762	0.0299446847744061	21401
1141	PITY	pitié	618.5	-0.432362828810568	26850
1142	URINE	urine	687.318181818182	-0.337727683646664	37144
1143	OVEN	four	653.260869565217	-0.644513031475533	16667
1144	WITNESS	témoin	593.2	-0.668753951945366	35553
1145	SWAMP	marais	682.083333333333	-0.082456399094027	22323
1147	PURE	pur	667.833333333333	-0.286272313758743	28811
1149	ORPHAN	orphelin	665.041666666667	-0.365678659039949	25053
1150	THUNDER	tonnerre	609.291666666667	-0.556011531272568	36044
1152	BEGET	engendrer	712.95	-0.012427762547808	13558
1153	CATTLE	bétail	676.772727272727	-0.00149569050100887	3937
1154	OLIVE	olive	675.666666666667	-0.404354206264643	24781
1155	CAVE	grotte	648.12	-0.511332908247705	18177
1156	OPEN	ouvrir	561.84	-0.89048460793306	25213
1160	THIEF	voleur	607.75	-0.667639368468835	38133
1161	THREAD	fil	617.238095238095	-0.588074734996865	16077
1162	INTENTION	but	624.458333333333	-0.635737372838614	4990
1165	MOUSTACHE	moustache	680.454545454545	-0.435322288773427	23783
1169	OX	boeuf	566.291666666667	-0.754512028710387	4210
117	IMITATE	imiter	781.041666666667	0.0400219415905631	19086
1171	MIRROR	miroir	599.0	-0.584411304171507	23299
1173	EYEBROW	sourcil	722.04	0.0820428180459901	34232
1174	YESTERDAY	hier	652.75	-0.509943430533968	18666
1175	GHOST	fantôme	580.565217391304	-0.825138278788954	15666
1176	SPADE	bêche	752.363636363636	0.200295492287365	3828
1178	NOSTRIL	narine	755.818181818182	-0.245035802539557	24045
1181	PALM TREE	palmier	657.0	-0.478373060666296	25322
1182	NOISE	bruit	617.0	-0.632220053611182	4887
1183	PALM OF HAND	paume	639.12	-0.365685723987859	25929
1184	DIMINISH	diminuer	649.458333333333	-0.392872373097734	11303
1185	VULTURE	vautour	647.041666666667	-0.349664394134115	37389
1186	LAST (ENDURE)	durer	664.5	-0.605225880338375	12047
1187	GOOSE	oie	689.739130434783	-0.298463832108775	24772
1189	ULCER	ulcère	775.045454545455	0.561126213410737	37074
119	DIVE	plonger	595.96	-0.750378580295278	27132
1190	HARE	lièvre	664.173913043478	-0.535564287825886	21537
1192	THREATEN	menacer	623.958333333333	-0.57950078165043	22828
1194	BEAVER	castor	640.454545454545	-0.375797469569016	5584
1195	GIVE BIRTH	accoucher	688.272727272727	-0.332317687257796	370
1197	BABOON	babouin	871.333333333333	0.804691627720143	3325
1198	MANY	beaucoup	625.4	-0.597313578808902	3818
1199	WIFE	épouse	564.458333333333	-0.761872690126159	14284
12	MIDDAY	midi	679.8	-0.339815399622526	23146
120	PITCHER	cruche	689.913043478261	-0.109779084951723	9028
1200	HUSBAND	mari	621.391304347826	-0.6014773525151	22381
1201	FEATHER	plume	598.086956521739	-0.829960609557961	27146
1202	BIG	grand	690.297872340426	-0.26488997404752	17914
1203	LONG	long	571.173913043478	-0.946158339417304	21724
1204	BARK	écorce	670.045454545455	-0.287084433349089	12348
1205	TONGUE	langue	656.16	-0.574811522509695	21219
1206	BARKING	aboyer	665.208333333333	-0.29088608345906	137
1207	YOUNG	jeune	590.857142857143	-0.807072366128815	20798
1208	CAT	chat	574.96	-0.777041123884325	6085
1209	I	je	672.565217391304	-0.399054213238516	20763
121	SPIN	filer	769.181818181818	-0.0263490676065721	16092
1210	HEAVY	lourd	612.125	-0.636133653826932	21802
1211	HE	il	729.15	-0.00118181025693589	18997
1212	WE	nous	660.753623188406	-0.426096923785846	24439
1213	YOU	vous	641.5	-0.411751614426334	38224
1214	THIS	ceci	678.708333333333	-0.278580296181216	5661
1215	THOU	tu	697.5	-0.158507029419695	36964
1216	MOTHER	mère	610.04	-0.56176990193213	22958
1217	FATHER	père	600.590909090909	-0.560372279250793	26291
1218	ROPE	corde	709.826086956522	-0.371370063939798	8257
