CONCEPTICON_ID	CONCEPTICON_GLOSS	DUTCH	DUTCH_ACCURACY_PERCENTAGE	DUTCH_PREVALENCE	LINE_IN_SOURCE
3752	LILAC	lila	0.9340	1.3552	25978
3753	MAGENTA	magenta	0.8840	1.1021	26801
3754	TRANSPARENT	doorzichtig	1.0000	1.9600	11354
3755	MOUNTAINOUS	bergachtig	0.9856	1.7663	4718
3756	FLORAL	gebloemd	0.9401	1.3922	15046
3757	MUGGY	benauwd	0.9929	1.8562	4569
3758	WINDY	winderig	0.9883	1.7974	52123
3759	FOGGY	mistig	0.9925	1.8509	28323
376	FRAGRANT	geurig	0.9735	1.6430	16254
3761	EMOTIONAL	emotioneel	0.9896	1.8133	12715
3762	SAFE	veilig	0.9922	1.8467	47481
377	LOUD	luid	0.9964	1.9038	26507
378	PINCH	knijpen	1.0000	1.9600	23345
379	BLUNT	stomp	1.0000	1.9600	42973
418	FOR A LONG TIME	lang	0.9958	1.8961	24989
45	EVIL	kwaad	0.9964	1.9040	24571
474	DRESS	jurk	0.9959	1.8971	21609
48	BE SILENT	stil	0.9916	1.8387	42804
487	SHY	schuw	0.9756	1.6629	39722
492	THREE	drie	0.9959	1.8968	11612
493	FIVE	vijf	0.9924	1.8494	49198
496	CUCUMBER	komkommer	0.9962	1.9016	23684
500	CRUEL	wreed	0.9962	1.9020	52552
503	FROG	kikker	0.9958	1.8956	22654
504	LEARN	leren	0.9957	1.8937	25565
505	PARENTS	ouders	0.9965	1.9053	32949
509	CERTAIN	zeker	1.0000	1.9600	53125
522	WOLF	wolf	0.9959	1.8971	52354
537	TURBID	troebel	0.9921	1.8455	45977
539	NEST	nest	0.9917	1.8400	29618
544	SPICY	kruidig	0.9721	1.6305	24346
55	WHISPER	fluisteren	0.9922	1.8467	14216
571	STING	steken	0.9891	1.8067	42575
578	KISS	zoenen	1.0000	1.9600	53651
584	DIFFICULT	moeilijk	0.9917	1.8400	28466
585	BOOT	laars	0.9814	1.7205	24764
587	ANT	mier	1.0000	1.9600	28027
588	BROKEN	kapot	0.9919	1.8426	22017
589	CLOSED	gesloten	0.9878	1.7918	16090
590	NAKED	naakt	0.9883	1.7980	29037
592	PISS	plassen	1.0000	1.9600	34731
600	STRANGE	eigenaardig	0.9963	1.9032	12461
604	GLASS	glas	0.9836	1.7441	16714
615	HORSE	paard	0.9847	1.7565	33282
619	ANIMAL	dier	0.9961	1.9005	10558
625	LAMP	lamp	0.9958	1.8958	24911
628	LEAF	blad	0.9930	1.8568	5972
634	MEAT	vlees	1.0000	1.9600	49493
639	MOUNTAIN	berg	0.9960	1.8994	4717
641	MUSHROOM	champignon	0.9701	1.6131	8283
653	PLANT (VEGETATION)	planten	1.0000	1.9600	34710
662	BATTERY	batterij	1.0000	1.9600	3825
666	RIVER	rivier	0.9922	1.8471	37911
667	ROAD	weg	0.9963	1.9030	51342
672	EARLY	pril	0.9730	1.6383	35757
673	SCHOOL	school	0.9893	1.8101	39421
677	AXE	bijl	0.9961	1.9001	5632
683	PERSON	persoon	0.9964	1.9040	34222
686	EASY	eenvoudig	0.9871	1.7838	12300
687	NOTHING	niets	1.0000	1.9600	29765
69	SOBER	sober	0.9800	1.7060	41240
696	STIR	roeren	0.9855	1.7646	38017
698	WISE	wijs	0.9959	1.8968	52042
699	SAD	droevig	0.9786	1.6924	11706
700	CARRY	dragen	0.9959	1.8968	11522
701	SLOW	traag	0.9921	1.8451	45574
704	CLEAN	proper	0.9960	1.8983	35992
706	DARK	donker	0.9876	1.7894	11088
707	REMEMBER	onthouden	1.0000	1.9600	31514
709	TEACH	onderwijzen	0.9883	1.7980	31060
711	TALL	rijzig	0.8473	0.9540	37805
712	RICH	rijk	0.9884	1.7991	37701
713	STEAL	stelen	1.0000	1.9600	42585
715	SHOUT	schreeuwen	0.9923	1.8479	39559
717	SWEET	zoet	0.9964	1.9051	53656
718	PAY	betalen	0.9963	1.9030	5030
721	LOW	laag	0.9922	1.8471	24742
724	READ	lezen	0.9957	1.8940	25721
727	WHICH	welke	0.9930	1.8572	51577
728	FIRST	voorst	0.4554	-0.1064	50156
730	SNAKE	slang	1.0000	1.9600	40489
732	YOUR (SINGULAR)	jouw	0.9857	1.7669	21524
734	MAKE	maken	0.9965	1.9053	26871
735	OWL	uil	0.9925	1.8506	46415
737	LIGHT (IGNITE)	aansteken	0.9922	1.8467	354
739	FEED	voeren	0.9862	1.7731	49730
741	DRIVE	autorijden	1.0000	1.9600	3186
744	EGG	ei	0.9919	1.8430	12435
747	BICYCLE	mountainbike	0.9665	1.5822	28821
757	BUTTON	knoop	0.9960	1.8983	23412
769	ROOF	dak	0.9964	1.9050	9652
771	HAT	hoed	0.9791	1.6967	18925
772	BELT	riem	1.0000	1.9600	37641
785	STRONG	sterk	0.9963	1.9028	42687
787	SAIL	zeilen	0.9924	1.8487	53105
789	PEOPLE	mensen	1.0000	1.9600	27754
794	PEN	pen	0.9931	1.8578	34019
809	TROUSERS	broek	0.9916	1.8382	7361
816	HALF	half	1.0000	1.9600	17782
825	AWAKE	wakker	0.9963	1.9026	50772
837	BLUE	blauw	0.9873	1.7863	6027
846	TIGER	tijger	0.9960	1.8983	44919
847	THIRSTY	dorst	0.9881	1.7958	11402
857	STONE	steen	0.9878	1.7918	42523
868	BANANA	banaan	0.9915	1.8377	3586
887	BITTER	bitter	0.9862	1.7731	5943
905	BORING	saai	0.9917	1.8404	38642
906	TREE	boom	0.9848	1.7571	6712
908	DRUM	trommel	1.0000	1.9600	46012
922	PEAR	peer	0.9961	1.9007	33958
928	EMBRACE	knuffelen	0.9961	1.9007	23442
93	DRAW MILK	melken	0.9923	1.8479	27639
937	BIRD	vogel	1.0000	1.9600	49785
946	BLOOD	bloed	1.0000	1.9600	6148
948	WATER	water	1.0000	1.9600	51032
96	CRAWL	kruipen	0.9880	1.7941	24368
962	WOMAN	vrouw	1.0000	1.9600	50502
963	BOOK	boek	1.0000	1.9600	6398
971	MUST	moeten	0.9963	1.9026	28499
972	BE ABLE	kunnen	0.9961	1.8996	24493
978	WAVE	golf	1.0000	1.9600	16982
986	TOMATO	tomaat	1.0000	1.9600	45296
991	FRY	bakken	0.9962	1.9014	3461
996	DEAF	doof	0.9961	1.9003	11173
