CONCEPTICON_ID	CONCEPTICON_GLOSS	CHINESE	CHINESE_AoA_MEAN	LINE_IN_SOURCE
1350	MONKEY	猴子	6.478260869565218	5759
1356	NUMBER	数字	8.333333333333334	13349
1357	DAUGHTER	女儿	6.9523809523809526	10332
1358	ENEMY	敌人	9.142857142857142	2889
1359	SEPARATE	分离	9.714285714285714	3979
1360	DUCK	鸭子	6.45	16474
1361	TOOL	工具	7.578947368421052	4702
1365	KITCHEN	厨房	7.045454545454546	1982
1367	CROSS	十字架	12.615384615384615	12787
1368	BREAD	面包	6.8	9700
1369	GOLD	金子	9.55	7359
1371	KNEE	膝盖	6.842105263157895	15312
1374	RING	戒指	9.681818181818182	7301
1375	WINDOW	窗户	5.909090909090909	2104
1376	NOW	现在	9.227272727272727	15567
1379	TELEPHONE	电话	8.10526316	3022
138	BATHE	洗澡	4.7894736842105265	15342
1380	TOOTH	牙齿	8.318181818181818	16475
1381	SHOE	鞋子	5.090909090909091	15903
1383	GRANDFATHER	祖父	6.869565217391305	19599
1386	LION	狮子	6.65	12764
1387	ARRIVE	到达	7.863636363636363	2756
1388	SHADE	影子	7.142857142857143	17253
1389	TOE	脚趾	5.5	7076
1391	TOWN	城镇	11.055555555555555	1703
1394	BONE	骨头	6.55	4973
1396	SHARP	锋利	9.5	4136
140	PADDY FIELD	稻田	7.043478260869565	2788
1402	BREAST	乳房	12.15	11971
1404	STRAIGHT	笔直	9.523809523809524	617
1405	NAME	名字	5.391304347826087	9824
1407	BREATHE	呼吸	7.090909090909091	5816
1408	HEAR	听见	7.25	14221
1409	SEE	看见	7.181818181818182	8029
141	BURN (SOMETHING)	焚烧	10.380952380952381	4028
1410	KNOW (SOMETHING)	知道	7.095238095238095	18611
1412	RUDE	蛮横	12.047619047619047	9443
1413	PLAY	玩耍	8.619047619047619	14730
1414	SQUEEZE	挤压	10.80952380952381	6512
1415	THINK (REFLECT)	思考	10.391304347826088	13545
1419	FEAR (BE AFRAID)	害怕	6.583333333333333	5419
142	RETURN HOME	回归	11.333333333333334	6140
1423	FIGHT	打架	7.2727272727272725	2360
1424	YELLOW	黄色	6.166666666666667	6099
1425	GREEN	绿色	6.6521739130434785	9358
1426	EXPENSIVE	昂贵	12.3888889	92
1427	BEAUTIFUL	美丽	7.6875	9554
1430	STAR	星星	7.45	16089
1431	FREEZE	结冰	6.6521739130434785	7221
1435	HUNT	狩猎	12.85	13217
1437	SPLIT	撕裂	11.333333333333334	13557
1439	SWIM	游泳	8.1	17453
144	MACHINE	机器	9.842105263157896	6368
1442	STAND	站立	6.2631578947368425	18168
1443	WALK	步行	6.2	1088
1444	TURN AROUND	转弯	8.136363636363637	19243
1445	TURN (SOMETHING)	转动	9.88888888888889	19223
1448	HOLD	保持	10	350
1450	ROOM	房间	7.2727272727272725	3812
1451	SMILE	微笑	5.2631578947368425	14871
1459	IF	如果	9.6	11954
146	SUGAR CANE	甘蔗	7	4392
1464	LADDER	梯子	6.695652173913044	13970
1465	BOX	箱子	6.173913043478261	15675
1468	LOOK FOR	寻找	9.47368421	16425
1469	WEEK	星期	7.6	16086
1471	WINTER	冬天	5.157894736842105	3188
1472	KEY	钥匙	5.5625	16764
1473	FIST	拳头	5.95	11650
1476	CHAIR	椅子	6.619047619047619	16966
1479	DOLPHIN	海豚	8.904761904761905	5408
1480	BODY	身体	8.4	12463
1481	HAMMER	锤子	9.444444444444445	2148
1482	SHOULDER	肩膀	6.714285714285714	6764
1486	PLANT (SOMETHING)	栽种	10.181818181818182	17912
1489	CLOUD	白云	6.714285714285714	175
1495	HAPPY	高兴	8.4375	4551
1496	GRANDMOTHER	祖母	6.368421052631579	19602
1499	JUICE	果汁	9.722222222222221	5324
150	WORRY	担心	9.045454545454545	2601
1502	GOAT	山羊	5.9523809523809526	12185
1503	SALIVA	口水	6.55	8263
1504	FLY (INSECT)	苍蝇	5.1	1239
1507	FRUIT	水果	5.473684210526316	13410
1508	KING	国王	8.1875	5306
1509	MOSQUITO	蚊子	7.363636363636363	15039
1510	CHIN	下巴	8.173913043478262	15403
1511	ROOSTER	公鸡	5.96	4738
1514	HEN	母鸡	5.136363636363637	9955
1517	WASP	黄蜂	9.714285714285714	6089
1518	STUPID	愚蠢	10.722222222222221	17578
152	HOOF	蹄子	9.555555555555555	14010
1521	SEEM	似乎	11.318181818181818	12959
1522	SOCK	袜子	7.285714285714286	14645
1523	FORGET	忘记	7.888888888888889	14823
1524	WINE	红酒	11.727272727272727	5726
1525	COAST	海岸	11	5378
1526	MEAL	饭菜	6.2727272727272725	3730
1528	FORGIVE	原谅	8.578947368421053	17712
153	GREY	灰色	8.047619047619047	6113
1531	BRANCH	树枝	7.35	13333
1533	BE HUNGRY	饥饿	7.130434782608695	6352
1534	FEVER	发烧	7	3573
1536	UNDERSTAND	明白	7.260869565217392	9826
1538	SCORPION	蝎子	10.692307692307692	15877
1539	BASKET	篮子	7.894736842105263	8503
1541	CULTIVATE	培育	12.380952380952381	10518
1543	SNAIL	蜗牛	6.526315789473684	15070
1545	HOST	主人	8.421052631578947	19078
1548	UGLY	丑陋	9.882352941176471	1861
1550	PREVENT	阻止	9.714285714285714	19586
1554	MAN	男人	7.826086956521739	10058
1556	YOLK	蛋黄	6.5	2664
1558	SIMILAR	类似	9.761904761904763	8627
156	RED	红色	6.65	5734
1560	FACE	面孔	9.75	9707
1561	ARMY	军队	11.363636363636363	7875
1562	MIND	脑海	10.19047619047619	10105
1563	PYTHON	蟒蛇	9.772727272727273	9484
1564	LAZY	懒惰	8.380952380952381	8508
1565	HEAVEN	天堂	13.85	14084
1568	ARRANGE	安排	12.285714285714286	43
1569	CHEESE	芝士	14.272727272727273	18608
1573	SWELL	膨胀	11.333333333333334	10572
1574	FLOAT	漂浮	12.80952380952381	10666
1575	COCKROACH	蟑螂	10.272727272727273	18189
1583	BRAIN	脑子	8.857142857142858	10109
1585	SLEEP	睡觉	4.6	13478
159	SWEET POTATO	红薯	7.7	5735
1590	WAIT (FOR)	等待	9.8	2842
1592	CHEST	胸部	9.0625	16159
1594	FLOUR	面粉	7	9704
1597	AIRPLANE	飞机	8.95	3883
1600	SKIRT	裙子	6.4375	11688
1601	WEAK	瘦弱	8.19047619047619	13233
1606	INSIDE	里面	7.444444444444445	8711
1607	HATE	恼恨	12.863636363636363	10099
1609	IDEA	主意	8.526315789473685	19094
1610	PROSTITUTE	妓女	13.863636363636363	6561
1613	COLOR	颜色	6.809523809523809	16575
1615	ESCAPE	逃走	10.5	13885
1616	CLOTH	布料	9.95238095	1076
1618	GRANDSON	孙子	9.35	13701
1619	GRANDDAUGHTER	孙女	8.166666666666666	13700
1622	SHIRT	衬衫	8.782608695652174	1609
1623	SPEAK	说话	6.4375	13504
1627	CHAIN	链子	8	8894
1628	SQUIRREL	松鼠	6.619047619047619	13602
1629	EVENING	傍晚	9.090909090909092	301
163	BLACK	黑色	5.5	5687
1632	FLOOR	地板	7.045454545454546	2917
1635	OBEY	服从	11.222222222222221	4190
1637	AUTHORITY	权威	12.65	11590
1638	TRUTH	真理	13.222222222222221	18386
1639	BEER	啤酒	10.210526315789474	10616
1641	SILK	绸缎	11.304347826086957	1844
1642	NIECE	侄女	10.25	18670
1644	RELATIVES	亲戚	7.5	11315
1646	GIRL	姑娘	7.894736842105263	4918
1649	SIT DOWN	坐下	5.842105263157895	19690
1650	WATCH	观看	8.043478260869565	5086
1651	TEAR (OF EYE)	眼泪	6.428571428571429	16596
1654	LIGHTNING	闪电	7.041666666666667	12196
1655	BLINK	眨眼	8.052631578947368	18064
1657	TRUE	真实	9.875	18392
1660	LOSE	丧失	12.5263158	12096
1665	BEAT	拍打	8.227272727272727	10375
1666	MUTE	哑巴	8.590909090909092	16483
1667	HOLE	窟窿	9.105263157894736	8288
1668	GRIEF	悲痛	9.904761904761905	463
1669	ANCESTORS	祖宗	9.73076923076923	19604
167	MAIL	邮件	14.045454545454545	17399
1673	ARM	胳膊	6.2105263157894735	4593
1674	POOR	贫穷	8.470588235294118	10708
1675	PROMISE	答应	7	2335
1678	HUT	棚屋	11.526315789473685	10568
168	REST	休息	11.789473684210526	16179
1680	HELMET	头盔	9.571428571428571	14395
1682	GUILTY	内疚	10.88888888888889	10126
1683	BUSH	灌木	11.631578947368421	5140
1685	AFTER	之后	9.48	18571
1686	BEHIND	后面	5.954545454545454	5777
1687	PRAISE	赞叹	11.727272727272727	17960
1688	FATE	命运	13.1	9870
1690	FENCE	篱笆	9.818181818181818	8691
1698	CURVED	弯曲	12.1875	14708
1702	HOLY	神圣	11.818181818181818	12520
1711	TELL	告诉	7.458333333333333	4586
1719	BURY	安葬	11.5	57
1720	SIGN	记号	10.925925925925926	6529
1725	CORRECT (RIGHT)	正确	5.714285714285714	18519
1728	ROTTEN	腐烂	11.19047619047619	4243
1730	CHEEK	脸颊	8.421052631578947	8873
1732	SKY	天空	5.238095238095238	14066
1733	RAINBOW	彩虹	7.285714285714286	1156
1735	TEAR (SHRED)	撕开	8.380952380952381	13556
174	PROUD	骄傲	9.523809523809524	7037
1740	PINE	松树	6.176470588235294	13603
1745	HIP	臀部	8.428571428571429	14596
1746	BLADDER	膀胱	12.652173913043478	10476
1747	CUSTOM	传统	13.05	2082
1749	TAKE	拿走	7.6	10026
175	BLOW (OF WIND)	刮风	7.105263157894737	5018
1750	CHOOSE	挑选	10.1578947	14130
1752	LEAVE	离开	8.666666666666666	8672
1754	BRACELET	手镯	8.08695652173913	13138
1756	WIDOW	寡妇	13.090909090909092	5021
1763	CLUB	俱乐部	13.7	7787
1766	FINISH	完成	7.2727272727272725	14715
1768	FOAM	泡沫	9.31578947368421	10497
1771	TASTELESS	清淡	10.3	11395
1773	GRAVE	坟墓	10.380952380952381	4025
1774	STINGY	吝啬	12.608695652173912	9028
1775	TABLE	桌子	6.9411764705882355	19353
1776	SHAME	耻辱	11.95	1766
1781	THUMB	拇指	5.666666666666667	9967
1782	GUEST	客人	6.947368421052632	8169
1783	PAIN	疼痛	5.944444444444445	13959
1788	TELEVISION	电视	7.318181818181818	3039
1789	AGE	年龄	9.62962962962963	10206
1791	BUTTERFLY	蝴蝶	7.086956521739131	5840
1793	BAT	蝙蝠	7.318181818181818	698
1798	GUNPOWDER	火药	9.681818181818182	6304
180	CALL BY NAME	命名	10.954545454545455	9868
1803	WOOD	木头	6.944444444444445	9983
1804	BOMB	轰炸	11.095238095238095	5714
1810	DANGER	危险	7.45	14838
1811	SOUND OR NOISE	声音	5.315789473684211	12632
1812	TRY	尝试	12.1	1410
1813	TASTY	好吃	6.611111111111111	5530
1814	ACCUSE	指控	16	18725
1817	WEST	西方	11.115384615384615	15261
1820	BEAR	背负	12.761904761904763	493
1826	ANGRY	生气	5.95	12596
1827	HARVEST CROPS	收割	10.052631578947368	13064
1828	ASK (REQUEST)	要求	10.380952380952381	16757
183	BAKE	烘烤	10.8	5716
1831	MEET	遇见	10.31578947368421	17663
1833	DINNER (SUPPER)	晚饭	5.882352941176471	14745
1835	MARROW	骨髓	11.105263157894736	4972
1838	NAVEL	肚脐	5.4	3313
1839	CRY	哭泣	6.523809523809524	8286
1840	BUILD	建立	10.571428571428571	6888
1841	SUSPECT	怀疑	11.85	5995
1846	RULE	规则	10.736842105263158	5230
1847	SICK	生病	7.708333333333333	12572
1848	QUARREL	吵架	6.04761905	1515
1850	COTTON	棉花	7.166666666666667	9679
1852	OFTEN	经常	9	7462
1853	DOVE	鸽子	5.882352941176471	4594
1854	SPARROW	麻雀	7.6875	9371
1856	SOFT	柔软	9.409090909090908	11938
1857	CROCODILE	鳄鱼	10.55	3486
1863	AMAZING	神奇	8.75	12516
1867	COIN	硬币	7.375	17280
1869	BUY	购买	8.444444444444445	4894
1871	CAMEL	骆驼	8.14285714	9302
1875	REGRET	后悔	10.19047619047619	5770
1879	DANCE	跳舞	7.9375	14189
1880	PASSIONATE	热情	10.041666666666666	11752
1881	ENOUGH	足够	10.125	19567
1882	BEFORE	以前	9.363636363636363	16955
1884	HARD	坚硬	10	6753
1886	ARMPIT	腋下	9.909090909090908	16816
1887	CHEAP	便宜	8.380952380952381	743
1890	BELIEVE	相信	7.777777777777778	15651
1894	ASHAMED	惭愧	10.727272727272727	1220
1895	CLOTHES	衣服	5.5	16868
1897	HELP	帮助	8.7	293
1899	MAD	疯狂	12.2	4131
1905	EAGLE	老鹰	6.5	8578
1909	SHAKE	震动	8.666666666666666	18425
1914	DEBT	债务	14.291666666666666	18090
1917	TIE	捆绑	11.772727272727273	8409
1919	TORCH	火把	8.590909090909092	6271
192	CORNER	角落	8.391304347826088	7056
1920	DREAM (SOMETHING)	做梦	8.277777777777779	19712
1923	ROUGH	粗糙	11.291666666666666	2241
1924	VEIN	静脉	13	7620
1926	OINTMENT	膏药	10.538461538461538	4566
1927	BAMBOO	竹子	6.15	19038
1934	BEGGAR	乞丐	7.875	10954
1935	ANUS	肛门	10.842105263157896	4472
1938	FORTRESS	城堡	9.058823529411764	1692
1939	SWEAR	发誓	10.8	3577
1941	SOLDIER	士兵	8.9	12917
1943	CROWN (OF HEAD)	皇冠	9.952380952380953	6082
1944	GOD	上帝	11.5	12287
1954	GENTLE	和气	11.041666666666666	5630
1964	ALONE	单独	6.9	2613
1967	CALENDAR	日历	8.25	11885
1968	SOYA SAUCE	酱油	6.666666666666667	6986
1969	MANTOU	馒头	5.9	9444
197	OTHER	其他	8.80952380952381	10916
1971	FAN (OBJECT)	扇子	5.823529411764706	12207
1973	DEMON	恶魔	11.772727272727273	3475
1974	CENTIPEDE	蜈蚣	10.25925925925926	15173
1980	WANTON	馄饨	8.16	6244
1986	DISEASE	疾病	9	6481
1987	CHOPSTICKS	筷子	6.7727272727272725	8350
1989	CALF	牛犊	9.052631578947368	10257
1993	SELF	自己	5.714285714285714	19418
1999	OVERCOME	克服	10.181818181818182	8146
2	DUST	尘土	9.166666666666666	1578
2005	MASK	面具	11.75	9706
2006	FILL	装满	8.15	19283
2008	RESCUE	救援	12.363636363636363	7691
2011	COFFIN	棺材	12.35	5110
2014	GO DOWN (DESCEND)	降落	9.565217391304348	6979
2016	JEALOUSY	嫉妒	12.631578947368421	6502
2017	MIX	混合	11.3	6247
2018	GREEDY	贪婪	13.38888888888889	13795
202	STRENGTH	力气	8.842105263157896	8739
2022	ADMIT	承认	10.789473684210526	1686
2023	CROWD	人群	10.3125	11796
2024	PLOT	情节	12.130434782608695	11433
2025	PEA	豌豆	9.761904761904763	14711
2027	SOYA	黄豆	8.476190476190476	6088
203	MARRY	结婚	12.285714285714286	7228
2031	PUT OUT TO PASTURE	放牧	10.23076923076923	3851
2035	POND	池塘	7.826086956521739	1741
2036	JANUARY	正月	9.454545454545455	18527
2042	WALNUT	核桃	6.666666666666667	5662
2043	PEACH	桃子	6.7368421052631575	13888
2044	PERSIMMON	柿子	9.875	13022
2045	COLUMN	柱子	7.444444444444445	19153
2047	STRAW SANDAL	草鞋	9.608695652173912	1274
2048	QUILT	被子	5.631578947368421	522
2052	BUCKET	水桶	6.857142857142857	13444
2057	DUNG (ANIMAL FAECES)	肥料	11.19047619047619	3910
2058	STOOL	凳子	7.714285714285714	2850
2059	FOLK SONG	民歌	11	9756
2060	STORY	故事	6.777777777777778	4996
2062	INTEREST	利息	12.789473684210526	8798
2069	SOAK (VERB)	浸泡	13.047619047619047	7444
207	SPARSE	寥寥	13.826086956521738	8954
2073	ROB (VERB)	抢劫	9.65	11225
2076	SPROUT (VERB)	发芽	8.047619047619047	3587
208	NASAL MUCUS (SNOT)	鼻涕	5.588235294117647	583
2093	AFTERWARDS	以后	7.85	16953
2099	CHILD	孩子	6.85	5376
21	TASTE (SOMETHING)	品味	13.058823529411764	10727
210	LIFE	生命	10.045454545454545	12592
2102	BURN	燃烧	9.2	11705
2112	OLD (AGED)	年老	10.142857142857142	10203
2114	BELLY OR STOMACH	腹部	10.952380952380953	4346
2117	DESIRE	欲望	12.35	17660
212	FIELD	田地	8.75	14103
2134	RAISE (BRING UP)	提高	8.782608695652174	13980
2139	MUROID (MOUSE OR RAT)	老鼠	5.478260869565218	8568
2142	RUN AWAY	逃跑	8.764705882352942	13878
2150	MATTER	事物	9.95	12978
216	MOVIE	电影	8.95	3051
2162	STIR FRY	油炸	8.444444444444445	17430
2163	MARRY (AS WOMAN)	出嫁	11.863636363636363	1899
2165	SLOWLY	慢慢	8.25	9468
2173	PATERNAL UNCLE (FATHER'S OLDER BROTHER)	伯父	10.074074074074074	927
2177	MATERNAL GRANDMOTHER	外祖母	8.444444444444445	14705
2182	LEFT HAND	左手	6.269230769230769	19649
2183	RIGHT HAND	右手	5.0588235294117645	17514
2186	DRAGON BOAT FESTIVAL	端午节	8.296296296296296	3327
2187	MID-AUTUMN FESTIVAL	中秋节	7.4	18870
2188	NEW YEAR'S EVE	除夕	8.666666666666666	1981
219	TOILET	厕所	7.05	1279
2190	TASTE	味道	8.625	14965
2194	FRONT (PART)	前面	6.739130434782608	11120
22	INTEND	打算	11.666666666666666	2386
2214	AFFAIR	事情	6.857142857142857	12971
2216	BECOME NUMB	麻木	13.2	9370
2232	KEEN OR SUBTLE	微妙	11.545454545454545	14866
2242	BEETLE	甲虫	9.851851851851851	6685
2243	REPAIR	修理	9.681818181818182	16199
2244	METAL	金属	9	7352
2246	BELL	钟声	8.55	18921
2247	CATERPILLAR	毛虫	6.55	9488
2248	KNOW (SOMEBODY)	认识	7.588235294117647	11844
2252	PATH	路径	12.625	9238
2256	MOTHER-IN-LAW (OF WOMAN)	婆婆	11.05	10817
2260	FEMALE (OF PERSON)	雌性	10.23076923076923	2197
2278	PERHAPS	也许	9.222222222222221	16768
2288	METEOROID (SHOOTING OR SHINING STAR)	流星	10.722222222222221	9162
2291	VOLCANO	火山	9.772727272727273	6295
2295	SUNSET	日落	8.818181818181818	11886
2296	SUNRISE	日出	8.608695652173912	11877
2297	DUSK	黄昏	8.703703703703704	6093
2315	COOK (PERSON)	厨师	8.04761905	1983
2316	FREE	自由	11	19450
2318	CHESTNUT	栗子	6.888888888888889	8813
2319	LID (COVER, CAP)	盖子	7.157894736842105	4381
2321	MAD PERSON	疯子	9.65	4132
2327	BECOME SICK	病态	13.227272727272727	891
2328	MISS (SOMEBODY)	挂念	10.48	5031
2334	MELT	融化	10.68421052631579	11924
2335	CUNNING	狡猾	9.954545454545455	7062
2344	PETROL	汽油	9.263157894736842	11051
2348	CRAB	螃蟹	7.25	10477
2350	EARTHWORM	蚯蚓	8	11481
2352	DRAGONFLY	蜻蜓	8.115384615384615	11424
2354	CRICKET	蟋蟀	10.347826086956522	15315
2355	GECKO	壁虎	8.590909090909092	652
2356	CHINESE PLUM	李子	6.65	8707
2359	LOTUS	荷花	7.619047619047619	5649
236	STEPMOTHER	继母	9.777777777777779	6574
2365	RADISH	萝卜	5.545454545454546	9292
2366	ONION	洋葱	8.714285714285714	16664
2368	GARLIC	大蒜	7.444444444444445	2501
2374	DREAM	梦想	9.571428571428571	9622
2378	THUNDER (VERB)	打雷	6.3478260869565215	2366
2386	TURKEY	火鸡	11.904761904761905	6284
239	FLOWER	花朵	5.7368421052631575	5885
2393	JOURNEY	路途	12.090909090909092	9242
2395	CONGEAL (BLOOD)	凝固	12.526315789473685	10252
2398	MANGO	芒果	7.7894736842105265	9471
24	PRAY	祈祷	13.19047619047619	10933
240	ELECTION	选举	13.55	16314
2401	PICTURE	画面	9.9047619	5974
2403	TOY	玩具	7.5	14726
2407	BIRTHDAY	生日	7.178571428571429	12597
2408	CAKE	蛋糕	6.7894736842105265	2663
2409	BROWN	棕色	7.684210526315789	19484
2410	GOOD-LOOKING	好看	7.545454545454546	5540
2411	HURT (SOMEBODY)	伤害	8.555555555555555	12227
242	COST	价钱	10.9	6711
2423	CHANNEL	频道	9.05	10711
2425	PROBLEM	问题	9.1	15059
2427	FUTURE	将来	9.217391304347826	6933
