CONCEPTICON_ID	CONCEPTICON_GLOSS	CHINESE	CHINESE_RT_MEAN	CHINESE_RT_ZSCORE	CHINESE_STROKE	LINE_IN_SOURCE
10	FIREWOOD	柴火	741.2162500000002	-0.2957471658049295	14.0	7792
1001	BLACKSMITH	铁匠	678.2180952380951	-0.5164593706792188	16.0	8258
1003	PERMIT	允许	654.6355	-0.6635635370928175	10.0	2482
1004	MUSCLE	肌肉	669.4305000000002	-0.5588413987174683	12.0	4721
1008	BULL	公牛	705.8402564102563	-0.5111838792798902	8.0	2494
101	BOAST	吹牛	693.1821951219513	-0.5618653901990617	11.0	5019
1011	BRIDGE	桥	666.7175000000002	-0.6636558419548709	10.0	365
1017	APPEARANCE	容貌	630.095	-0.6228528208333599	24.0	7639
1019	RIGHT	右	678.97	-0.47463824475399996	5.0	35
1021	TOWEL	毛巾	636.5323076923078	-0.6751190628042294	7.0	2937
1025	WHISTLE	哨子	843.55	0.02758651033497502	13.0	7583
1031	ON PURPOSE	故意	616.7776923076924	-0.8023725429643247	22.0	6922
1038	TEACHER	老师	694.2317948717949	-0.4860801275159763	12.0	4688
1039	SHOW	展示	699.383846153846	-0.4765943379450279	15.0	7657
1041	INCREASE	增加	598.2942500000001	-0.7763970615174355	20.0	10141
1042	CARPENTER	木匠	688.44	-0.4132585762502584	10.0	2910
1044	PILLOW	枕头	644.4976315789472	-0.6489165047578244	13.0	6140
1046	SHUT	关闭	683.0989999999999	-0.5923409182139145	12.0	4090
1047	PURSUE	追	656.65125	-0.6159787429901142	9.0	569
1053	HUNTER	猎人	640.9169230769231	-0.6556775167003144	13.0	8685
1054	SMALLPOX	天花	762.7215000000001	-0.33786716557751345	11.0	2674
1055	FATHER-IN-LAW	岳父	689.607435897436	-0.5031467860972993	12.0	5872
1072	PRISONER	犯人	663.5897560975608	-0.5520763084683984	7.0	3755
1075	TRAP (PITFALL)	陷阱	686.7982051282052	-0.5292193878202208	16.0	8960
1076	EMERGE (APPEAR)	出现	647.09325	-0.6836077774130459	13.0	3256
1080	VULGAR	粗俗	736.0949999999999	-0.3059830886931832	20.0	8803
1082	MERCHANT	商人	645.8738461538462	-0.648682507701303	13.0	8372
1084	CALL	叫	701.66075	-0.4603605121878407	5.0	34
1086	WORK (ACTIVITY)	干活	718.0848717948718	-0.3599932923010974	12.0	2288
1088	SINK (DESCEND)	沉	647.5540000000001	-0.6351348779535806	7.0	115
1090	BE BORN	出生	656.779756097561	-0.6564877827467566	10.0	3231
1095	LET GO OR SET FREE	释放	670.9215789473683	-0.6049787988131926	20.0	11753
1100	COOK (SOMETHING)	烹饪	734.6314285714284	-0.4202259742727352	18.0	8679
1111	CAR	汽车	628.65725	-0.6794701814572645	11.0	5298
1114	BULLET	子弹	597.2875	-0.786723690210262	14.0	2231
1115	SPEECH	言	716.096	-0.4456087538122354	7.0	129
1117	LIKE	喜爱	731.2385	-0.41510782598537094	22.0	9028
1120	HONEST	老实	683.5212195121949	-0.5196999388082563	14.0	4692
1121	SECRET	保密	650.26075	-0.6801500660794049	20.0	6598
1122	WAGES	工资	632.8978048780489	-0.6421973218681953	13.0	2274
1123	PREGNANT	怀孕	601.4902500000001	-0.749475524005584	12.0	5155
1131	WE (INCLUSIVE)	咱们	693.3028205128203	-0.47095916588070597	14.0	6668
1133	MATCH	火柴	663.6920512820512	-0.5980019560212897	14.0	3009
1136	RABBIT	兔子	661.3536585365854	-0.5493455416360621	11.0	5570
1139	LEOPARD	豹子	740.7984615384617	-0.3098798914304231	13.0	8178
1146	AUBERGINE	茄子	667.4449999999999	-0.5730798758478209	11.0	7317
1147	PURE	清	688.0324390243903	-0.45664350913972235	11.0	450
1149	ORPHAN	孤儿	639.0284615384617	-0.6763140482552317	10.0	5805
1150	THUNDER	雷电	760.948717948718	-0.26612323344436095	18.0	9857
1156	OPEN	打开	613.3607692307693	-0.7308220019128958	9.0	3632
1157	BECAUSE	因为	578.95375	-0.8611652814408751	10.0	4313
1158	STEP	步	677.1770731707318	-0.5451834429459924	7.0	111
1160	THIEF	小偷	685.5063414634146	-0.4691816910055075	14.0	2246
1171	MIRROR	镜子	626.9348780487805	-0.6900633411135174	19.0	11822
1172	SHOOT	射击	653.76	-0.5913509461900514	15.0	7649
1173	EYEBROW	眉毛	667.4237837837837	-0.5536012047322442	13.0	7161
1174	YESTERDAY	昨天	650.1317500000001	-0.6352282736582665	13.0	6945
1183	PALM OF HAND	手掌	614.3125641025641	-0.7673048099095067	16.0	2805
1188	CHARCOAL	炭	736.1832500000002	-0.38279822940554975	9.0	278
1189	ULCER	溃疡	981.3471794871791	0.37844568724066663	20.0	10959
1191	COOKED RICE	米饭	659.579756097561	-0.5513036140710226	13.0	4668
1193	STEAM	蒸汽	809.8459459459459	0.006483609106290767	20.0	10079
1195	GIVE BIRTH	分娩	717.8534999999999	-0.3216403651433436	14.0	2563
1199	WIFE	妻子	627.6621621621622	-0.7269693481383814	11.0	5788
12	MIDDAY	中午	652.6157499999998	-0.6504070178294876	8.0	2385
1200	HUSBAND	丈夫	692.62075	-0.5100407337756662	7.0	2087
1205	TONGUE	舌头	702.936	-0.5866430951501757	11.0	4750
1207	YOUNG	年轻	658.2369999999999	-0.6436563475229938	15.0	4468
1208	CAT	猫	650.0873170731708	-0.623754176816058	11.0	527
121	SPIN	卷	719.7833333333333	-0.41870401654461054	8.0	158
1212	WE	我们	638.8327499999998	-0.6481625889510768	12.0	5161
1213	YOU	你们	658.1665	-0.6029572712602903	12.0	4907
1216	MOTHER	妈妈	572.4478947368422	-0.8166402175110862	12.0	10735
1217	FATHER	父亲	614.5731707317074	-0.7158629136312145	13.0	3023
1218	ROPE	绳	731.1807692307691	-0.31806900693345314	11.0	892
1219	WORM	虫	631.6725	-0.6916469968829488	6.0	72
1220	TAIL	尾巴	651.8290476190479	-0.6980157144285403	11.0	5091
1223	HEART	心脏	717.3599999999999	-0.4360003153869993	14.0	2784
1225	DAY (NOT NIGHT)	白天	676.96	-0.5486808171921538	9.0	3849
1228	EARTH (SOIL)	土	704.935	-0.43980467452492605	3.0	4
123	FOREHEAD	额头	724.4277500000001	-0.46516872151702654	20.0	11962
1230	DIRTY	肮脏	720.2999999999998	-0.37640641194696384	18.0	6366
1233	NIGHT	晚上	663.8994736842106	-0.5474208938985827	14.0	8597
1236	WHAT	什么	681.7402499999997	-0.6262407458399528	7.0	2446
1237	WHERE	哪里	679.5384615384615	-0.5388156941123445	16.0	7585
1239	HOW	如何	630.0182051282052	-0.6493095729849443	13.0	4387
1240	NOT	不	660.971842105263	-0.5898547535092958	4.0	8
1246	SMALL	小	651.1712195121951	-0.5932940092394565	3.0	6
1247	EAR	耳朵	617.291707317073	-0.6998994175997947	12.0	4710
1248	EYE	眼	646.0139999999999	-0.6756727019363618	11.0	460
125	SWEAT (SUBSTANCE)	汗水	635.2858974358973	-0.67453702263262	10.0	4633
1251	BELLY	腹	776.2394736842103	-0.20606782168379986	13.0	611
1257	WING	翅膀	643.5471794871794	-0.6053158672877813	24.0	8108
1258	FINGERNAIL	指甲	644.02325	-0.6487133951196837	14.0	6880
1262	BROTHER	兄弟	613.3282926829268	-0.7172974059951276	12.0	3192
1264	CHANGE	变	695.5076190476191	-0.5442306648159233	8.0	159
1266	BRIDE	新娘	681.4458536585365	-0.511989011648422	23.0	9612
127	EXTINGUISH	熄灭	717.6117499999999	-0.46931831668342755	19.0	9975
1273	CANDLE	蜡烛	688.887435897436	-0.5372322802835169	24.0	10088
1275	ANSWER	回答	637.3814634146343	-0.6876129362497683	18.0	4302
1278	VOMIT	呕吐	655.53775	-0.6346678440354244	13.0	10689
1280	FALL	倒塌	800.12375	-0.1233950036048073	23.0	7493
1281	PRISON	囚禁	755.5300000000001	-0.22240796013961503	18.0	3444
1283	TODAY	今天	581.9024999999999	-0.8402794990270014	8.0	2457
1284	BANK	银行	621.4107692307693	-0.7227853154482979	17.0	8949
1289	BABY	婴儿	698.4156097560974	-0.43752895318436463	13.0	10740
1291	BACK	后背	694.2065000000001	-0.4304245701584685	15.0	4272
1293	MISTAKE	错误	655.3390243902437	-0.5750484722267798	22.0	11808
1294	ZERO	零	687.7057500000002	-0.5424049276431278	13.0	627
1295	STICK	拐杖	732.9312499999999	-0.39782475909724113	15.0	6027
1297	LEG	腿	680.4186842105262	-0.5593369921996352	13.0	658
1299	COFFEE	咖啡	649.3420000000001	-0.6494620772187478	19.0	5729
1300	COUNTRY	国家	643.19975	-0.6966689274991638	18.0	5740
1303	FINGER	手指	657.4870731707316	-0.552821857274945	13.0	2802
1304	CHILD (YOUNG HUMAN)	儿童	625.3	-0.7449616929483807	14.0	2062
1305	CHIMNEY	烟囱	808.1137837837838	-0.05502988553407019	17.0	7942
1307	LANGUAGE	语言	678.0761904761906	-0.5606002907527444	16.0	11462
131	FESTIVAL	节日	686.4915384615385	-0.5079848450883193	9.0	11284
1310	CLEVER	聪明	592.14	-0.7781071480804851	23.0	10255
1312	FOX	狐狸	654.5287179487178	-0.5818725976444767	18.0	6269
1313	MOON	月亮	662.6512500000001	-0.5330111830517613	13.0	2904
1320	APPLE	苹果	634.5163414634145	-0.6608892981634891	16.0	7310
1325	FRIEND	朋友	563.2812500000001	-0.9145558114336655	12.0	6108
1329	TOMORROW	明天	602.6356097560974	-0.7952648210694488	12.0	6084
1331	SHEEP	绵羊	658.4057499999998	-0.5887970731613844	17.0	11213
1332	NEIGHBOUR	邻居	590.0175609756097	-0.8233047193578166	15.0	6491
1333	NECK	脖子	705.1011904761906	-0.4290122030537329	14.0	8822
1334	GUTS	肠	765.3012500000001	-0.33949756904880823	7.0	898
1335	WHITE	白	710.1982051282054	-0.40380524544701474	5.0	44
1339	MORNING	早晨	634.5517073170731	-0.6656654878828769	17.0	4554
1343	SUN	太阳	675.3704761904761	-0.5890687926292347	10.0	2691
1346	THROAT	喉咙	709.869	-0.4187137056696857	20.0	9019
1350	MONKEY	猴子	691.0752631578947	-0.5465126620733083	15.0	9269
1358	ENEMY	仇人	642.429512195122	-0.5977136728917832	6.0	2454
136	HERE	这里	647.7535	-0.6437350708489576	14.0	6468
1360	DUCK	鸭	683.7574358974359	-0.4747431479629796	10.0	1015
1361	TOOL	工具	678.7014285714286	-0.48624184557552586	11.0	2270
1365	KITCHEN	厨房	620.91575	-0.6987225741097688	20.0	9005
1367	CROSS	越过	707.3397435897435	-0.3310201305903374	18.0	9438
