CONCEPTICON_ID	CONCEPTICON_GLOSS	CHINESE	CHINESE_FREQUENCY	CHINESE_FREQUENCY_PM	CHINESE_FREQUENCY_LOG	CHINESE_CD	CHINESE_CD_PERCENTAGE	CHINESE_CD_LOG	LINE_IN_SOURCE
1733	RAINBOW	彩虹	273	8.14	2.44	126	2.02	2.1	6126
1734	TWENTY ONE	二十一	26	0.78	1.42	22	0.35	1.34	23863
1735	TEAR (SHRED)	撕	566	16.87	2.75	424	6.79	2.63	3693
174	PROUD	骄傲	2094	62.42	3.32	1357	21.74	3.13	1358
1740	PINE	松树	77	2.3	1.89	53	0.85	1.72	13345
1741	ABOVE	上面	5363	159.87	3.73	2941	47.11	3.47	614
1742	TRAVERSE	经过	2251	67.1	3.35	1650	26.43	3.22	1267
1745	HIP	臀部	339	10.11	2.53	222	3.56	2.35	5278
1746	BLADDER	膀胱	66	1.97	1.82	58	0.93	1.76	14622
1747	CUSTOM	传统	1269	37.83	3.1	859	13.76	2.93	2005
1749	TAKE	拿走	2109	62.87	3.32	1429	22.89	3.15	1352
175	BLOW (OF WIND)	刮	750	22.36	2.88	512	8.2	2.71	2977
1750	CHOOSE	选	6619	197.31	3.82	2424	38.83	3.38	505
1752	LEAVE	离开	20359	606.89	4.31	5216	83.55	3.72	202
1754	BRACELET	手镯	194	5.78	2.29	97	1.55	1.99	7659
1755	UNDRESS	脱	3062	91.28	3.49	1732	27.74	3.24	987
1756	WIDOW	寡妇	285	8.5	2.45	194	3.11	2.29	5951
1757	TIRED	累	2375	70.8	3.38	1495	23.95	3.17	1222
1758	OLDER SISTER	姐姐	2655	79.14	3.42	1114	17.84	3.05	1112
1759	OLDER BROTHER	哥哥	3700	110.29	3.57	1380	22.1	3.14	846
1760	YOUNGER BROTHER	弟	200	5.96	2.3	76	1.22	1.88	7521
1761	YOUNGER SISTER	妹妹	3262	97.24	3.51	1359	21.77	3.13	950
1762	STONE (OF FRUIT)	核	417	12.43	2.62	236	3.78	2.37	4604
1766	FINISH	了	946365	28210.53	5.98	6243	100.0	3.8	5
1773	GRAVE	坟	136	4.05	2.13	97	1.55	1.99	9545
1774	STINGY	吝啬	63	1.88	1.8	60	0.96	1.78	14985
1775	TABLE	桌子	1641	48.92	3.22	1129	18.08	3.05	1651
1776	SHAME	耻辱	297	8.85	2.47	234	3.75	2.37	5787
1777	RESEMBLE	像	50229	1497.29	4.7	6057	97.02	3.78	89
1779	DARE	敢	8664	258.27	3.94	4039	64.7	3.61	399
1780	BILE	胆汁	18	0.54	1.26	12	0.19	1.08	28409
1781	THUMB	拇指	219	6.53	2.34	125	2.0	2.1	7122
1782	GUEST	嘉宾	305	9.09	2.48	227	3.64	2.36	5691
1783	PAIN	痛	2186	65.16	3.34	1267	20.29	3.1	1311
1784	WANT	要	238656	7114.18	5.38	6242	99.98	3.8	16
1787	LOOM	织布机	9	0.27	0.95	6	0.1	0.78	36765
1789	AGE	岁	11556	344.48	4.06	3915	62.71	3.59	309
1791	BUTTERFLY	蝴蝶	393	11.72	2.59	179	2.87	2.25	4790
1793	BAT	蝙蝠	449	13.38	2.65	209	3.35	2.32	4358
1796	SLAUGHTER	宰	679	20.24	2.83	379	6.07	2.58	3210
1797	HEDGEHOG	刺猬	16	0.48	1.2	9	0.14	0.95	29724
1798	GUNPOWDER	火药	180	5.37	2.26	114	1.83	2.06	8025
180	CALL BY NAME	命名	381	11.36	2.58	316	5.06	2.5	4899
1803	WOOD	木头	455	13.56	2.66	289	4.63	2.46	4315
1804	BOMB	轰炸	160	4.77	2.2	97	1.55	1.99	8619
1807	AFTERNOON	下午	2928	87.28	3.47	1826	29.25	3.26	1026
1808	PUS	脓包	47	1.4	1.67	24	0.38	1.38	17676
1809	PIMPLE	痤疮	8	0.24	0.9	7	0.11	0.85	39178
1810	DANGER	危险	5711	170.24	3.76	2813	45.06	3.45	581
1811	SOUND OR NOISE	声音	5523	164.64	3.74	2631	42.14	3.42	594
1812	TRY	试	7231	215.55	3.86	3387	54.25	3.53	459
1813	TASTY	好吃	1210	36.07	3.08	787	12.61	2.9	2075
1817	WEST	西	2606	77.68	3.42	1165	18.66	3.07	1127
1819	LOOK	看	102546	3056.83	5.01	6235	99.87	3.79	50
1820	BEAR	狗熊	58	1.73	1.76	25	0.4	1.4	15703
1821	BRUSH	刷	550	16.4	2.74	387	6.2	2.59	3768
1823	BORROW	借	3185	94.94	3.5	1816	29.09	3.26	960
1825	COPPER	铜	188	5.6	2.27	118	1.89	2.07	7797
1827	HARVEST CROPS	收获	439	13.09	2.64	376	6.02	2.58	4435
1828	ASK (REQUEST)	请	30598	912.11	4.49	5588	89.51	3.75	142
1829	JUMP	跳	8496	253.26	3.93	2723	43.62	3.44	404
1830	CRANE	白鹤	12	0.36	1.08	3	0.05	0.48	32976
1831	MEET	碰见	180	5.37	2.26	150	2.4	2.18	8005
1833	DINNER (SUPPER)	晚饭	1613	48.08	3.21	1072	17.17	3.03	1670
1835	MARROW	骨髓	131	3.91	2.12	65	1.04	1.81	9780
1838	NAVEL	肚脐	64	1.91	1.81	44	0.7	1.64	14813
1839	CRY	哭泣	468	13.95	2.67	345	5.53	2.54	4234
1840	BUILD	建筑	1073	31.99	3.03	630	10.09	2.8	2284
1843	THOUSAND	一千	580	17.29	2.76	408	6.54	2.61	3618
1844	BOAT	舟	48	1.43	1.68	28	0.45	1.45	17445
1845	BALL	球	7121	212.27	3.85	1763	28.24	3.25	467
1847	SICK	病	3793	113.07	3.58	1795	28.75	3.25	826
1848	QUARREL	吵架	911	27.16	2.96	636	10.19	2.8	2569
1849	ROW	划	850	25.34	2.93	513	8.22	2.71	2733
1850	COTTON	棉	204	6.08	2.31	114	1.83	2.06	7430
1851	POCKET	衣袋	13	0.39	1.11	13	0.21	1.11	32149
1852	OFTEN	常常	748	22.3	2.87	615	9.85	2.79	2980
1853	DOVE	白鸽	14	0.42	1.15	7	0.11	0.85	30967
1854	SPARROW	麻雀	59	1.76	1.77	34	0.54	1.53	15519
1856	SOFT	柔软	227	6.77	2.36	197	3.16	2.29	6951
1859	THIRD	丙	89	2.65	1.95	54	0.86	1.73	12260
1862	DONKEY	驴	204	6.08	2.31	142	2.27	2.15	7428
1863	AMAZING	神奇	1319	39.32	3.12	870	13.94	2.94	1955
1867	COIN	硬币	570	16.99	2.76	299	4.79	2.48	3672
1869	BUY	买	15766	469.97	4.2	4369	69.98	3.64	246
1871	CAMEL	骆驼	230	6.86	2.36	97	1.55	1.99	6887
1875	REGRET	后悔	1358	40.48	3.13	1014	16.24	3.01	1909
1877	EAST	东	1347	40.15	3.13	839	13.44	2.92	1924
1879	DANCE	舞蹈	2814	83.88	3.45	451	7.22	2.65	1062
188	COMB OF BIRD	鸡冠	2	0.06	0.3	2	0.03	0.3	64949
1880	PASSIONATE	热情	1059	31.57	3.02	763	12.22	2.88	2303
1881	ENOUGH	够	12404	369.76	4.09	4753	76.13	3.68	287
1884	HARD	硬	1100	32.79	3.04	812	13.01	2.91	2237
1886	ARMPIT	腋	2	0.06	0.3	2	0.03	0.3	61660
1887	CHEAP	便宜	860	25.64	2.93	662	10.6	2.82	2711
189	HAIR (BODY)	寒毛	7	0.21	0.85	7	0.11	0.85	40572
1890	BELIEVE	相信	25699	766.07	4.41	5665	90.74	3.75	168
1892	TOUCH	摸	1215	36.22	3.08	798	12.78	2.9	2071
1894	ASHAMED	惭愧	146	4.35	2.16	124	1.99	2.09	9142
1895	CLOTHES	衣	601	17.92	2.78	423	6.78	2.63	3509
1896	FINGERNAIL OR TOENAIL	甲	432	12.88	2.64	244	3.91	2.39	4484
1897	HELP	帮助	10033	299.08	4.0	3991	63.93	3.6	358
1899	MAD	疯	6550	195.25	3.82	3180	50.94	3.5	511
1905	EAGLE	雕	93	2.77	1.97	56	0.9	1.75	11958
1906	SOUR	酸	546	16.28	2.74	377	6.04	2.58	3789
1907	MOLE	痣	138	4.11	2.14	62	0.99	1.79	9438
1909	SHAKE	摇	693	20.66	2.84	444	7.11	2.65	3155
1913	PRESS	按	3752	111.84	3.57	2275	36.44	3.36	836
1917	TIE	拴	184	5.48	2.26	154	2.47	2.19	7923
1919	TORCH	火炬	409	12.19	2.61	124	1.99	2.09	4661
192	CORNER	角落	641	19.11	2.81	527	8.44	2.72	3343
1920	DREAM (SOMETHING)	做梦	856	25.52	2.93	638	10.22	2.8	2721
1921	PLOUGH	耕	32	0.95	1.51	17	0.27	1.23	21602
1923	ROUGH	粗糙	134	3.99	2.13	113	1.81	2.05	9617
1926	OINTMENT	膏药	15	0.45	1.18	11	0.18	1.04	30675
1927	BAMBOO	竹	79	2.35	1.9	41	0.66	1.61	13119
193	SHALLOW	浅	300	8.94	2.48	221	3.54	2.34	5742
1931	BEESWAX	蜡	178	5.31	2.25	121	1.94	2.08	8092
1932	GUESS	猜	6521	194.39	3.81	3308	52.99	3.52	514
1934	BEGGAR	乞丐	131	3.91	2.12	87	1.39	1.94	9773
1935	ANUS	肛门	95	2.83	1.98	58	0.93	1.76	11817
1936	DEER	鹿	519	15.47	2.72	249	3.99	2.4	3939
1937	THERE	那儿	10254	305.67	4.01	3463	55.47	3.54	344
1939	SWEAR	发誓	3570	106.42	3.55	2209	35.38	3.34	874
194	FAMILY	户	591	17.62	2.77	377	6.04	2.58	3560
1941	SOLDIER	兵	879	26.2	2.94	375	6.01	2.57	2659
1942	NEAR	近	2717	80.99	3.43	1882	30.15	3.27	1100
1943	CROWN (OF HEAD)	皇冠	202	6.02	2.31	96	1.54	1.98	7484
1944	GOD	上帝	14605	435.37	4.16	3685	59.03	3.57	257
1948	SAW	锯	270	8.05	2.43	155	2.48	2.19	6161
1949	BEDBUG	臭虫	93	2.77	1.97	59	0.95	1.77	11979
195	MAT	席	237	7.06	2.37	186	2.98	2.27	6765
1954	GENTLE	和气	39	1.16	1.59	35	0.56	1.54	19356
1956	SUNFLOWER	向日葵	106	3.16	2.03	32	0.51	1.51	11079
1959	RAW	生	5816	173.37	3.76	2889	46.28	3.46	572
1963	IMMEDIATELY	立刻	1913	57.03	3.28	1212	19.41	3.08	1455
1964	ALONE	单独	1732	51.63	3.24	1322	21.18	3.12	1575
1967	CALENDAR	日历	169	5.04	2.23	102	1.63	2.01	8327
1968	SOYA SAUCE	酱油	64	1.91	1.81	32	0.51	1.51	14794
1969	MANTOU	馒头	26	0.78	1.42	9	0.14	0.95	23773
197	OTHER	其他	14163	422.19	4.15	4666	74.74	3.67	263
1971	FAN (OBJECT)	扇子	24	0.72	1.38	17	0.27	1.23	24893
1973	DEMON	恶魔	1834	54.67	3.26	641	10.27	2.81	1501
1974	CENTIPEDE	蜈蚣	16	0.48	1.2	10	0.16	1.0	29824
1977	DEW	露	1216	36.25	3.08	572	9.16	2.76	2069
1979	CHISEL	凿子	20	0.6	1.3	14	0.22	1.15	26522
1980	WANTON	馄饨	23	0.69	1.36	16	0.26	1.2	25349
1983	SNORE	打鼾	63	1.88	1.8	50	0.8	1.7	14966
1987	CHOPSTICKS	筷子	90	2.68	1.95	59	0.95	1.77	12226
1989	CALF	牛犊	13	0.39	1.11	11	0.18	1.04	31900
1990	BECOME	成	12539	373.78	4.1	4797	76.84	3.68	285
1991	INTESTINES	肠子	145	4.32	2.16	115	1.84	2.06	9173
1993	SELF	己	306	9.12	2.49	192	3.08	2.28	5677
2	DUST	扬尘	3	0.09	0.48	3	0.05	0.48	57384
2002	DITCH	沟	192	5.72	2.28	143	2.29	2.16	7702
2003	FLOW	留	9272	276.39	3.97	4166	66.73	3.62	374
2005	MASK	面具	669	19.94	2.83	304	4.87	2.48	3247
2006	FILL	填	944	28.14	2.98	680	10.89	2.83	2514
2008	RESCUE	救	8095	241.31	3.91	2977	47.69	3.47	422
2009	DOG	犬	597	17.8	2.78	286	4.58	2.46	3532
2011	COFFIN	棺材	512	15.26	2.71	248	3.97	2.39	3992
2012	COLLAR	衣领	53	1.58	1.72	41	0.66	1.61	16473
2014	GO DOWN (DESCEND)	下去	7767	231.53	3.89	3564	57.09	3.55	435
2016	JEALOUSY	嫉妒	1122	33.45	3.05	757	12.13	2.88	2208
2018	GREEDY	贪婪	338	10.08	2.53	274	4.39	2.44	5285
202	STRENGTH	力量	3150	93.9	3.5	1588	25.44	3.2	964
2022	ADMIT	承认	3575	106.57	3.55	2227	35.67	3.35	873
2025	PEA	豌豆	103	3.07	2.01	63	1.01	1.8	11245
2026	RICE PLANT	稻	7	0.21	0.85	7	0.11	0.85	40796
2027	SOYA	黄豆	22	0.66	1.34	10	0.16	1.0	25914
203	MARRY	结婚	6535	194.8	3.82	2278	36.49	3.36	513
2033	DELIVER	送	13212	393.84	4.12	4622	74.03	3.66	279
2034	FROST	霜	156	4.65	2.19	119	1.91	2.08	8769
2035	POND	水塘	16	0.48	1.2	9	0.14	0.95	29832
2036	JANUARY	正月	8	0.24	0.9	5	0.08	0.7	39034
2037	FEBRUARY	二月	75	2.24	1.88	53	0.85	1.72	13506
2038	DRAGON	龙	1232	36.73	3.09	559	8.95	2.75	2043
2039	MAGPIE	喜鹊	16	0.48	1.2	9	0.14	0.95	29503
204	AGAIN	再	56520	1684.82	4.75	6197	99.26	3.79	74
2040	BUCKWHEAT	荞	1	0.03	0.0	1	0.02	0.0	86351
2041	HEMP	麻	335	9.99	2.52	178	2.85	2.25	5324
2042	WALNUT	核桃	82	2.44	1.91	55	0.88	1.74	12883
2043	PEACH	桃	319	9.51	2.5	98	1.57	1.99	5527
2044	PERSIMMON	柿子	27	0.8	1.43	21	0.34	1.32	23361
2045	COLUMN	柱子	97	2.89	1.99	67	1.07	1.83	11670
2047	STRAW SANDAL	草鞋	6	0.18	0.78	5	0.08	0.7	43098
2048	QUILT	被子	124	3.7	2.09	106	1.7	2.03	10116
2049	CONGEE	稀饭	7	0.21	0.85	4	0.06	0.6	40136
2051	DUSTPAN	簸箕	1	0.03	0.0	1	0.02	0.0	95563
2052	BUCKET	水桶	45	1.34	1.65	28	0.45	1.45	18107
2056	WOK	炒菜锅	2	0.06	0.3	2	0.03	0.3	63534
2057	DUNG (ANIMAL FAECES)	肥料	84	2.5	1.92	54	0.86	1.73	12710
2058	STOOL	板凳	63	1.88	1.8	40	0.64	1.6	15004
2059	FOLK SONG	民歌	31	0.92	1.49	25	0.4	1.4	21990
2060	STORY	故事	6551	195.28	3.82	2656	42.54	3.42	510
2061	BUDDHA	佛	436	13.0	2.64	207	3.32	2.32	4455
2062	INTEREST	利息	191	5.69	2.28	117	1.87	2.07	7720
2063	CLOSE (EYES)	闭	7894	235.32	3.9	3266	52.31	3.51	431
2064	SCATTER (SEEDS)	撒	1395	41.58	3.14	873	13.98	2.94	1869
2067	STEAM (VERB)	蒸	84	2.5	1.92	64	1.03	1.81	12723
2069	SOAK (VERB)	泡	1103	32.88	3.04	771	12.35	2.89	2230
2070	COMB (VERB)	梳	129	3.85	2.11	95	1.52	1.98	9851
2071	LAY (VERB)	铺	372	11.09	2.57	298	4.77	2.47	4969
2072	USE (VERB)	用	52436	1563.08	4.72	6173	98.88	3.79	81
2073	ROB (VERB)	抢劫	1541	45.94	3.19	712	11.4	2.85	1733
2074	CROW (VERB)	啼	11	0.33	1.04	9	0.14	0.95	35113
2075	BROOD (VERB)	孵	35	1.04	1.54	29	0.46	1.46	20389
2076	SPROUT (VERB)	发芽	35	1.04	1.54	29	0.46	1.46	20624
2077	DILIGENT	勤	287	8.56	2.46	149	2.39	2.17	5906
2078	TEN THOUSAND	一万	492	14.67	2.69	324	5.19	2.51	4092
208	NASAL MUCUS (SNOT)	鼻涕	178	5.31	2.25	137	2.19	2.14	8084
2082	KNIFE (CLASSIFIER)	把	124534	3712.28	5.1	6234	99.86	3.79	40
2088	CLOTHING (CLASSIFIER)	件	19568	583.31	4.29	5259	84.24	3.72	210
2089	PAIR (CLASSIFIER)	双	3384	100.87	3.53	1958	31.36	3.29	916
2093	AFTERWARDS	后	22018	656.34	4.34	5508	88.23	3.74	189
2099	CHILD	小孩	3859	115.03	3.59	1846	29.57	3.27	807
21	TASTE (SOMETHING)	尝	734	21.88	2.87	547	8.76	2.74	3035
210	LIFE	生活	15918	474.51	4.2	4749	76.07	3.68	244
2102	BURN	烧伤	261	7.78	2.42	173	2.77	2.24	6322
2104	HOLD OR TAKE	拿	32361	964.66	4.51	5858	93.83	3.77	133
2106	MALE PERSON	丁	572	17.05	2.76	347	5.56	2.54	3663
2109	FEAR OR FRIGHTEN	吓	3408	101.59	3.53	2122	33.99	3.33	910
2112	OLD (AGED)	年老	48	1.43	1.68	44	0.7	1.64	17413
2113	OLD (USED)	旧	1530	45.61	3.18	1114	17.84	3.05	1743
212	FIELD	田	495	14.76	2.69	156	2.5	2.19	4078
2133	STRIKE OR BEAT	拍	7076	210.93	3.85	2295	36.76	3.36	475
2134	RAISE (BRING UP)	养活	192	5.72	2.28	177	2.84	2.25	7700
2136	BRASS INSTRUMENT (HORN OR TRUMPET)	唢呐	1	0.03	0.0	1	0.02	0.0	75775
2139	MUROID (MOUSE OR RAT)	老鼠	1234	36.78	3.09	595	9.53	2.77	2041
214	STRETCH	伸	799	23.82	2.9	583	9.34	2.77	2854
2142	RUN AWAY	逃跑	1530	45.61	3.18	999	16.0	3.0	1744
2148	PICK	摘	484	14.43	2.68	385	6.17	2.59	4142
2149	CHOP (INTO PIECES)	剁	111	3.31	2.05	90	1.44	1.95	10755
2150	MATTER	事物	797	23.76	2.9	580	9.29	2.76	2865
2151	COARSE	粗	390	11.63	2.59	316	5.06	2.5	4811
2154	PLOUGH (INSTRUMENT)	犁	24	0.72	1.38	16	0.26	1.2	24511
2155	CUT (WITH SCISSORS)	剪	1034	30.82	3.01	605	9.69	2.78	2353
2156	CUT (WITH KNIFE)	切	1688	50.32	3.23	884	14.16	2.95	1617
2157	FINE OR THIN	細	2	0.06	0.3	1	0.02	0.0	62762
2159	GROUND	地	18009	536.84	4.26	4878	78.14	3.69	225
2160	BAMBOO HAT	斗笠	1	0.03	0.0	1	0.02	0.0	80461
2161	HEMP CLOTH	麻布	26	0.78	1.42	18	0.29	1.26	23547
2162	STIR FRY	炒	1449	43.19	3.16	681	10.91	2.83	1810
2163	MARRY (AS WOMAN)	出嫁	26	0.78	1.42	24	0.38	1.38	23673
2164	MARRY (AS MAN)	娶	1091	32.52	3.04	674	10.8	2.83	2250
2165	SLOWLY	慢慢	1820	54.25	3.26	1330	21.3	3.12	1511
2167	VEHICLE (CLASSIFIER)	辆	6190	184.52	3.79	2379	38.11	3.38	547
2170	PATERNAL AUNT (WIFE OF FATHER'S OLDER BROTHER)	伯母	49	1.46	1.69	20	0.32	1.3	17215
2171	PATERNAL AUNT (WIFE OF FATHER'S YOUNGER BROTHER)	叔母	2	0.06	0.3	1	0.02	0.0	60997
2172	MATERNAL AUNT (WIFE OF MOTHER'S BROTHER)	舅母	3	0.09	0.48	1	0.02	0.0	54331
2173	PATERNAL UNCLE (FATHER'S OLDER BROTHER)	伯父	39	1.16	1.59	20	0.32	1.3	19394
2174	PATERNAL UNCLE (FATHER'S YOUNGER BROTHER)	叔叔	2485	74.08	3.4	966	15.47	2.98	1175
2175	PATERNAL AUNT	姑母	4	0.12	0.6	2	0.03	0.3	48076
2176	MATERNAL AUNT	姨母	5	0.15	0.7	3	0.05	0.48	46028
2177	MATERNAL GRANDMOTHER	外婆	486	14.49	2.69	162	2.59	2.21	4122
2178	MATERNAL GRANDFATHER	外公	192	5.72	2.28	101	1.62	2.0	7694
2180	TWO OUNCES	二两	1	0.03	0.0	1	0.02	0.0	75370
2181	LIGHT (IN TASTE)	淡	204	6.08	2.31	171	2.74	2.23	7420
2182	LEFT HAND	左手	347	10.34	2.54	261	4.18	2.42	5184
2183	RIGHT HAND	右手	452	13.47	2.66	313	5.01	2.5	4337
2184	CATCH A COLD	着凉	49	1.46	1.69	43	0.69	1.63	17115
2186	DRAGON BOAT FESTIVAL	端午节	1	0.03	0.0	1	0.02	0.0	69562
2187	MID-AUTUMN FESTIVAL	中秋节	1	0.03	0.0	1	0.02	0.0	93800
2188	NEW YEAR'S EVE	新年	454	13.53	2.66	170	2.72	2.23	4325
219	TOILET	厕所	1682	50.14	3.23	1047	16.77	3.02	1622
2190	TASTE	含	362	10.79	2.56	280	4.49	2.45	5050
2194	FRONT (PART)	前面	2158	64.33	3.33	1471	23.56	3.17	1323
22	INTEND	打算	7315	218.06	3.86	3288	52.67	3.52	457
221	FIRE	火	3536	105.41	3.55	1977	31.67	3.3	882
2214	AFFAIR	事情	28176	839.91	4.45	5367	85.97	3.73	151
2216	BECOME NUMB	麻木	134	3.99	2.13	114	1.83	2.06	9641
2223	BE ANGRY	生气	3828	114.11	3.58	2216	35.5	3.35	816
2232	KEEN OR SUBTLE	微妙	130	3.88	2.11	115	1.84	2.06	9816
2239	DENSE	稠	21	0.63	1.32	16	0.26	1.2	26398
224	MORTAR	研钵	1	0.03	0.0	1	0.02	0.0	97485
2242	BEETLE	甲虫	62	1.85	1.79	35	0.56	1.54	15117
2243	REPAIR	补	488	14.55	2.69	366	5.86	2.56	4109
2244	METAL	金属	882	26.29	2.95	519	8.31	2.72	2643
2245	BELCH	打嗝	126	3.76	2.1	71	1.14	1.85	9978
2246	BELL	铃铛	121	3.61	2.08	58	0.93	1.76	10222
2247	CATERPILLAR	毛虫	22	0.66	1.34	16	0.26	1.2	25470
2248	KNOW (SOMEBODY)	认识	14304	426.39	4.16	4544	72.79	3.66	260
225	PESTLE	杵	32	0.95	1.51	27	0.43	1.43	21545
2253	DRIP (EMIT LIQUID)	漏	641	19.11	2.81	508	8.14	2.71	3344
2254	FATHER-IN-LAW (OF WOMAN)	公公	46	1.37	1.66	26	0.42	1.42	17846
2256	MOTHER-IN-LAW (OF WOMAN)	婆婆	172	5.13	2.24	56	0.9	1.75	8247
227	FISH	鱼	2532	75.48	3.4	1018	16.31	3.01	1155
2271	THINK	想	212185	6325.1	5.33	6240	99.95	3.8	20
2273	LEECH	水蛭	77	2.3	1.89	22	0.35	1.34	13373
2291	VOLCANO	火山	265	7.9	2.42	108	1.73	2.03	6253
2293	UVULA	小舌	2	0.06	0.3	2	0.03	0.3	58456
2295	SUNSET	夕	92	2.74	1.96	60	0.96	1.78	12041
2296	SUNRISE	日出	130	3.88	2.11	87	1.39	1.94	9804
2297	DUSK	傍晚	82	2.44	1.91	78	1.25	1.89	12839
230	SWEEP	掃	5	0.15	0.7	2	0.03	0.3	45249
2306	THIN (OF LEAF AND CLOTH)	薄	338	10.08	2.53	254	4.07	2.4	5281
231	SHAVE	剃	264	7.87	2.42	173	2.77	2.24	6269
2315	COOK (PERSON)	厨师	438	13.06	2.64	256	4.1	2.41	4449
2318	CHESTNUT	栗子	60	1.79	1.78	39	0.62	1.59	15385
2319	LID (COVER, CAP)	盖子	117	3.49	2.07	106	1.7	2.03	10464
232	FLEA	跳蚤	93	2.77	1.97	66	1.06	1.82	11967
2321	MAD PERSON	疯子	2143	63.88	3.33	1365	21.86	3.14	1332
2322	LAME PERSON	跛子	17	0.51	1.23	16	0.26	1.2	28971
2325	PULL OUT	拔	787	23.46	2.9	517	8.28	2.71	2896
2327	BECOME SICK	病态	150	4.47	2.18	128	2.05	2.11	9003
2328	MISS (SOMEBODY)	想念	1469	43.79	3.17	995	15.94	3.0	1786
2329	LACK (NOT HAVE)	缺	744	22.18	2.87	618	9.9	2.79	2988
2330	YEAR AFTER NEXT YEAR	后年	2	0.06	0.3	2	0.03	0.3	58898
2331	YEAR BEFORE LAST YEAR	前年	22	0.66	1.34	20	0.32	1.3	25569
2332	THREE DAYS FROM NOW	大后天	8	0.24	0.9	8	0.13	0.9	39627
2333	THREE DAYS BEFORE NOW	大前天	6	0.18	0.78	6	0.1	0.78	42196
2334	MELT	融化	282	8.41	2.45	197	3.16	2.29	6011
2335	CUNNING	狡猾	386	11.51	2.59	334	5.35	2.52	4847
2338	HOW LONG	多久	4392	130.92	3.64	2650	42.45	3.42	721
2340	SUNNY	晴	65	1.94	1.81	46	0.74	1.66	14657
2341	CLOUDY	阴	342	10.19	2.53	205	3.28	2.31	5247
2343	STEEL	钢	166	4.95	2.22	126	2.02	2.1	8430
2344	PETROL	汽油	468	13.95	2.67	268	4.29	2.43	4233
2345	LEPORID (RABBIT OR HARE)	兔	394	11.74	2.6	143	2.29	2.16	4781
2346	CRESTED MYNA	八哥	35	1.04	1.54	14	0.22	1.15	20401
2348	CRAB	螃蟹	204	6.08	2.31	97	1.55	1.99	7425
2349	SHRIMP	蝦	15	0.45	1.18	3	0.05	0.48	30203
2350	EARTHWORM	蚯蚓	34	1.01	1.53	18	0.29	1.26	20684
2351	SILKWORM	蚕	16	0.48	1.2	7	0.11	0.85	29547
2352	DRAGONFLY	蜻蜓	62	1.85	1.79	16	0.26	1.2	15065
2354	CRICKET	蟋蟀	62	1.85	1.79	36	0.58	1.56	15081
2355	GECKO	壁虎	20	0.6	1.3	11	0.18	1.04	26709
2356	CHINESE PLUM	李子	54	1.61	1.73	36	0.58	1.56	16379
2359	LOTUS	荷花	3	0.09	0.48	2	0.03	0.3	54237
236	STEPMOTHER	继母	112	3.34	2.05	69	1.11	1.84	10736
2361	MUGWORT	艾	926	27.6	2.97	363	5.81	2.56	2543
2363	CHAFF (HUSK)	麦麸	7	0.21	0.85	6	0.1	0.78	40759
2364	PEANUT	花生	305	9.09	2.48	186	2.98	2.27	5693
2366	ONION	洋葱	288	8.59	2.46	181	2.9	2.26	5894
2367	MANDARINE	桔子	90	2.68	1.95	62	0.99	1.79	12222
2368	GARLIC	大蒜	110	3.28	2.04	74	1.19	1.87	10815
2373	SKIN (OF FRUIT)	果皮	2	0.06	0.3	2	0.03	0.3	61378
2374	DREAM	梦	4053	120.82	3.61	1604	25.69	3.21	776
2375	VERTICAL	竖	167	4.98	2.22	113	1.81	2.05	8385
2376	HORIZONTAL	横	260	7.75	2.42	210	3.36	2.32	6346
2378	THUNDER (VERB)	打雷	31	0.92	1.49	23	0.37	1.36	21811
2381	FEATHER OR FUR OR HAIR	毛	2068	61.65	3.32	1176	18.84	3.07	1372
239	FLOWER	花朵	121	3.61	2.08	95	1.52	1.98	10250
2393	JOURNEY	路途	56	1.67	1.75	52	0.83	1.72	15955
2395	CONGEAL (BLOOD)	凝固	68	2.03	1.83	54	0.86	1.73	14369
2396	KNOCK	敲	936	27.9	2.97	651	10.43	2.81	2528
2398	MANGO	芒果	67	2.0	1.83	50	0.8	1.7	14445
2406	HOME	家	27026	805.63	4.43	5613	89.91	3.75	157
2407	BIRTHDAY	生日	3800	113.28	3.58	1299	20.81	3.11	822
2408	CAKE	糕	146	4.35	2.16	108	1.73	2.03	9135
2410	GOOD-LOOKING	好看	1279	38.13	3.11	955	15.3	2.98	1993
2425	PROBLEM	问题	33364	994.56	4.52	5848	93.67	3.77	131
2427	FUTURE	未	2520	75.12	3.4	1684	26.97	3.23	1161
2429	LOGIC	思维	360	10.73	2.56	275	4.4	2.44	5071
243	FRESH	新鲜	1145	34.13	3.06	891	14.27	2.95	2178
2432	MARRIAGE	成婚	36	1.07	1.56	33	0.53	1.52	20303
2434	TRAGEDY	悲剧	685	20.42	2.84	518	8.3	2.71	3184
244	LEFT	左	1773	52.85	3.25	896	14.35	2.95	1545
2445	PAPAYA	木瓜	24	0.72	1.38	13	0.21	1.11	24806
2447	WOODPECKER	啄木鸟	29	0.86	1.46	18	0.29	1.26	22450
245	BROOM	扫帚	99	2.95	2.0	67	1.07	1.83	11556
2451	FOURTEEN	十四	142	4.23	2.15	112	1.79	2.05	9262
2453	SEVENTEEN	十七	123	3.67	2.09	97	1.55	1.99	10125
2454	SIXTEEN	十六	146	4.35	2.16	114	1.83	2.06	9105
2465	DISGUST	厌恶	409	12.19	2.61	319	5.11	2.5	4662
