CONCEPTICON_ID	CONCEPTICON_GLOSS	POLISH	POLISH_FREQUENCY	POLISH_CD	POLISH_FREQUENCY_LOG	POLISH_CD_LOG	POLISH_POS	LINE_IN_SOURCE
1007	COW	krowa	1122	743	3.05037975626146	2.87157293554588	subst	6935
1025	WHISTLE	gwizdać	149	123	2.17609125905568	2.09342168516224	verb	33243
1069	GLUE	kleić	25	25	1.41497334797082	1.41497334797082	verb	97590
1070	BUS	autobus	3273	1977	3.51507867507592	3.29622628726116	subst	2693
1088	SINK (DESCEND)	tonąć	85	79	1.93449845124357	1.90308998699194	verb	48273
1098	WEIGH	ważyć	173	161	2.2405492482826	2.20951501454263	verb	30144
1100	COOK (SOMETHING)	gotować	1566	1216	3.19506899646859	3.08529057823006	verb	5190
112	TURTLE	żółw	465	272	2.66838591669	2.43616264704076	subst	14390
1133	MATCH	zapałka	52	43	1.72427586960079	1.64345267648619	subst	65444
1136	RABBIT	królik	1084	553	3.03542973818455	2.74350976472843	subst	7155
1156	OPEN	otwierać	1688	1320	3.22762964957101	3.12090281761453	verb	4828
1201	FEATHER	piórko	214	146	2.33243845991561	2.16731733474818	subst	25954
1206	BARKING	szczekać	157	136	2.19865708695442	2.13672056715641	verb	32201
1208	CAT	kot	3264	1689	3.51388318561109	3.22788670461367	subst	2699
121	SPIN	prząść	5	4	0.778151250383644	0.698970004336019	verb	210721
1220	TAIL	ogon	1424	987	3.15381486434453	2.99475694458763	subst	5655
1221	NOSE	nos	4279	3034	3.63144376901317	3.48215869541128	subst	2093
1223	HEART	serce	19848	9568	4.2977386317328	3.98086655458208	subst	533
1247	EAR	ucho	1541	1106	3.18808437371494	3.04414762087872	subst	5266
1248	EYE	oko	7487	4870	3.87436583573005	3.68761812957177	subst	1280
1252	HOUSE	dom	30852	12361	4.48929739916669	4.09208873925581	subst	351
1255	SNOWING	śnieżyć	8	6	0.954242509439325	0.845098040014257	verb	176203
1261	SING	śpiewać	2814	1733	3.44947839918736	3.23904909314019	verb	3073
127	EXTINGUISH	gasić	138	119	2.14301480025409	2.07918124604762	verb	35028
1273	CANDLE	świeczka	99	88	2	1.94939000664491	subst	43779
1280	FALL	spadać	1354	1168	3.13193929521042	3.06781451116184	verb	5902
1290	ELEPHANT	słoń	613	375	2.78816837114117	2.57518784492766	subst	11524
1297	LEG	noga	2499	1757	3.39794000867204	3.24501887073775	subst	3442
1302	FORK	widelec	371	283	2.5705429398819	2.45331834004704	subst	17172
1313	MOON	księżyc	3156	1638	3.49927458189222	3.2145789535705	subst	2792
1320	APPLE	jabłko	1166	899	3.06707085604537	2.95424250943932	subst	6713
1321	BOTTLE	butelka	997	831	2.99913054128737	2.92012332629072	subst	7658
1323	CLOCK	zegar	1650	1143	3.21774707326279	3.05842602445701	subst	4937
1324	SLIP	zjeżdżalnia	40	35	1.61278385671974	1.55630250076729	subst	76423
1336	EAT	jeść	8097	5553	3.90837777243239	3.74460587541424	verb	1191
1343	SUN	słońce	5861	3686	3.76804581410242	3.56667313760612	subst	1592
1350	MONKEY	małpa	1303	765	3.1152775913959	2.8842287696326	subst	6105
1352	KNIFE	nóż	4352	2606	3.6387886671574	3.41614103116833	subst	2062
1360	DUCK	kaczka	697	435	2.84385542262316	2.63948648926859	subst	10335
1378	SPOON	łyżka	209	156	2.32221929473392	2.19589965240923	subst	26415
1379	TELEPHONE	telefon	20908	9990	4.32033326261839	3.99960895897142	subst	498
1381	SHOE	but	3659	1384	3.56348108539441	3.14144977340047	subst	2436
1382	NEEDLE (FOR SEWING)	igła	352	301	2.54777470538782	2.48000694295715	subst	17861
1386	LION	lew	1126	611	3.05192391604611	2.78675142214556	subst	6917
