CONCEPTICON_ID	CONCEPTICON_GLOSS	DUTCH	DUTCH_CONCRETENESS_MEAN	LINE_IN_SOURCE
1290	ELEPHANT	olifant	4.933333333333334	16681
1292	BAD	slecht	1.6	22532
1294	ZERO	nul	3.1333333333333333	16528
1295	STICK	stok	4.8	23837
1297	LEG	been	5	2165
1298	NEWSPAPER	krant	4.933333333333334	13276
1299	COFFEE	koffie	4.533333333333333	12958
1301	FOOT	voet	4.866666666666666	27757
1302	FORK	vork	4.866666666666666	28091
1307	LANGUAGE	taal	1.7333333333333334	24358
1309	ASK (INQUIRE)	vragen	3.466666666666667	28135
1310	CLEVER	slim	2	22595
1311	VERY	zeer	1.6	29500
1313	MOON	maan	4.933333333333334	14625
1316	TENT	tent	4.866666666666666	24701
1320	APPLE	appel	4.666666666666667	1429
1321	BOTTLE	fles	4.933333333333334	7745
1323	CLOCK	klok	4.466666666666667	12716
1324	SLIP	uitglijden	3.8666666666666667	25837
1327	UNCLE	oom	3.066666666666667	17591
1331	SHEEP	schaap	5	21623
1333	NECK	hals	4.933333333333334	9729
1335	WHITE	wit	4.4	29182
1336	EAT	eten	4.6	7247
1337	PIG	varken	4.8	26299
1339	MORNING	ochtend	2.7333333333333334	16589
1342	SUMMER	zomer	2.533333333333333	29803
1343	SUN	zon	4.4	29814
1349	CHURCH	kerk	4.733333333333333	12263
1350	MONKEY	aap	4.733333333333333	316
1352	KNIFE	mes	4.733333333333333	15252
1355	LAUGH	lachen	3.933333333333333	13639
1356	NUMBER	getal	2.933333333333333	8871
1357	DAUGHTER	dochter	3.6	5912
136	HERE	hier	2.1333333333333333	10251
1360	DUCK	eend	4.866666666666666	6711
1367	CROSS	kruis	4.666666666666667	13409
1368	BREAD	brood	5	4010
1370	MONTH	maand	2.6666666666666665	14626
1373	TEA	thee	4.857142857142857	24845
1375	WINDOW	raam	4.866666666666666	20175
1376	NOW	nu	1.5333333333333334	16514
1377	VISIT	bezoeken	2.7333333333333334	2962
1378	SPOON	lepel	4.933333333333334	14001
1379	TELEPHONE	telefoon	4.866666666666666	24626
138	BATHE	badderen	3	1797
1381	SHOE	schoen	4.8	21877
1382	NEEDLE (FOR SEWING)	naald	4.8	15959
1383	GRANDFATHER	opa	3.4	17634
1384	SECOND	tweede	3.3333333333333335	25662
1385	PEPPER	peper	4.466666666666667	18869
1386	LION	leeuw	4.866666666666666	13920
1390	WRONG	fout	2.2	7919
1394	BONE	bot	4.466666666666667	3728
1395	ROUND	rond	4.066666666666666	21139
1396	SHARP	scherp	3.9285714285714284	21769
1398	DRY	droog	3.8	6436
1399	CLAY	klei	4.8	12602
1400	THIN (SLIM)	mager	4	14690
1401	DRINK	drinken	4.066666666666666	6401
1403	BITE	bijten	4.466666666666667	3110
1404	STRAIGHT	recht	3.466666666666667	20397
1405	NAME	naam	2.6	15964
1406	FAR	ver	2.1333333333333333	26457
1407	BREATHE	ademen	3.8	573
1408	HEAR	horen	3.533333333333333	10626
1409	SEE	zien	3.933333333333333	29678
1410	KNOW (SOMETHING)	weten	2	28980
1411	LIE (REST)	liegen	2.4	14168
1414	SQUEEZE	uitknijpen	3.6	25875
1415	THINK (REFLECT)	nadenken	2.1333333333333333	16028
1416	SIT	zitten	4.333333333333333	29748
1417	KILL	vermoorden	4.133333333333334	26951
1418	DIG	graven	4.133333333333334	9432
1419	FEAR (BE AFRAID)	bang	2.6	1922
1420	COUNT	tellen	3.8	24654
1422	BE ALIVE	levend	2.933333333333333	14057
1424	YELLOW	geel	3.8	8344
1425	GREEN	groen	4.2	9504
1426	EXPENSIVE	duur	2.2666666666666666	6606
1427	BEAUTIFUL	heerlijk	1.4666666666666666	9978
1429	FULL	vol	3.933333333333333	27797
143	HUMID	klam	3.2666666666666666	12526
1430	STAR	ster	4.2	23663
1431	FREEZE	bevriezen	3.6	2861
1432	CUT	knippen	4.6	12857
1435	HUNT	jagen	3.6666666666666665	11676
1439	SWIM	zwemmen	4.6	30017
1441	FLY (MOVE THROUGH AIR)	vliegen	4.266666666666667	27655
1442	STAND	staan	4	23412
1443	WALK	lopen	3.933333333333333	14431
145	SORROWFUL	verdrietig	2.8666666666666667	26602
1451	SMILE	glimlachen	4.066666666666666	9174
1452	PUSH	duwen	3.8	6610
1453	WASH	wassen	4.466666666666667	28514
1455	PULL	trekken	4.4	25426
1456	THROW	weggooien	3.9285714285714284	28714
1457	SEW	naaien	4.066666666666666	15953
1458	SAY	zeggen	3.6	29525
1459	IF	als	1.1333333333333333	1161
1463	DRUNK	dronken	3.3333333333333335	6433
1464	LADDER	ladder	4.666666666666667	13653
1466	EXACT	stipt	1.9333333333333333	23791
1467	CIRCLE	cirkel	4.466666666666667	4548
1468	LOOK FOR	zoeken	3.6	29763
1469	WEEK	week	2.6	28625
1471	WINTER	winter	2.8666666666666667	29143
1472	KEY	sleutel	4.866666666666666	22560
1474	SEA	zee	4.733333333333333	29457
1475	COMB	kam	4.8	11967
1476	CHAIR	stoel	4.666666666666667	23801
1481	HAMMER	hamer	4.8	9751
1483	NINE	negen	3.066666666666667	16230
1484	OIL (ORGANIC SUBSTANCE)	olie	4.8	16667
1487	POUR	gieten	4.266666666666667	9073
1489	CLOUD	wolk	4.4	29222
1491	MOUSE	muis	5	15871
1493	ONE	een	2.1333333333333333	6709
1494	DIE	doodgaan	3.4	6047
1495	HAPPY	gelukkig	2	8584
1496	GRANDMOTHER	oma	3.8666666666666667	16694
1498	TWO	twee	3.1333333333333333	25660
1500	FOUR	vier	3.3333333333333335	27470
1501	BORE	boren	3.933333333333333	3697
1502	GOAT	geit	4.866666666666666	8448
1504	FLY (INSECT)	vlieg	4.666666666666667	27653
1506	MEASURE	opmeten	3.2666666666666666	17850
1507	FRUIT	fruit	4.2	8006
151	RAZOR	scheermes	4.866666666666666	21716
1510	CHIN	kin	4.933333333333334	12430
1511	ROOSTER	haan	4.933333333333334	9638
1514	HEN	kip	4.866666666666666	12470
1515	TEN	tien	3.2666666666666666	24914
1518	STUPID	dom	2.066666666666667	5993
1519	RUN	hardlopen	3.8	9858
1522	SOCK	sok	4.8	22926
1524	WINE	wijn	4.8	29048
153	GREY	grijs	4.6	9481
1533	BE HUNGRY	hongeren	2.6153846153846154	10478
1535	SWORD	zwaard	4.933333333333334	29950
1536	UNDERSTAND	begrijpen	1.6	2220
1537	SPRINGTIME	lente	3.2	13999
1539	BASKET	mand	4.866666666666666	14768
1543	SNAIL	slak	4.8	22500
1547	SOUP	bouillon	4.466666666666667	3760
1548	UGLY	lelijk	2.1333333333333333	13980
1552	GLOOMY	somber	2.3333333333333335	22956
1554	MAN	man	4.266666666666667	14762
1558	SIMILAR	vergelijkbaar	1.8666666666666667	26677
156	RED	rood	4.333333333333333	21193
1560	FACE	gezicht	4.2	9034
1564	LAZY	lui	2.066666666666667	14530
1566	GUN	pistool	4.866666666666666	19142
1567	DOOR	deur	4.933333333333334	5610
1569	CHEESE	kaas	4.933333333333334	11896
1570	EQUAL	gelijk	1.7333333333333334	8549
1571	SELL	verkopen	3.4	26829
1572	SURPRISED	verbaasd	2.066666666666667	26479
1574	FLOAT	drijven	4.2	6391
1579	BE	bestaand	1.8	2691
1580	ONLY	enig	1.6	7029
1585	SLEEP	slapen	3.6666666666666665	22513
1586	SMELL (PERCEIVE)	ruiken	3.533333333333333	21351
1592	CHEST	borst	4.866666666666666	3704
1593	DEEP	diep	3.066666666666667	5732
1597	AIRPLANE	vliegtuig	4.8	27665
1601	WEAK	zwak	2.2666666666666666	29967
1602	WAKE UP	opstaan	3.4	17959
1607	HATE	haten	1.9333333333333333	9921
1608	LISTEN	luisteren	3.2	14552
1609	IDEA	idee	1.2666666666666666	10874
1613	COLOR	kleur	3.066666666666667	12653
1616	CLOTH	doek	4.6	5939
1620	SON	zoon	3.066666666666667	29865
1622	SHIRT	overhemd	4.666666666666667	18259
1623	SPEAK	praten	3.8666666666666667	19678
1624	EMPTY	leeg	3.466666666666667	13858
1625	DEAD	dood	3.3333333333333335	6040
1627	CHAIN	ketting	4.866666666666666	12326
1628	SQUIRREL	eekhoorn	4.8	6707
1629	EVENING	avond	3	1742
163	BLACK	zwart	4.266666666666667	29985
1631	FAST	snel	2.533333333333333	22785
1633	FLAT	plat	4.066666666666666	19231
1634	HUNDRED	honderd	3.2666666666666666	10466
1636	MOTIONLESS	stokstil	2.7142857142857144	23849
1639	BEER	bier	4.733333333333333	3018
164	KANGAROO	kangoeroe	4.866666666666666	12012
1641	SILK	zijde	4.2	29691
1645	SHORT	kort	3	13151
1646	GIRL	meisje	4.666666666666667	15117
1650	WATCH	horloge	4.666666666666667	10632
1653	BLIND	blind	3.533333333333333	3349
1654	LIGHTNING	bliksem	4.466666666666667	3341
1659	DOLL	pop	4.266666666666667	19530
1663	BED	bed	4.8	2054
1672	WRITE	schrijven	4.533333333333333	22032
1673	ARM	arm	4.133333333333334	1505
1689	SMOKE (INHALE)	roken	4.266666666666667	21098
1702	HOLY	heilig	1.3333333333333333	10013
1703	SIX	zes	3.466666666666667	29606
1704	SEVEN	zeven	3.4	29632
1705	EIGHT	acht	3.2	441
1706	ELEVEN	elf	3.1333333333333333	6923
1707	TWELVE	twaalf	2.6	25657
1708	THIRTEEN	dertien	3.1333333333333333	5540
1709	FIFTEEN	vijftien	2.7333333333333334	27502
1710	TWENTY	twintig	3.4	25699
1713	EIGHTEEN	achttien	3.2	518
1714	NINETEEN	negentien	2.8666666666666667	16233
1715	THIRTY	dertig	2.7142857142857144	5542
1716	FORTY	veertig	2.7333333333333334	26389
1717	FIFTY	vijftig	2.8	27504
1718	SIXTY	zestig	2.6	29615
1720	SIGN	gebaren	3.6666666666666665	8219
1721	SEVENTY	zeventig	3.3333333333333335	29637
1722	EIGHTY	tachtig	3	24385
1724	NINETY	negentig	2.8	16235
1725	CORRECT (RIGHT)	correct	1.7333333333333334	4984
1726	WET	nat	4.533333333333333	16108
1728	ROTTEN	rot	4	21239
1730	CHEEK	wang	4.933333333333334	28431
1733	RAINBOW	regenboog	4.733333333333333	20562
1735	TEAR (SHRED)	scheuren	4.066666666666666	21783
174	PROUD	fier	2.4	7611
1750	CHOOSE	kiezen	2.8666666666666667	12397
1757	TIRED	moe	2.7857142857142856	15616
176	BLOW (WITH MOUTH)	blazen	4.4	3302
1771	TASTELESS	smaakloos	2.7333333333333334	22670
1775	TABLE	bureau	4.666666666666667	4172
178	RIPE	rijp	3.6666666666666665	20940
1784	WANT	willen	1.7333333333333334	29090
1786	DRY UP	föhnen	4.133333333333334	7836
1788	TELEVISION	televisie	4.8	24649
1791	BUTTERFLY	vlinder	5	27676
1798	GUNPOWDER	buskruit	4.533333333333333	4200
1803	WOOD	hout	4.6	10669
1804	BOMB	bom	4.6	3602
1807	AFTERNOON	middag	2.1333333333333333	15334
1813	TASTY	smakelijk	2.3333333333333335	22677
1814	ACCUSE	beschuldigen	2.533333333333333	2630
1819	LOOK	kijken	3.6666666666666665	12406
1820	BEAR	beer	4.933333333333334	2170
1821	BRUSH	borstel	4.928571428571429	3707
1824	DEXTEROUS	handig	1.4666666666666666	9786
1826	ANGRY	boos	2.7333333333333334	3676
1829	JUMP	springen	4.4	23345
1831	MEET	ontmoeten	2.6	17367
1839	CRY	huilen	4.133333333333334	10715
1840	BUILD	metselen	3.8666666666666667	15303
1843	THOUSAND	duizend	3.3333333333333335	6571
1844	BOAT	boot	4.8	3682
1845	BALL	bal	5	1858
1847	SICK	misselijk	2.8666666666666667	15545
1849	ROW	roeien	4.066666666666666	21046
185	FIREPLACE	openhaard	4.8	17705
1850	COTTON	katoen	4.6	12170
1856	SOFT	zacht	3.7333333333333334	29367
1857	CROCODILE	krokodil	4.866666666666666	13363
1861	ACTIVE	actief	2.533333333333333	534
1862	DONKEY	ezel	5	7424
1864	HUNGER	honger	3.466666666666667	10476
1867	COIN	munt	4.8	15891
1868	VISIBLE	zichtbaar	2.6666666666666665	29643
1869	BUY	kopen	3.533333333333333	13101
1870	ANCHOR	anker	4.8	1335
1879	DANCE	dansen	4.266666666666667	5260
1881	ENOUGH	genoeg	1.2666666666666666	8693
1884	HARD	hard	3.4	9849
1887	CHEAP	goedkoop	1.9333333333333333	9261
1894	ASHAMED	schamen	2.2	21658
1895	CLOTHES	kleren	4.333333333333333	12636
1898	SPECTACLES	bril	4.866666666666666	3949
1899	MAD	dol	2.066666666666667	5978
1904	DROWN	verdrinken	3.2	26605
1906	SOUR	zuur	4.466666666666667	29931
1908	ATTENTIVE	aandachtig	2.1333333333333333	42
1917	TIE	vastmaken	3.533333333333333	26330
1920	DREAM (SOMETHING)	dromen	2.7333333333333334	6424
1921	PLOUGH	ploegen	3.8666666666666667	19308
1923	ROUGH	ruw	3.8666666666666667	21419
193	SHALLOW	ondiep	3.2	17056
1938	FORTRESS	kasteel	4.866666666666666	12150
194	FAMILY	familie	2.8	7474
1942	NEAR	dichtbij	2.3333333333333335	5666
1943	CROWN (OF HEAD)	kroon	4.933333333333334	13377
1948	SAW	zaag	4.733333333333333	29358
1954	GENTLE	teder	2.2	24530
1959	RAW	rauw	3.8	20340
1962	ROAST (SOMETHING)	braden	3.933333333333333	3845
1971	FAN (OBJECT)	ventilator	4.8	26453
1993	SELF	zelf	1.4	29547
200	SAME	zelfde	1.9333333333333333	29555
2000	CLOVE	kruidnagel	4.533333333333333	13395
2001	PAINTING	tekenen	4	24604
2005	MASK	masker	4.6	14891
2009	DOG	hond	5	10455
203	MARRY	trouwen	2.933333333333333	25540
2030	DRAG	slepen	3.7333333333333334	22553
2042	WALNUT	walnoot	4.8	28404
2043	PEACH	perzik	5	18963
2058	STOOL	kruk	4.866666666666666	13430
2070	COMB (VERB)	kammen	4.533333333333333	11987
2077	DILIGENT	ijverig	2.3333333333333335	10956
209	RARE	zeldzaam	1.8666666666666667	29546
2090	MY	mijn	3.2	15392
2099	CHILD	kind	4.666666666666667	12431
2108	RAINING OR RAIN	regenen	4.666666666666667	20565
2112	OLD (AGED)	bejaard	3.2	2289
2113	OLD (USED)	tweedehands	2.533333333333333	25663
2148	PICK	plukken	4	19344
2151	COARSE	grof	2.066666666666667	9522
2157	FINE OR THIN	ijl	2.5714285714285716	10917
216	MOVIE	film	4.4	7651
219	TOILET	toilet	4.866666666666666	25161
220	INTACT	heel	1.4	9962
2204	LEDGE	richel	4.384615384615385	20885
221	FIRE	vuur	4.733333333333333	28275
2235	CLEAN (SOMETHING)	lappen	3.357142857142857	13773
2246	BELL	bel	4.866666666666666	2357
2253	DRIP (EMIT LIQUID)	druppelen	3.6	6501
227	FISH	vis	4.733333333333333	27562
2277	WHOLE	gans	4.866666666666666	8135
228	CARVE	uitsnijden	3.8	25969
230	SWEEP	vegen	4.333333333333333	26395
2302	CIRCULAR (ROUND IN TWO DIMENSIONS)	cirkelvormig	4.2	4550
2303	SPHERICAL (ROUND IN THREE DIMENSIONS)	bol	4.466666666666667	3583
2308	THIN	dun	3.6	6580
231	SHAVE	scheren	4.066666666666666	21763
2316	FREE	vrij	1.7333333333333334	28173
2318	CHESTNUT	kastanje	4.466666666666667	12147
2329	LACK (NOT HAVE)	barsten	3.8666666666666667	1991
2334	MELT	smelten	3.933333333333333	22709
2340	SUNNY	zonnig	3.6666666666666665	29855
2344	PETROL	benzine	4.466666666666667	2489
2349	SHRIMP	garnaal	4.8	8155
2366	ONION	ui	4.866666666666666	25724
2368	GARLIC	knoflook	4.866666666666666	12877
239	FLOWER	bloem	4.666666666666667	3416
2396	KNOCK	kloppen	4.533333333333333	12743
2398	MANGO	mango	4.666666666666667	14782
2409	BROWN	bruin	3.8	4049
2410	GOOD-LOOKING	fraai	2.0714285714285716	7923
2427	FUTURE	toekomst	1.3333333333333333	25068
243	FRESH	vers	2.8	27065
244	LEFT	links	3.2666666666666666	14269
2440	PINEAPPLE	ananas	4.866666666666666	1282
2449	FAT (OF MEAT AND FOOD)	vettig	3.7333333333333334	27442
245	BROOM	bezem	4.933333333333334	2925
2451	FOURTEEN	veertien	3.2666666666666666	26387
2452	PURPLE	paars	4.133333333333334	18413
2453	SEVENTEEN	zeventien	3.2	29635
2454	SIXTEEN	zestien	3.1333333333333333	29613
2458	PERSPIRE OR SWEAT	zweten	3.8666666666666667	30046
2470	DEAR	dierbaar	1.6666666666666667	5743
2483	COLD (OF WEATHER)	koel	3.4	12934
249	FOG	mist	4.533333333333333	15556
2500	GINGER	gember	4.733333333333333	8603
2504	DIFFERENT	verschillend	2.3333333333333335	27084
2506	LOOSE	los	3.2	14437
2507	DISGUSTING	walgelijk	2.2	28395
251	SHARPEN (SOMETHING)	slijpen	3.7333333333333334	22585
2530	SMART	intelligent	1.8	11450
2531	BROAD	breed	3.066666666666667	3900
2540	LIME (MATERIAL)	kalk	4.733333333333333	11957
2548	BARREL	ton	4	25183
2578	PENCIL	potlood	5	19628
2579	TOOTHBRUSH	tandenborstel	4.8	24444
258	CALM	kalm	2.4	11961
2580	HELICOPTER	helikopter	5	10058
2590	HARMONICA	harmonica	4.4	9874
2595	CACTUS	cactus	4.866666666666666	4232
2597	HARP	harp	4.933333333333334	9883
26	UNPLEASANT	onaangenaam	1.8666666666666667	16816
2606	COMPASS	kompas	4.866666666666666	13031
2607	TRIPOD	statief	4.6	23551
2618	CAMERA	camera	4.866666666666666	4260
2623	FLAG	vlag	4.866666666666666	27610
2625	MAP	kaart	4.733333333333333	11889
2627	ORANGE (FRUIT)	sinaasappel	5	22366
2630	WHIP	zweep	4.733333333333333	30003
2638	FISHING	vissen	4.266666666666667	27585
2643	INK	inkt	4.666666666666667	11281
2668	SKELETON	skelet	4.733333333333333	22430
2717	STEEP	steil	3.7333333333333334	23607
275	PEEL	schillen	3.8	21839
2755	BUSY	bezet	2.533333333333333	2930
2758	CAREFUL	voorzichtig	2.066666666666667	28078
2765	CHERRY	kers	4.866666666666666	12297
2766	WATERMELON	watermeloen	4.866666666666666	28551
2768	LITCHI	lychee	4.785714285714286	14597
2769	PORK	varkensvlees	4.2	26303
2783	SCALES (MEASURE INSTRUMENT)	weegschaal	4.8	28624
2805	BIRTH (ACCOUCHEMENT)	geboren	2.2	8255
2821	JEALOUS	jaloers	2	11684
2831	PENGUIN	pinguïn	4.866666666666666	19105
2833	RUM	rum	4.6	21389
2843	CAULIFLOWER	bloemkool	4.933333333333334	3424
2871	SWING (MOVEMENT)	schommelen	4.266666666666667	21907
2875	RING (MAKE SOUND)	aanbellen	4.133333333333334	20
2902	BRAWL (FIGHT)	vechten	4.133333333333334	26349
2905	KNIT	breien	4.333333333333333	3912
292	RUG	tapijt	4.733333333333333	24471
2924	A LITTLE	gering	1.4666666666666666	8777
2940	GATE	hek	4.733333333333333	10030
2949	LAIR	den	4.466666666666667	5480
2958	LAUGHTER	gelach	4	8503
2969	RIBBON	lint	4.733333333333333	14278
297	CROOKED	krom	4	13366
2991	SKI	skiën	4.466666666666667	22434
2997	COLORFUL	kleurig	2.8666666666666667	12658
2998	DAMP	vochtig	3.7142857142857144	27726
3	BRAVE	dapper	2	5270
3002	PRECIOUS	kostelijk	2.066666666666667	13176
3004	FORMER	voormalig	1.5333333333333334	27966
3005	FAMILIAR	vertrouwd	1.8	27246
3028	GRAVEL	grind	4.533333333333333	9493
3032	STARFISH	zeester	4.866666666666666	29507
3053	TIGHT	spannend	2.466666666666667	23041
3075	SLANTED	schuin	4.066666666666666	22085
3083	BALLOON	ballon	4.933333333333334	1886
3084	BLACKBOARD	schoolbord	4.6	21918
3085	CARROT	wortel	4.8	29284
3086	COMPUTER	computer	4.666666666666667	4754
3087	PACIFIER	speen	4.3076923076923075	23108
3088	ENVELOPE	envelop	4.933333333333334	7069
3089	GIRAFFE	giraf	4.866666666666666	9113
3090	GUITAR	gitaar	4.933333333333334	9134
3091	LEMON	citroen	4.866666666666666	4558
3092	LIGHTER	aansteker	4.733333333333333	224
3093	LIPSTICK	lippenstift	4.866666666666666	14288
3094	PAINTBRUSH	kwast	4.466666666666667	13548
3095	POSTMAN	postbode	4.533333333333333	19586
3096	RACKET	tennisracket	4.8	24694
3097	SEWING MACHINE	naaimachine	4.733333333333333	15955
3098	SNOWMAN	sneeuwpop	4.6	22781
3099	SOFA	bank	4.466666666666667	1931
31	PAN	koekenpan	4.666666666666667	12930
3100	SUNGLASSES	zonnebril	4.733333333333333	29837
3101	SWING	schommel	4.933333333333334	21906
3102	TANK	tank	4.666666666666667	24462
3103	TENNIS BALL	tennisbal	4.933333333333334	24693
3104	THERMOMETER	thermometer	4.8	24883
3105	UMBRELLA	paraplu	4.8	18592
3106	WARDROBE	kast	4.666666666666667	12145
3107	WHISTLE (INSTRUMENT)	fluitje	4.466666666666667	7804
3108	BOX (SOMEBODY OR SOMETHING)	boksen	4.333333333333333	3580
3110	CLAP	klappen	3.933333333333333	12542
3111	CONDUCT	dirigeren	3.466666666666667	5828
3112	ERUPT	uitbarsten	3.2666666666666666	25736
3113	FILE (SOMETHING)	vijlen	4.2	27509
3114	GRATE (SOMETHING)	raspen	4.133333333333334	20316
3117	HITCHHIKE	liften	3.6666666666666665	14179
3118	IRON (CLOTHES)	strijken	4.266666666666667	24026
3119	MASSAGE (SOMEBODY)	masseren	3.8	14904
3120	MOP (SOMETHING)	dweilen	4.333333333333333	6639
3121	OPERATE (MEDICINE)	opereren	3.466666666666667	17731
3122	PAINT (SOMETHING)	verven	4.266666666666667	27271
3123	PHOTOGRAPH (SOMETHING)	fotograferen	3.8666666666666667	7906
3124	PLAY (INSTRUMENT)	spelen	3.533333333333333	23124
3125	PLAY (GAME)	golfen	4.666666666666667	9285
3126	POST (SOMETHING)	posten	3.3333333333333335	19592
3127	RAKE (SOMETHING)	harken	4.2	9871
3128	SHOWER (ACTION)	douchen	4.066666666666666	6267
3129	SKATE	rolschaatsen	4.4	21116
3130	SPILL (SOMETHING)	morsen	4	15804
3131	SUNBATHE	zonnen	4.333333333333333	29843
3132	SURF	surfen	4.133333333333334	24280
3133	TALK (PHONE)	bellen	4.266666666666667	2419
3134	TYPE (ON SOMETHING)	typen	4.4	25712
3135	VACUUM (SOMETHING)	stofzuigen	4.666666666666667	23833
3138	STRAWBERRY	aardbei	5	323
3181	MUSTARD	mosterd	4.933333333333334	15816
319	LICK	likken	4.333333333333333	14241
323	FAT (ORGANIC SUBSTANCE)	vet	4.333333333333333	27429
3230	DECEIVE	bedriegen	2.3333333333333335	2113
3231	DEITY	god	1.7333333333333334	9218
3235	OPEN (STATE)	open	2.8666666666666667	17693
3241	CORIANDER	koriander	4.714285714285714	13142
3247	KIWIFRUIT	kiwi	4.933333333333334	12497
325	FELT	vilt	4.538461538461538	27522
3251	MOLD (GET ROTTEN)	schimmel	4.066666666666666	21843
3304	PICTURE (PHOTOGRAPH)	foto	4.466666666666667	7900
3306	NAIL	slaan	4.133333333333334	22445
332	RAG	vod	4.466666666666667	27728
3328	ORANGE (COLOR)	oranje	4.4	18085
3330	LENTILS	linze	4.583333333333333	14282
