CONCEPTICON_ID	CONCEPTICON_GLOSS	POLISH	GERMAN	POLISH_HAPPINESS_MEAN	POLISH_ANGER_MEAN	POLISH_SADNESS_MEAN	POLISH_FEAR_MEAN	POLISH_DISGUST_MEAN	POLISH_HAPPINESS_MEAN_FEMALE	POLISH_ANGER_MEAN_FEMALE	POLISH_SADNESS_MEAN_FEMALE	POLISH_FEAR_MEAN_FEMALE	POLISH_DISGUST_MEAN_FEMALE	POLISH_HAPPINESS_MEAN_MALE	POLISH_ANGER_MEAN_MALE	POLISH_SADNESS_MEAN_MALE	POLISH_FEAR_MEAN_MALE	POLISH_DISGUST_MEAN_MALE	LINE_IN_SOURCE
1003	PERMIT	pozwalać	zulassen	3.7037037037037037	1.592592592592593	1.5555555555555554	1.7777777777777775	1.5185185185185184	3.9285714285714284	1.3571428571428572	1.2857142857142856	1.5714285714285714	1.3571428571428572	3.461538461538461	1.846153846153846	1.846153846153846	2	1.6923076923076923	1679
1004	MUSCLE	mięsień	muskel	3.076923076923077	1.4615384615384615	1.307692307692308	1.538461538461538	1.7307692307692308	3.1818181818181817	1.1818181818181819	1.090909090909091	1.727272727272727	2.181818181818182	3.0000000000000004	1.6666666666666665	1.4666666666666666	1.4	1.4000000000000001	1042
1008	BULL	byk	stier	2.2692307692307696	2.7692307692307696	1.5769230769230769	4.076923076923076	2.1538461538461537	2	2.642857142857143	1.4285714285714288	4.2142857142857135	1.7857142857142856	2.5833333333333335	2.9166666666666665	1.75	3.9166666666666665	2.583333333333333	193
1011	BRIDGE	most	brücke	2.9230769230769225	1.230769230769231	1.2692307692307696	2.3846153846153837	1.3076923076923077	2.5	1.1666666666666667	1.25	2.333333333333334	1.3333333333333333	3.2857142857142856	1.2857142857142858	1.2857142857142858	2.4285714285714284	1.2857142857142858	1088
1024	CHARACTER	charakter	charakter	3.8461538461538467	2.0769230769230766	1.4230769230769234	1.8846153846153846	1.5384615384615385	4.142857142857143	1.9285714285714286	1.2857142857142856	1.7142857142857144	1.1428571428571428	3.5	2.25	1.5833333333333333	2.083333333333333	2	212
1030	NECESSARY	potrzebny	bedürfnis	3.555555555555555	1.703703703703704	2	2.074074074074074	1.4444444444444444	3.857142857142857	1.7857142857142856	2.2142857142857144	2.2857142857142856	1.5714285714285714	3.230769230769231	1.6153846153846154	1.7692307692307694	1.8461538461538463	1.307692307692308	1657
1038	TEACHER	nauczyciel	lehrer	2.666666666666666	2.2592592592592586	1.5925925925925923	2.2222222222222228	1.7037037037037035	3.2857142857142856	2.5	1.6428571428571428	2.3571428571428568	2.0714285714285716	2	2	1.5384615384615385	2.0769230769230766	1.307692307692308	1159
1046	SHUT	zamykać	schließen	1.703703703703704	2.222222222222222	2.4074074074074074	2.5185185185185177	2	2.2142857142857144	2.2857142857142856	3.0714285714285716	3	2.357142857142857	1.1538461538461542	2.153846153846154	1.6923076923076925	2	1.6153846153846154	2736
1047	PURSUE	dążyć	trachten	4.038461538461539	1.5769230769230766	1.6153846153846152	2.5000000000000004	1.230769230769231	3.8	1.6666666666666665	1.7333333333333332	2.7333333333333334	1.266666666666667	4.363636363636364	1.4545454545454546	1.4545454545454546	2.181818181818182	1.1818181818181819	313
1051	CAN	puszka	dose	3.0384615384615383	2.153846153846154	2.115384615384615	2.269230769230769	2.0384615384615383	2.6666666666666665	2.666666666666667	2.666666666666667	2.9166666666666665	2.6666666666666665	3.3571428571428568	1.7142857142857142	1.6428571428571428	1.7142857142857142	1.5000000000000002	1839
1063	NEPHEW	siostrzeniec	neffe	4.115384615384616	1.6538461538461535	1.5384615384615383	1.615384615384615	1.2692307692307694	4.230769230769231	1.5384615384615383	1.076923076923077	1.2307692307692306	1	4	1.7692307692307692	2	2	1.5384615384615385	2009
