			
10	FIREWOOD	firewood	L82656	wood cut to be burned for heat
			
1000	ANXIETY	anxiety	L12725	emotion characterized by an unpleasant state of inner turmoil
			
1002	STATUE	statue	L6147	sculpture primarily concerned as a representational figure
			
1003	PERMIT	permit	L7509	cancellation of obstacles to business
1003	PERMIT	permit	L7508	to allow something to happen
			
1006	BRICK	brick	L4724	block or a single unit of a ceramic material used in masonry construction
1006	BRICK	brick	L21744	term used to refer to a non-functioning electronic device
			
1008	BULL	bull	L16189	male individual of cattle
			
1010	BOUNDARY	boundary	L12153	dividing line between two areas or sets of points in a topological space; difference between the closure and the interior
			
1012	LATCH	latch	L23994	door fastener
			
1013	FRESHWATER EEL	eel	L14791	freshwater or marine fish of the order Anguilliformes, which are elongated and resemble snakes
			
1014	OR	or	L1386	connects at least two alternatives (inclusive)
			
1016	DRIZZLE	drizzle	L60752	pour a thin stream of liquid
1016	DRIZZLE	drizzle	L60751	light rainfall
			
1017	APPEARANCE	appearance	L6558	way something appears
			
1018	MEMORY	memory	L4199	ability of the brain to record information and impressions
			
1021	TOWEL	towel	L11859	cloth which is used to dry something
			
1024	CHARACTER	character	L3921	symbol or sign
			
1025	WHISTLE	whistle	L4972	instrument which produces sound from a stream of forced air
			
1027	BUG	bug	L14705	bother or annoy
			
1035	GOOD	good	L23410	something that is important or valuable,opposite of bad
1035	GOOD	good	L3201	important or valuable
			
1039	SHOW	show	L5200	any of several types of events with entertainment
			
1040	HAIR	hair	L3533	filament of keratin on the skin of mammals
			
1041	INCREASE	increase	L227	enlargement or increase of an entity; increase in size, number, value, or strength; an amount by which a quantity is increased
			
1042	CARPENTER	carpenter	L14320	person who performs carpentry
			
1043	BRAID	braid	L21726	flat, round or tubular narrow textile made by braiding yarn or other materials
			
1044	PILLOW	cushion	L4770	soft bag of some ornamental material, stuffed with wool, hair, feathers, polyester staple fiber, non-woven material, or even paper torn into fragments
			
1045	POET	poet	L12246	person who writes and publishes poetry
			
1048	LINE	line	L5224	one-dimensional object in geometry
1048	LINE	line	L1313	one-dimensional geometric object
			
1052	LIGHT (WEIGHT)	light	L2889	electromagnetic waves in the spectrum visible for humans
			
1058	STEPDAUGHTER	stepdaughter	L72066	daughter of the wife or husband
			
1059	STEPSON	stepson	L72065	son of the wife or husband
			
1061	ARMOUR	armour	L20050	protective covering or reinforcement for objects, persons, or animals that is used to prevent damage from direct contact weapons or projectiles, usually in combat
			
1062	LAW	law	L4173	system of rules and guidelines, generally backed by governmental authority
			
1063	NEPHEW	nephew	L24714	male child of one's sibling or half-sibling
			
1064	SHIELD	shield	L42150	protect from harm
1064	SHIELD	shield	L42149	protective surface
			
1066	CRIME	crime	L3961	unlawful act forbidden and punishable by criminal law
			
1067	JUDGMENT	judgment	L7490	decision making; evaluation of evidence to make a decision
			
1068	COURT	court	L3959	judicial institution with the authority to resolve legal disputes
1068	COURT	court	L3960	to seek a commitment to marriage
			
1069	GLUE	glue	L16839	sticky material (usually a liquid) that can stick two or more things together
			
1070	BUS	bus	L5725	communication system that transfers data between components inside a computer
1070	BUS	bus	L30334	large road vehicle for transporting people
			
1071	HOOK	hook	L4901	punch in boxing, performed by turning the core muscles and back, thereby swinging the arm, which is bent at an angle near or at 90 degrees, in a horizontal arc into the opponent; usually aimed at the jaw or (less often) the liver
1071	HOOK	hook	L14442	punch in boxing, performed by turning the core muscles and back, thereby swinging the arm, which is bent at an angle near or at 90 degrees, in a horizontal arc into the opponent; usually aimed at the jaw or (less often) the liver
			
1072	PRISONER	prisoner	L11053	person who is deprived of liberty against their will
			
1075	TRAP (PITFALL)	trap	L12190	device for catching an intruder or prey; type of tactic
1075	TRAP (PITFALL)	trap	L12189	device for catching an intruder or prey; type of tactic
			
1077	WHEAT	wheat	L29122	color that resembles wheat
			
1081	BILL	bill	L3855	form used for most legislation of the United States Congress
			
1082	MERCHANT	merchant	L37333	seller of goods
			
1088	SINK (DESCEND)	sink	L5532	bowl-shaped plumbing fixture used for washing hands
			
11	DARKNESS	darkness	L14611	lack of light
			
110	MOTOR	motor	L13055	device to produce mechanical energy from other energy sources
			
1100	COOK (SOMETHING)	cook	L4530	occupation involving cooking food
			
1102	CLIMB	climb	L22126	flight maneuver
			
1105	CAMP	camp	L5525	place where several people are mostly temporarily housed
			
1110	SHARK	shark	L27030	superorder of fishes
			
1113	WRAP	wrap	L12715	simple length of fabric worn as clothing
			
1114	BULLET	bullet	L227492	typographical symbol or glyph
			
1115	SPEECH	speech	L5805	address delivered to an audience
			
1117	LIKE	like	L45034	similar to, reminiscent of
1117	LIKE	like	L3037	to enjoy, be pleased by; favor; be in favor of
			
112	TURTLE	turtle	L45131	type of animal
			
1124	PIPE	pipe	L14141	tool specifically made to smoke tobacco or other products
1124	PIPE	pipe	L3792	simple wooden flute
			
1125	BALD	bald	L16112	having no hair, fur or feathers
			
1128	ORDER	order	L4332	taxonomic rank or a taxon in that rank
			
