CONCEPTICON_ID	CONCEPTICON_GLOSS	GERMAN	GERMAN_HAPPINESS_MEAN	GERMAN_ANGER_MEAN	GERMAN_SADNESS_MEAN	GERMAN_FEAR_MEAN	GERMAN_DISGUST_MEAN	GERMAN_EMOTION_DOMINANT	LINE_IN_SOURCE
1008	BULL	bulle	1.4762	2.3810	1.2857	2.2857	2.2857	ANG	279
1011	BRIDGE	brücke	1.7391	1.1304	1.3043	1.6087	1.6087	HAP	271
1038	TEACHER	lehrer	1.7273	2.1818	1.2273	1.3182	1.3182	ANG	887
1044	PILLOW	kissen	3.4545	1.1364	1.0000	1.0909	1.0909	HAP	776
1045	POET	dichter	2.8500	1.1500	1.4000	1.1500	1.1500	HAP	321
1048	LINE	linie	1.8636	1.2727	1.2273	1.2727	1.2727	HAP	937
1075	TRAP (PITFALL)	falle	1.4762	3.5238	1.8571	2.8571	2.8571	ANG	428
1093	MIDDLE	mitte	1.8095	1.2381	1.2381	1.2857	1.2857	HAP	1077
1096	SONG	lied	3.7000	1.6000	1.8000	1.2000	1.2000	HAP	929
1109	WOUND	wunde	1.1739	2.4348	1.7826	2.3913	2.3913	DIS	1902
1115	SPEECH	rede	1.8000	1.6500	1.3000	1.9000	1.9000	FEA	1361
1137	TENDON	sehne	1.1818	1.2727	1.1364	1.1818	1.1818	DIS	1517
1139	LEOPARD	leopard	2.6190	1.0476	1.0000	2.1429	2.1429	HAP	910
1145	SWAMP	sumpf	1.6087	1.3043	1.3043	2.4348	2.4348	DIS	1629
1150	THUNDER	donner	2.2727	1.4091	1.1818	2.3636	2.3636	FEA	338
1160	THIEF	dieb	1.2000	3.5000	2.0000	2.9500	2.9500	ANG	322
1161	THREAD	faden	1.3000	1.2000	1.3000	1.2000	1.2000	DIS	421
1171	MIRROR	spiegel	2.4286	1.4762	1.1429	1.2381	1.2381	HAP	1575
1185	VULTURE	geier	1.6000	1.9500	1.5000	2.1000	2.1000	DIS	544
1187	GOOSE	gans	2.5238	1.5238	1.4762	1.4286	1.4286	HAP	523
1190	HARE	hase	3.2381	1.0952	1.3810	1.2381	1.2381	HAP	630
1194	BEAVER	biber	2.9500	1.5000	1.3000	1.5000	1.5000	HAP	230
12	MIDDAY	mittag	2.5238	1.0476	1.0000	1.0476	1.0476	HAP	1076
1201	FEATHER	feder	2.7500	1.3500	1.3000	1.5000	1.5000	HAP	437
1204	BARK	rinde	1.8400	1.0400	1.1600	1.0000	1.0000	HAP	1397
1205	TONGUE	zunge	2.0000	1.1667	1.0833	1.0417	1.0417	HAP	1948
1208	CAT	katze	3.8261	1.6522	1.5217	1.5652	1.5652	HAP	756
1216	MOTHER	mutter	3.6667	1.3333	1.2381	1.1429	1.1429	HAP	1124
1217	FATHER	vater	3.3636	1.7727	1.8636	1.6818	1.6818	HAP	1779
1219	WORM	wurm	1.5500	1.8500	1.2500	1.7500	1.7500	DIS	1906
1221	NOSE	nase	1.9048	1.5238	1.2381	1.1905	1.1905	HAP	1142
1223	HEART	herz	3.3333	1.5714	1.7619	1.7619	1.7619	HAP	656
1228	EARTH (SOIL)	erde	3.4286	1.6190	1.4762	2.0952	2.0952	HAP	397
1233	NIGHT	nacht	3.4545	1.3636	1.6818	1.9545	1.9545	HAP	1132
1245	BUTTER	butter	1.9048	1.0476	1.1429	1.0952	1.0952	HAP	288
1248	EYE	auge	2.2857	1.0952	1.1905	1.3333	1.3333	HAP	144
1252	HOUSE	haus	3.2000	1.3000	1.1500	1.6000	1.6000	HAP	632
1258	FINGERNAIL	nagel	1.2727	1.5909	1.3182	1.3636	1.3636		1135
1259	WEDDING	hochzeit	4.0000	1.1000	1.1500	1.2500	1.2500	HAP	670
1262	BROTHER	bruder	3.0000	1.4545	1.1818	1.2273	1.2273	HAP	272
1269	NO	nein	1.6190	3.0476	1.9524	2.5714	2.5714	ANG	1155
1272	AUNT	tante	2.1500	1.4000	1.4000	1.2500	1.2500	HAP	1646
1273	CANDLE	kerze	3.5455	1.5000	2.3182	1.5909	1.5909	HAP	765
1276	AUTUMN	herbst	2.9565	1.3478	1.7391	1.2174	1.2174	HAP	651
1277	HAND	hand	2.4762	1.2381	1.2857	1.6667	1.6667	HAP	624
1279	FAT (OBESE)	fett	1.1304	2.3478	1.3913	1.6087	1.6087	DIS	453
1290	ELEPHANT	elefant	3.2000	1.1500	1.2500	1.2000	1.2000	HAP	381
1293	MISTAKE	fehler	1.0455	2.6364	1.5909	2.0455	2.0455	ANG	439
1298	NEWSPAPER	zeitung	2.5500	1.3500	1.1000	1.1000	1.1000	HAP	1922
1302	FORK	gabel	1.7500	1.2500	1.2500	1.5000	1.5000	HAP	519
1303	FINGER	finger	1.5652	1.1304	1.0435	1.0435	1.0435	HAP	464
1304	CHILD (YOUNG HUMAN)	kind	3.7619	1.7619	1.5238	2.0952	2.0952	HAP	772
1307	LANGUAGE	sprache	2.7143	1.1429	1.0476	1.0952	1.0952	HAP	1584
1312	FOX	fuchs	2.6000	1.3500	1.5000	1.9000	1.9000	HAP	510
1313	MOON	mond	3.6364	1.4091	1.7727	1.5000	1.5000	HAP	1089
1318	CHICKEN	huhn	2.4500	1.4500	1.5500	1.3500	1.3500	HAP	682
1320	APPLE	apfel	3.3500	1.2500	1.3000	1.1500	1.1500	HAP	105
1321	BOTTLE	flasche	1.5500	1.2500	1.0500	1.1000	1.1000	HAP	470
1324	SLIP	rutsche	3.0000	1.0000	1.0000	1.1500	1.1500	HAP	1424
1325	FRIEND	freund	4.2609	1.3478	1.2609	1.2609	1.2609	HAP	500
1327	UNCLE	onkel	2.6818	1.4545	1.4545	1.2273	1.2273	HAP	1184
1331	SHEEP	schaf	3.0455	1.1818	1.1818	1.1818	1.1818	HAP	1447
1337	PIG	schwein	1.9524	1.5238	1.0476	1.1429	1.1429	DIS	1507
134	FAULT	schuld	1.0000	2.3636	2.3636	2.3182	2.3182		1498
1342	SUMMER	sommer	4.3810	1.0952	1.0476	1.0000	1.0000	HAP	1561
1343	SUN	sonne	4.4762	1.0952	1.0476	1.0952	1.0952	HAP	1562
1346	THROAT	kehle	1.3478	1.4783	1.5217	2.0000	2.0000	FEA	759
1349	CHURCH	kirche	1.7143	1.7619	1.6667	1.3333	1.3333	ANG	774
1350	MONKEY	affe	3.1818	1.4545	1.3182	1.6818	1.6818	HAP	49
1352	KNIFE	messer	1.0952	1.5714	1.1429	2.2857	2.2857	FEA	1042
1353	HOUR	stunde	1.3636	1.3182	1.1364	1.1364	1.1364	HAP	1623
1356	NUMBER	zahl	2.0500	1.6000	1.1000	1.3500	1.3500	HAP	1909
1357	DAUGHTER	tochter	2.8571	1.0952	1.0476	1.1429	1.1429	HAP	1683
1358	ENEMY	feind	1.4286	3.3810	1.6190	2.7143	2.7143	ANG	444
1360	DUCK	ente	3.1364	1.0455	1.2273	1.2727	1.2727	HAP	389
1366	BOY	junge	2.6000	1.9000	1.2000	1.2000	1.2000	HAP	715
1367	CROSS	kreuz	1.6364	1.6364	2.1818	1.8636	1.8636	SAD	837
1368	BREAD	brot	2.9500	1.0500	1.1500	1.1000	1.1000	HAP	270
1369	GOLD	gold	3.1500	1.4000	1.2500	1.3500	1.3500	HAP	597
1370	MONTH	monat	2.0000	1.4167	1.4167	1.2917	1.2917	HAP	1088
1374	RING	ring	3.3500	1.2000	1.5000	1.5500	1.5500	HAP	1398
1375	WINDOW	fenster	2.5000	1.1500	1.3500	1.0500	1.0500	HAP	445
1378	SPOON	löffel	1.7727	1.0000	1.0000	1.0000	1.0000	HAP	949
1379	TELEPHONE	telefon	2.4286	1.1905	1.0476	1.0000	1.0000	HAP	1659
1380	TOOTH	zahn	1.3500	1.5500	1.1500	2.2000	2.2000	FEA	1911
1381	SHOE	schuh	2.0909	1.1364	1.1364	1.0000	1.0000	HAP	1497
1382	NEEDLE (FOR SEWING)	nadel	2.0000	1.6957	1.6957	2.3913	2.3913	FEA	1134
1385	PEPPER	paprika	2.8095	1.0952	1.0000	1.0000	1.0000	HAP	1218
1386	LION	löwe	2.9091	1.3182	1.2727	2.4545	2.4545	HAP	959
1388	SHADE	schatten	1.4286	1.2857	1.2857	2.1905	2.1905	FEA	1453
1394	BONE	knochen	1.2500	1.2500	1.2500	1.3500	1.3500	DIS	801
1402	BREAST	busen	3.0500	1.2500	1.1000	1.1000	1.1000	HAP	287
1405	NAME	name	2.1429	1.2857	1.1905	1.2857	1.2857	HAP	1138
1410	KNOW (SOMETHING)	wissen	3.4000	1.2000	1.1000	1.2000	1.2000	HAP	1888
1422	BE ALIVE	leben	4.0417	2.0000	2.0833	2.3333	2.3333	HAP	883
1430	STAR	stern	3.6522	1.0870	1.3478	1.1739	1.1739	HAP	1602
1464	LADDER	leiter	1.2857	1.1905	1.0476	1.5714	1.5714	FEA	902
