CONCEPTICON_ID	CONCEPTICON_GLOSS	ITALIAN	ITALIAN_RT_MEAN	ITALIAN_RT_ZSCORE	ITALIAN_ACCURACY_PERCENTAGE	LINE_IN_SOURCE
1002	STATUE	statua	1008.3235294117648	-0.6737765305993239	1.0	114920
1006	BRICK	mattone	968.4027777777778	-0.637283328952304	1.0	68128
1007	COW	mucca	855.421875	-0.8339763641790254	0.9846153846153847	71963
1008	BULL	toro	804.448275862069	-0.9139673685646754	1.0	122092
1011	BRIDGE	ponte	1034.2089552238806	-0.7364619746654023	1.0	84717
1018	MEMORY	memoria	960.5217391304348	-0.7660324163606604	1.0	68523
1019	RIGHT	destra	790.8823529411765	-0.8411691624347354	1.0	32761
1020	HANDKERCHIEF	fazzoletto	1082.1641791044776	-0.5899954005705591	1.0	42976
1021	TOWEL	asciugamano	1010.925925925926	-0.6552012432501113	1.0	10201
1025	WHISTLE	fischiare	935.425925925926	-0.7507605595396	1.0	44273
1029	JEWEL	gioiello	932.5151515151515	-0.7066618614107525	1.0	48456
1035	GOOD	buono	876.7627118644068	-0.8389022065661571	1.0	18767
1037	ELF	folletto	999.2533333333333	-0.7267754554656529	1.0	44808
1038	TEACHER	insegnante	1075.3561643835617	-0.6251547440677719	1.0	58458
1044	PILLOW	cuscino	1310.4117647058824	-0.5022015677896272	1.0	30675
105	MATTRESS	materasso	906.56	-0.7511625157691708	1.0	68012
1052	LIGHT (WEIGHT)	leggero	1079.3559322033898	-0.4851819588829035	1.0	64072
1053	HUNTER	cacciatore	1004.0215053763441	-0.7000158149915875	1.0	19042
1054	SMALLPOX	vaiolo	930.5128205128206	-0.7646458656457278	0.975	126793
1064	SHIELD	scudo	879.7619047619048	-0.8114088936616821	1.0	105524
1066	CRIME	crimine	1012.311475409836	-0.6219690111099684	1.0	29921
1069	GLUE	incollare	977.472972972973	-0.7385059565082892	0.9866666666666667	55033
1070	BUS	autobus	934.6144578313254	-0.7220150396039678	1.0	12491
1071	HOOK	falce	866.9466666666667	-0.8147568845687593	1.0	42185
1072	PRISONER	carcerato	1177.2209302325582	-0.506540544994434	1.0	20833
1077	WHEAT	spiga	1061.0864197530864	-0.6316164003730665	1.0	113398
1088	SINK (DESCEND)	affondare	1027.0740740740741	-0.7026531498052294	1.0	3102
1091	SALTY	salato	840.453125	-0.8637706047306711	1.0	101164
1092	HOPE	speranza	945.3939393939394	-0.7389304348555311	1.0	112984
1096	SONG	canzone	1241.4255319148936	-0.49978523034623407	0.9791666666666666	20169
1098	WEIGH	pesare	1131.1911764705883	-0.6284787790172378	1.0	82087
1100	COOK (SOMETHING)	cucinare	1047.3653846153845	-0.6554994273302636	1.0	30425
1104	NURSE	infermiera	1139.5483870967741	-0.5717483354200864	1.0	56657
1109	WOUND	ferita	924.9047619047619	-0.8430018819638436	0.9767441860465116	43204
1110	SHARK	squalo	1112.421052631579	-0.6054197679684782	1.0	114292
1111	CAR	automobile	1055.7142857142858	-0.6794465613635003	0.9859154929577465	12817
1114	BULLET	pallottola	1027.0879120879122	-0.6025278140609286	0.9891304347826086	78304
112	TURTLE	tartaruga	959.6323529411765	-0.7248855804905581	1.0	119169
1120	HONEST	onesto	900.5957446808511	-0.8004654186392485	0.9791666666666666	75791
1125	BALD	pelato	1041.578125	-0.6248176914500195	0.9846153846153847	80636
1129	PAINFUL	dolente	903.2328767123288	-0.7218504463434334	1.0	36441
1133	MATCH	fiammifero	1078.5647058823529	-0.574757778302157	1.0	43500
1135	KICK	calciare	1019.8611111111111	-0.6492512486973934	0.9863013698630136	19293
1136	RABBIT	coniglio	961.9651162790698	-0.7493884161525658	1.0	26990
1138	FAIRY	fata	922.3384615384615	-0.7776393158687317	1.0	42745
1139	LEOPARD	leopardo	1009.7307692307693	-0.6815374241046462	1.0	64250
1141	PITY	pietà	863.2708333333334	-0.8512494939385449	1.0	82840
1142	URINE	urina	902.3174603174604	-0.8274394049813417	1.0	126190
1143	OVEN	forno	838.3287671232877	-0.8523099564804716	1.0	45228
1145	SWAMP	palude	1036.8695652173913	-0.6697147335945628	1.0	78381
1146	AUBERGINE	melanzana	1098.320987654321	-0.6017676694764662	0.9878048780487805	68434
1147	PURE	puro	782.4081632653061	-0.8690109128119203	1.0	89918
1154	OLIVE	oliva	851.6229508196722	-0.8866329689925254	1.0	75269
1155	CAVE	mappa	803.3571428571429	-0.9077972260619519	1.0	67379
1156	OPEN	aprire	960.4430379746835	-0.7479074626259051	1.0	8665
1157	BECAUSE	perché	919.1355932203389	-0.7570275401559384	1.0	81208
1158	STEP	gradino	1140.957894736842	-0.5446647927709545	1.0	49477
1160	THIEF	ladro	843.4545454545455	-0.8905859905733897	0.9821428571428571	63038
1161	THREAD	filo	860.7368421052631	-0.794581209985346	0.987012987012987	43875
1165	MOUSTACHE	baffi	854.031746031746	-0.8824393178777017	1.0	14093
1171	MIRROR	specchio	1035.9818181818182	-0.6447139379955256	1.0	112773
1175	GHOST	fantasma	833.7666666666667	-0.8275101477867812	1.0	42443
1185	VULTURE	avvoltoio	1044.1951219512196	-0.6370542946431544	1.0	13743
1187	GOOSE	oca	891.5909090909091	-0.8115675275063076	0.9850746268656716	74631
1189	ULCER	ulcera	999.0641025641025	-0.624399674052734	0.9873417721518988	125576
119	DIVE	tuffarsi	1137.8219178082193	-0.5851724534341195	1.0	124924
1190	HARE	lepre	948.3125	-0.7366085522881938	1.0	64261
1199	WIFE	moglie	917.7111111111111	-0.7651350115407232	1.0	70827
1200	HUSBAND	marito	865.0945945945946	-0.8350543052090272	1.0	67612
1201	FEATHER	piuma	1057.142857142857	-0.5506574159892278	1.0	83460
1202	BIG	grande	908.6935483870968	-0.8248548407795432	1.0	49647
1203	LONG	lungo	862.9855072463768	-0.8779356132619518	1.0	65722
1204	BARK	corteccia	1110.6133333333332	-0.6521721828671775	1.0	29149
1205	TONGUE	lingua	867.7549824150059	-0.7483066806538141	0.9953325554259043	64886
1206	BARKING	abbaiare	1020.4266666666666	-0.6502375918843077	1.0	59
1207	YOUNG	giovane	842.8358208955224	-0.8745642992683189	0.9852941176470589	48513
1208	CAT	gatto	790.0566037735849	-0.9193301973914595	1.0	47379
1209	I	io	880.3728813559322	-0.7892653262960205	1.0	61133
121	SPIN	girare	923.438596491228	-0.7213647523837108	1.0	48586
1210	HEAVY	pesante	1050.047619047619	-0.590902838838307	0.984375	82079
1211	HE	egli	928.6666666666666	-0.7191985878544342	1.0	37733
1212	WE	noi	927.448275862069	-0.8496280334588268	1.0	73851
1213	YOU	voi	928.1014492753624	-0.7777466355372092	1.0	129462
1214	THIS	questo	867.2988505747127	-0.8313090668778172	1.0	90375
1215	THOU	tu	859.6774193548387	-0.870229946538321	1.0	124840
1216	MOTHER	madre	774.7894736842105	-0.8127143169588908	1.0	66114
1217	FATHER	padre	1024.3333333333333	-0.6009764537484333	1.0	77869
1218	ROPE	corda	812.8928571428571	-0.8806406747532398	1.0	28761
1219	WORM	verme	849.3970588235294	-0.7891652970035918	0.9855072463768116	127982
122	CART	carretto	997.0540540540541	-0.6213917051086075	1.0	21146
1220	TAIL	coda	870.9833333333333	-0.8310617622873984	1.0	24589
1221	NOSE	naso	918.85	-0.852917094783285	1.0	72608
1222	PENIS	pene	952.3815789473684	-0.7570420503187066	1.0	80794
1223	HEART	cuore	937.463768115942	-0.6934198486002338	0.9857142857142858	30578
1224	LIVER	fegato	960.4246575342465	-0.7443098154072747	1.0	43051
1225	DAY (NOT NIGHT)	giorno	973.5588235294117	-0.7450335989599297	1.0	48498
1226	YEAR	anno	953.7674418604652	-0.7495857789414837	1.0	6711
1227	BOARD	bordo	926.0263157894736	-0.751061570834224	1.0	17547
1228	EARTH (SOIL)	terra	849.3970588235294	-0.8880330561921241	0.9855072463768116	120657
1229	OLD	vecchio	815.4477611940298	-0.8198535273523211	1.0	127269
1230	DIRTY	sporco	890.6666666666666	-0.7583570782986595	1.0	113868
1231	NEW	nuovo	822.2407407407408	-0.8415219132513974	1.0	74391
1232	WARM	caldo	997.4675324675325	-0.8067348507796311	1.0	19392
1233	NIGHT	notte	827.6078431372549	-0.8812643648373365	1.0	74135
1234	SMOOTH	liscio	899.709090909091	-0.8314541748501179	1.0	65040
1235	WHO	chi	974.2714285714286	-0.7214397941807992	1.0	22800
1236	WHAT	che	950.0508474576271	-0.6605374758530594	1.0	22728
1237	WHERE	dove	826.4285714285714	-0.8585675703211871	1.0	36801
1238	WHEN	quando	1040.2063492063492	-0.590797758359245	1.0	90191
1239	HOW	come	878.8196721311475	-0.8076807461346569	1.0	25367
1240	NOT	non	941.1285714285714	-0.7698057661836457	1.0	73926
1242	FEW	poco	846.3650793650794	-0.8438494934313475	1.0	83990
1243	WIDE	largo	925.8301886792453	-0.7869581829849389	1.0	63387
1244	THICK	grosso	890.98	-0.8352466603887104	1.0	50082
1245	BUTTER	burro	792.6	-0.8816303531748605	1.0	18859
1246	SMALL	piccolo	809.578947368421	-0.8023878973915352	1.0	82710
1247	EAR	orecchio	926.0147058823529	-0.6804773971407749	1.0	76417
1248	EYE	occhio	800.28125	-0.8207523866459503	0.9846153846153847	74694
1251	BELLY	pancia	892.8307692307692	-0.7115570341651359	1.0	78433
1252	HOUSE	casa	787.4285714285714	-0.8931816731682929	1.0	21303
1254	HANDLE	manico	994.7818181818182	-0.6401325584208727	1.0	67141
1255	SNOWING	nevicare	948.8493150684932	-0.7328845144643181	1.0	73478
1256	HEAD	testa	1108.6031746031747	-0.7133527896300246	1.0	120920
1257	WING	ala	825.3875	-0.7919907379084553	1.0	3944
1258	FINGERNAIL	unghia	974.3970588235294	-0.757704459199117	0.9855072463768116	125869
1259	WEDDING	matrimonio	903.8285714285714	-0.8319058408933543	1.0	68074
1261	SING	cantare	892.1692307692308	-0.79689749855942	1.0	20084
1262	BROTHER	fratello	850.6842105263158	-0.8262560600558808	1.0	45857
1265	HIGH	alto	965.3166666666667	-0.714972705813376	0.9836065573770492	4893
1267	NARROW	stretto	967.4285714285714	-0.7480304088089109	1.0	116324
1271	DELIGHT	delizia	920.7777777777778	-0.7386396156384213	1.0	31935
1273	CANDLE	candela	861.469387755102	-0.7864721775936084	1.0	19913
1276	AUTUMN	autunno	1019.3968253968254	-0.6183140063673305	1.0	13049
1277	HAND	mano	969.8139534883721	-0.8384786066843972	1.0	67219
1278	VOMIT	vomitare	1004.7560975609756	-0.6911856485904386	1.0	129752
1279	FAT (OBESE)	grasso	836.6595744680851	-0.7413747972649949	1.0	49788
1280	FALL	cadere	1015.0972222222222	-0.6935336943432514	1.0	19110
1281	PRISON	carcere	972.5540540540541	-0.7373322694013154	1.0	20835
1287	COLD	freddo	900.4545454545455	-0.8036712120839836	1.0	45933
1288	CAP	berretto	1039.52	-0.6102688076014041	0.9803921568627451	15944
1289	BABY	bebè	977.8297872340426	-0.7162628871096125	1.0	15443
1290	ELEPHANT	elefante	878.3076923076923	-0.8371118436445012	1.0	37844
1291	BACK	schiena	897.765625	-0.7273304460837512	1.0	103916
1293	MISTAKE	errore	869.4032258064516	-0.9114993618949719	1.0	39833
1295	STICK	bastone	991.875	-0.7112718168738847	0.9846153846153847	15177
1297	LEG	gamba	1041.551724137931	-0.7031032188120863	0.9830508474576272	47052
1298	NEWSPAPER	giornale	892.7746478873239	-0.7186746829150956	1.0	48474
1299	COFFEE	caffe	1255.923076923077	-0.42717750025562634	0.8	19143
13	DECEIT	inganno	1001.9021739130435	-0.724881462921496	1.0	57362
1301	FOOT	piede	818.671875	-0.8658420448460681	1.0	82752
1302	FORK	forchetta	880.765625	-0.7990117809220062	1.0	45041
1303	FINGER	dito	792.5428571428571	-0.8184103855179851	1.0	35985
1306	QUEEN	regina	913.9074074074074	-0.6566504300619225	1.0	92842
1312	FOX	volpe	976.0961538461538	-0.7142838435030368	1.0	129633
1313	MOON	luna	824.390625	-0.8359191904560983	1.0	65689
1314	QUIET	quieto	926.536231884058	-0.6736036253268688	0.971830985915493	90408
1315	RADIO	radio	962.7971014492754	-0.7466753705750531	1.0	90889
1319	COWARD	codardo	1061.8	-0.6043016969306985	1.0	24593
1320	APPLE	mela	850.75	-0.9224722221688777	1.0	68412
1321	BOTTLE	bottiglia	927.1612903225806	-0.7884609038623147	1.0	17721
1322	BREAKFAST	colazione	916.9350649350649	-0.750703166823799	0.9871794871794872	24801
1323	CLOCK	orologio	842.1639344262295	-0.8071778794906511	1.0	76737
1324	SLIP	scivolare	1002.8070175438596	-0.6609583360971019	1.0	104429
1325	FRIEND	amico	785.9661016949152	-0.907768889295934	0.9833333333333333	5271
1331	SHEEP	pecora	818.4821428571429	-0.8640216450661821	1.0	80429
1333	NECK	collo	858.4	-0.7978190095217823	1.0	25028
1334	GUTS	interiora	1418.8101265822784	-0.30599018090316094	0.9753086419753086	59499
