CONCEPTICON_ID	CONCEPTICON_GLOSS	FRENCH	FRENCH_FAMILIARITY_MEAN	FRENCH_RT_MEAN	FRENCH_FAMILIARITY_MAX	FRENCH_FAMILIARITY_MIN	LINE_IN_SOURCE
1000	ANXIETY	anxiété	91	5.43435122245455	100	50	135
1006	BRICK	brique	89.5238095238095	5.63041738342857	100	30	423
1007	COW	vache	92.4736842105263	4.06379929942105	100	69	3483
1008	BULL	taureau	78.4444444444444	5.33596063183333	100	10	3302
1012	LATCH	verrou	88.4210526315789	4.27580600831579	100	50	3519
1013	FRESHWATER EEL	anguille	75.5263157894737	5.35399978942105	100	1	123
1016	DRIZZLE	bruine	73.0909090909091	5.94552926236364	100	0	438
1017	APPEARANCE	aspect	82.1666666666667	5.0319996648	100	50	184
1032	CITIZEN	citoyen	87.0526315789474	7.57787720852632	100	50	675
1034	DEFENDANT	accusé	83.15	5.71811549705	100	22	29
1035	GOOD	bon	93.2727272727273	4.37546394640909	100	50	362
1036	OWNER	propriétaire	86.3333333333333	4.36736609127778	100	58	2769
1038	TEACHER	professeur	91.6666666666667	4.62109931233333	100	50	2752
1044	PILLOW	oreiller	93.875	4.42021784691667	100	68	2411
1048	LINE	ligne	89.7894736842105	5.24443772568421	100	61	2009
1049	MOLAR TOOTH	molaire	87.7083333333333	4.19208154754167	100	0	2222
1061	ARMOUR	armure	91.9545454545455	5.03662935927273	100	0	172
1063	NEPHEW	neveu	91.7142857142857	4.77544767571429	100	65	2326
1068	COURT	tribunal	83.8235294117647	5.18613982811765	100	70	3439
1074	FISHHOOK	hameçon	88	4.77719378568182	100	0	1709
1075	TRAP (PITFALL)	piège	89.9166666666667	4.52593937070833	100	50	2579
1077	WHEAT	blé	90.8636363636364	6.54010246768182	100	50	347
108	RUDDER	gouvernail	75.3333333333333	4.00281840966667	100	0	1646
1081	BILL	compte	91.8636363636364	5.866883649	100	0	786
1092	HOPE	espoir	90.7368421052632	8.29861074236842	100	50	1312
11	DARKNESS	obscurité	90.6666666666667	7.49499056328571	100	50	2365
110	MOTOR	moteur	82.5789473684211	4.74706713994737	100	34	2256
1103	SACRIFICE	sacrifice	92.2272727272727	6.24718998363636	100	50	3025
1104	NURSE	infirmier	91.6666666666667	5.35308770853333	100	69	1835
