CONCEPTICON_ID	CONCEPTICON_GLOSS	FRENCH	FRENCH_RT_MEAN	FRENCH_RT_ZSCORE	LINE_IN_SOURCE
367	RIDE	chevaucher	672.619047619048	-0.218920692352245	6246
3672	DIVORCE (SEPARATE)	divorcer	740.52	-0.121392007471853	11694
3673	MOURNING	deuil	643.541666666667	-0.47626229618697	11015
3674	ANTELOPE	antilope	752.25	0.128130594780861	1860
3675	ZEBRA	zèbre	737.36	-0.18085284422808	38301
3676	SHREW	musaraigne	1015.77777777778	1.27620265377789	23897
3680	RUMINATE	ruminer	660.739130434783	-0.365028964978361	32607
3681	PARTRIDGE	perdrix	740.157894736842	0.166950575353024	26280
3684	PECK	picorer	774.545454545455	0.0536722843923894	26653
3687	DESERT	désert	607.84	-0.754515712980975	10700
3689	BUBBLE	bulle	644.833333333333	-0.529801992796967	4972
369	OWE	devoir	620.88	-0.638752834126465	11150
3695	MOVEMENT	geste	606.36	-0.670454462531009	17598
3704	ODOR (SMELL)	odeur	607.875	-0.609666080945071	24701
371	PICK UP	ramasser	612.913043478261	-0.615034377060151	29264
3711	TIE (NOUN)	cravate	664.666666666667	-0.394563042609118	8719
372	POINTED	pointu	640.916666666667	-0.462288505853477	27227
3729	LETTUCE	laitue	647.958333333333	-0.485126642910353	21163
3745	CRANE (DEVICE)	grue	684.76	-0.111911600396141	18201
3746	VASE	vase	654.863636363636	-0.468304642052734	37370
3747	SHAPE	forme	649.541666666667	-0.481732190414156	16549
377	LOUD	bruyant	644.541666666667	-0.430385374676288	4943
378	PINCH	pincer	606.44	-0.665110907878267	26768
380	WRINKLED	ridé	726.521739130435	-0.281111888150922	32144
381	BLAME	blâme	628.28	-0.66187592171417	4094
383	MASTER	maître	633.28	-0.676842380666067	22051
385	RESPECT (SOMEBODY)	respecter	628.0	-0.596848182604904	31488
389	FISH TRAP	nasse	772.090909090909	0.396971660168036	24059
390	PUNISHMENT	punition	622.125	-0.511050425929258	28803
391	BLESS	bénir	631.32	-0.349441457972934	3878
392	MAGIC	sorcellerie	787.208333333333	0.340047177327112	33999
398	PIERCE	percer	675.869565217391	-0.425521810596549	26231
4	COURTYARD	cour	650.958333333333	-0.3947073812703	8479
404	ALCOHOL (FERMENTED DRINK)	alcool	577.041666666667	-0.927933613377945	1267
406	OLD MAN	vieillard	609.869565217391	-0.63658188988597	37775
416	OUTRIGGER	balancier	751.458333333333	0.0334953467275475	3463
418	FOR A LONG TIME	longtemps	622.96	-0.55799328397115	21738
419	SEVERE	méchant	638.083333333333	-0.609301316196139	22671
42	STINKING	malodorant	877.95	0.634566754103172	22145
420	FOREST	forêt	587.958333333333	-0.565927564287797	16529
430	TWIST	tordre	644.25	-0.296311789217479	36071
438	CHIGGOE (JIGGER FLEA)	chique	750.5	0.302775596486982	6335
455	MAHOGANY TREE	acajou	697.222222222222	0.0643444874467568	228
474	DRESS	robe	604.086956521739	-0.785343631298974	32274
476	CUP	tasse	686.16	-0.384957343203621	35417
477	LATE	tard	603.958333333333	-0.668046325910468	35380
478	LIP	lèvre	673.826086956522	-0.356070561865436	21459
479	GROW	croître	712.454545454545	-0.0632406208747948	8970
48	BE SILENT	silencieux	626.12	-0.577505884036206	33683
480	PLATE	assiette	685.333333333333	-0.334536123644374	2623
481	DISH	vaisselle	637.772727272727	-0.425716445410438	37271
482	NOBLE	noble	641.125	-0.441411828446824	24284
484	CONDEMN	condamner	654.913043478261	-0.282099196898082	7459
485	DISAPPEAR	disparaître	699.72	-0.281758727320618	11463
487	SHY	timide	589.833333333333	-0.905969924238757	35872
489	KIDNEY	rein	627.347826086957	-0.455748200752562	30489
49	REFUSE	refuser	654.0	-0.379026855950826	30317
490	DESCENDANTS	descendant	770.56	0.196496577554316	10663
493	FIVE	cinq	656.041666666667	-0.315717534065771	6491
496	CUCUMBER	concombre	715.36	-0.0851213546375985	7430
497	SCAR	cicatrice	663.434782608696	-0.319728760617778	6454
498	CALF OF LEG	mollet	696.0	-0.285588004666262	23448
499	CURE	guérir	615.652173913043	-0.733317727462185	18221
501	LIFT	soulever	637.76	-0.509778659780888	34169
502	NAIL (TOOL)	clou	703.086956521739	-0.283578788986611	6722
503	FROG	grenouille	631.909090909091	-0.561807895161554	18029
504	LEARN	apprendre	635.458333333333	-0.590449720996112	2131
505	PARENTS	parents	587.0	-0.845623841340836	25551
506	MAIZE	maïs	657.782608695652	-0.268709004588937	22045
509	CERTAIN	certain	681.48	-0.320784320393084	5779
518	SPARK	étincelle	645.833333333333	-0.422626707270846	14753
52	SHIVER	frissonner	657.923076923077	-0.226113801240584	16978
522	WOLF	loup	657.69387755102	-0.430265192649762	21793
539	NEST	nid	631.434782608696	-0.562121299615305	24265
55	WHISPER	chuchoter	673.173913043478	-0.392948659242839	6441
552	GROW UP	grandir	631.041666666667	-0.526561671474829	17924
558	PASS BY	passer	573.958333333333	-0.782157217768637	25791
56	BAD LUCK	malheur	633.52	-0.44826872781632	22122
571	STING	piquer	599.458333333333	-0.589565017594834	26806
576	DANDRUFF	pellicule	727.47619047619	0.0530453289389517	26071
580	FUR	fourrure	624.652173913043	-0.386504895851748	16729
581	COME BACK	revenir	633.375	-0.554498634430026	31987
582	LEND	prêter	653.52	-0.56569651529302	28075
584	DIFFICULT	difficile	663.92	-0.429864390617998	11255
585	BOOT	botte	625.32	-0.6057072293235	4346
586	GARDEN	jardin	569.086956521739	-0.79002404527911	20727
587	ANT	fourmis	686.625	-0.245965148544774	16687
59	ELECTRICITY	électricité	616.583333333333	-0.430517301838384	12719
590	NAKED	nu	695.5	-0.157535845212661	24462
592	PISS	uriner	683.347826086957	-0.204294009963349	37145
594	PIECE	morceau	609.16	-0.554560334687409	23614
597	PHYSICIAN	docteur	659.375	-0.471873553195481	11712
60	OAT	avoine	702.454545454545	-0.255303547734099	3278
601	LIE (MISLEAD)	mentir	665.541666666667	-0.4801242557217	22903
602	HIDE (CONCEAL)	cacher	591.083333333333	-0.795294364652763	5057
603	COAT	manteau	589.076923076923	-0.653694355167363	22295
604	GLASS	verre	598.625	-0.700060573896376	37610
606	GRASS	herbe	570.0	-0.874095019331833	18572
607	GRASSHOPPER	sauterelle	757.5	0.169823593599504	32972
609	HAIL	grêle	654.826086956522	-0.406526375376392	18010
611	HARVEST	moisson	701.739130434783	-0.243224613406544	23430
612	HEAT	chaleur	633.875	-0.427572811156225	5843
615	HORSE	cheval	605.608695652174	-0.636102688539012	6231
617	ICE	glace	588.95	-0.679058326250539	17654
619	ANIMAL	animal	567.166666666667	-0.773387708920636	1741
620	INSECT	insecte	640.291666666667	-0.560063627360822	20013
621	IRON	fer	594.227272727273	-0.54105907260302	15868
622	ISLAND	île	625.217391304348	-0.646456271636358	18998
623	LAGOON	lagune	852.058823529412	0.8087735170962	21111
624	LAKE	lac	569.583333333333	-0.831364727828973	21075
625	LAMP	lampe	602.166666666667	-0.701994565596935	21184
627	LEAD (CHEMICAL ELEMENT)	plomb	627.625	-0.593953491846478	27109
628	LEAF	feuille	624.833333333333	-0.344448953832622	15961
629	LEATHER	cuir	608.818181818182	-0.561415857847203	9071
630	LIGHT (RADIATION)	lumière	601.88	-0.772495098985632	21864
631	LIVESTOCK	bétail	676.772727272727	-0.00149569050100887	3937
632	LIZARD	lézard	618.695652173913	-0.720678202730192	21462
633	MARKET	marché	618.75	-0.318841526930811	22351
634	MEAT	viande	558.68	-0.814612256343918	37722
635	MILK	lait	562.52	-0.93606815411695	21155
636	MILL	moulin	589.086956521739	-0.626854663135459	23741
638	MOTORCYCLE	moto	636.541666666667	-0.612107392517924	23691
639	MOUNTAIN	montagne	658.791666666667	-0.377639273642006	23526
64	PIN	épingle	652.954545454545	-0.278650736837659	14252
640	MUD	boue	632.608695652174	-0.698279058160373	4399
641	MUSHROOM	champignon	649.807692307692	-0.399307544253984	5876
642	MUSIC	musique	584.869565217391	-0.712411648739466	23926
644	OAK	chêne	600.636363636364	-0.627872222777062	6185
645	OCEAN	océan	552.083333333333	-0.904027516877797	24692
646	ASH	cendre	674.666666666667	-0.320129920324785	5714
647	PAINT (PIGMENTS)	peinture	612.2	-0.659755316694876	26052
648	PAPER	papier	604.5	-0.785559014378552	25409
651	SEAL	phoque	697.913043478261	-0.228665879736937	26589
653	PLANT (VEGETATION)	plante	628.6	-0.370515175375542	27007
655	POISON	poison	736.6	0.319616631253219	27243
657	PRICE	prix	563.625	-0.794717205951692	28217
658	RAIN (PRECIPITATION)	pluie	565.92	-0.834063639542121	27142
659	REED	roseau	659.421052631579	-0.279856376382053	32413
661	RELIGION	religion	679.272727272727	-0.367645845376375	30624
665	BEE	abeille	646.833333333333	-0.265026219622937	61
666	RIVER	fleuve	600.708333333333	-0.598056991872781	16340
667	ROAD	chemin	614.086956521739	-0.693752953586066	6166
67	EMBERS	braise	720.333333333333	-0.12458237300923	4640
670	ROOT	racine	577.130434782609	-0.769118495766323	29051
671	SAND	sable	681.347826086957	-0.389855088299098	32632
673	SCHOOL	école	584.2	-0.91270578878435	12330
674	MOUTH	bouche	606.666666666667	-0.742760619152296	4359
677	AXE	hache	659.391304347826	-0.554846293364636	18362
678	BEARD	barbe	618.791666666667	-0.512796073405856	3594
68	TATTOO	tatouage	621.782608695652	-0.591687333621926	35441
681	DESTROY	détruire	746.26923076923	-0.048546515431658	11001
683	PERSON	humain	617.576923076923	-0.685858392443956	18845
684	OWN	posséder	665.08	-0.394108751734317	27477
686	EASY	facile	605.083333333333	-0.751974366397949	15535
687	NOTHING	rien	595.2	-0.716987762835575	32156
688	LUNG	poumon	599.28	-0.534573361117636	27570
689	BETWEEN	entre	734.880597014925	0.0191098316889203	13947
690	BOTTOM	fond	572.36	-0.758070292539327	16463
691	SEASON	saison	626.25	-0.588819287099325	32753
694	GET	obtenir	591.958333333333	-0.806034146324405	24632
695	GO	aller	647.612244897959	-0.472963884557575	1349
696	STIR	remuer	641.6	-0.552161506488393	30822
698	WISE	sage	624.857142857143	-0.56258472026418	32697
70	BRACKISH	saumâtre	774.166666666667	0.386100444681927	32940
700	CARRY	porter	642.041666666667	-0.617614155023559	27405
701	SLOW	lent	604.695652173913	-0.676879703685581	21393
702	CATCH	attraper	689.08	-0.359246122059434	2972
703	SOON	bientôt	614.086956521739	-0.856674695507362	4002
704	CLEAN	propre	590.391304347826	-0.607711423086257	28526
705	GO UP (ASCEND)	monter	624.96	-0.577299472217946	23542
706	DARK	foncé	671.173913043478	-0.298559870498492	16439
708	SHINE	briller	650.375	-0.255910511478946	4761
709	TEACH	enseigner	673.2	-0.318698315511141	13763
710	WHEEL	roue	618.291666666667	-0.640463302144971	32441
712	RICH	riche	646.954545454545	-0.57132136819094	32131
713	STEAL	dérober	770.84	-0.00215089186619214	10581
714	SEED	graine	604.681818181818	-0.693545344810041	17901
715	SHOUT	crier	626.913043478261	-0.718992336567392	8865
716	GROAN	grogner	667.208333333333	-0.476707860886735	18138
717	SWEET	douce	583.565217391304	-0.730839614153762	11888
718	PAY	payer	566.28	-0.855747983234683	25970
719	FIND	trouver	561.95652173913	-0.941174790820202	36922
72	CLAW	griffe	683.666666666667	-0.219923588458268	18047
721	LOW	bas	718.797202797203	-0.0716497779101325	3664
722	ATTACK	attaquer	689.666666666667	-0.365361368544415	2815
724	READ	lire	621.478260869565	-0.53415912092709	21605
728	FIRST	premier	590.166666666667	-0.765770100154356	27853
729	DAWN	aube	708.826086956522	-0.13825388936398	3006
73	BEAK	bec	668.333333333333	-0.424399199331305	3826
730	SNAKE	serpent	661.6	-0.363215914667629	33468
731	BEVERAGE	boisson	598.692307692308	-0.514326807518326	4224
733	EARN	gagner	629.375	-0.619223489669583	17233
735	OWL	hibou	635.913043478261	-0.356888432997678	18661
737	LIGHT (IGNITE)	allumer	594.96	-0.706130406627296	1400
738	THING	chose	588.68	-0.722478004501617	6394
74	PUPPY	chiot	640.4	-0.393166100910797	6325
741	DRIVE	conduire	664.625	-0.311871016847466	7486
743	END (OF TIME)	fin	604.48	-0.706555789407469	16140
744	EGG	oeuf	594.4	-0.777832884590675	24720
745	SHELF	étagère	688.192307692308	-0.345500105605382	14651
747	BICYCLE	vélo	591.64	-0.708625821645465	37454
748	SOW SEEDS	semer	631.08	-0.502704881947125	33321
749	ENTER	entrer	593.56	-0.618370314375557	13987
753	PUPIL (STUDENT)	élève	641.95	-0.532057894588232	12753
755	DENY	nier	686.5	-0.14275146909486	24271
757	BUTTON	touche	681.24	-0.383946976462135	36132
758	HERON	héron	743.136363636364	0.0982048063448877	18610
760	KNOT	noeud	646.04	-0.443752961745833	24295
761	COVER	couvrir	602.730769230769	-0.694579270864829	8621
762	OUTSIDE	dehors	652.44	-0.486133668107341	10024
763	SKIN	peau	559.4	-0.874071253455328	25985
767	CORPSE	cadavre	638.954545454545	-0.590830913595312	5078
769	ROOF	toit	644.380952380952	-0.340961867674883	35974
771	HAT	chapeau	589.76	-0.867057074285562	5968
772	BELT	ceinture	623.608695652174	-0.661555531828821	5677
773	HAVE	avoir	597.652173913043	-0.605968092010859	3279
774	CABBAGE	chou	697.347826086957	-0.155383250613158	6396
775	TRUMPET	trompette	607.2	-0.557179275450375	36833
777	FLUTE	flûte	645.333333333333	-0.670552809694785	16401
778	SMOKE (EXHAUST)	fume	658.5625	-0.299012499148554	17096
781	FEAR (FRIGHT)	crainte	657.695652173913	-0.573967522215081	8662
782	DEFEAT	vaincre	600.238095238095	-0.819611614405034	37253
783	VICTORY	victoire	616.458333333333	-0.463373116383661	37745
784	SNOW	neige	581.541666666667	-0.850868268536306	24181
785	STRONG	fort	585.166666666667	-0.896693776357056	16585
786	SAILCLOTH	voile	631.95652173913	-0.57258282152144	38072
787	SAIL	naviguer	682.4	-0.259406625810756	24114
788	SOAP	savon	575.6	-0.848814140373683	33033
789	PEOPLE	gens	633.478260869565	-0.513467313481657	17553
790	READY	prêt	580.833333333333	-0.852170372287308	28046
791	STRANGER	étranger	711.739130434783	-0.347457862085529	14831
792	BOIL (OF LIQUID)	bouillir	677.272727272727	-0.342473361499792	4459
794	PEN	stylo	641.84	-0.467997498340391	34579
798	JAW	mâchoire	628.608695652174	-0.647740137707238	21942
799	WRIST	poignet	615.76	-0.494509017290066	27199
8	CURSE	maudire	785.380952380952	0.286870579812647	22621
800	THIGH	cuisse	592.230769230769	-0.694163423494081	9096
801	RIB	côte	586.25	-0.82056828500407	8362
803	ANKLE	cheville	614.260869565217	-0.701545584469602	6256
804	WOMB	utérus	730.954545454545	0.121035534651301	37177
806	BLANKET	couverture	676.88	-0.325483774046722	8609
809	TROUSERS	pantalon	683.0	-0.319428738040513	25379
811	SOUL	âme	571.916666666667	-0.804313059849542	1513
812	SLAVE	esclave	652.12	-0.517607995499821	14456
816	HALF	moitié	581.2	-0.7733421183833	23436
82	ANGER	colère	608.04347826087	-0.724881623452751	6843
820	LAMB	agneau	683.92	-0.29167925238947	1022
823	SORCERER	sorcier	658.76	-0.308355213175796	34000
824	WITCH	sorcière	586.375	-0.803041501182802	34001
827	ROLL	rouler	630.652173913043	-0.599898867880843	32489
83	FORBID	interdire	701.772727272727	-0.201499284449526	20268
834	BUTTOCKS	fesse	599.291666666667	-0.58557141549011	15937
836	SCREWDRIVER	tournevis	742.041666666667	0.00367162725367337	36213
837	BLUE	bleu	557.217391304348	-0.933149542825901	4143
838	REMAINS	reste	588.84	-0.721625945162041	31623
843	SPIDER	araignée	665.086956521739	-0.169894275323644	2244
845	MURDER	meurtre	675.958333333333	-0.256660957686165	23112
846	TIGER	tigre	631.12	-0.677236213789182	35860
848	THIRST	soif	591.68	-0.717790808834698	33830
849	SPRING (OF WATER)	source	645.217391304348	-0.630305893252122	34230
85	GIVE BACK	rendre	619.32	-0.572993140417667	30896
850	SQUARE	carré	619.08	-0.59841387244663	5485
853	ALTAR	autel	750.571428571429	0.143755335113622	3076
854	KETTLE	bouilloire	667.909090909091	-0.186879940615379	4460
857	STONE	caillou	744.666666666667	-0.0141349216759484	5134
859	STOVE	cuisinière	713.25	-0.332587831406505	9092
861	JUDGE	juge	575.0	-0.807348141466163	20925
862	SUGAR	sucre	600.695652173913	-0.665042281611086	34693
864	PUMPKIN	citrouille	712.4	-0.251055936552439	6557
865	FAME	gloire	605.708333333333	-0.706170346157687	17713
867	GLOVE	gant	774.318181818182	0.188111607945348	17326
868	BANANA	banane	597.130434782609	-0.725490883185796	3530
870	BREATH	souffle	668.48	-0.284141323447548	34087
873	TAX	taxe	619.64	-0.715973490920078	35462
875	SHOEMAKER	cordonnier	772.217391304348	0.242404018295008	8267
876	ARCH	arche	713.285714285714	-0.0702332414074917	2266
877	MASON	maçon	597.458333333333	-0.769682008914535	21947
878	HELL	enfer	607.6	-0.58502547766813	13447
879	COUGH	tousser	730.260869565217	-0.164559444300999	36240
88	BEEHIVE	ruche	708.833333333333	-0.195981329127084	32550
881	TAILOR	tailleur	691.347826086957	-0.292033235089954	35267
882	PARROT	perroquet	708.96	-0.0853091505982675	26396
884	SHARE	partager	685.875	-0.350343934661746	25666
887	BITTER	amer	705.869565217391	-0.0645415968692394	1549
888	POISONOUS	vénéneux	811.48	0.675782907620195	37500
889	FLAME	flamme	640.565217391304	-0.529707040010977	16267
89	NATIVE COUNTRY	patrie	674.863636363636	-0.108683729221391	25904
890	MULE	mulet	652.608695652174	-0.245356459331238	23835
891	TIDE	marée	683.4	-0.319098952173306	22372
892	TIME	temps	580.84	-0.809017658968998	35577
894	TOAD	crapaud	685.608695652174	-0.185412960280806	8693
897	SWALLOW	avaler	604.181818181818	-0.729583181943916	3159
9	ANNOUNCE	annoncer	642.541666666667	-0.416776143621534	1779
90	INNOCENT	innocent	635.5	-0.52945697533511	19931
900	TRAIN	train	633.291666666667	-0.435477161421805	36330
902	ADULTERY	adultère	702.6	-0.17236115305271	752
906	TREE	arbre	577.095238095238	-0.870775811827983	2256
908	DRUM	tambour	616.0	-0.630042015389944	35301
909	GARBAGE	ordures	642.681818181818	-0.22955905954778	24964
910	DEATH	mort	632.375	-0.574850088242915	23651
913	CROW	corbeau	631.24	-0.637493401189254	8251
914	SCULPTOR	sculpteur	730.52	-0.163762754485074	33167
915	SINK (BASIN)	bassine	710.222222222222	0.00776133732372161	3699
916	LINEN	linge	636.791666666667	-0.509408507144717	21577
917	ORNAMENT	ornement	791.571428571429	0.151097818952922	25044
919	CHILI PEPPER	piment	633.04347826087	-0.450088592632435	26746
920	GRAPE	raisin	642.291666666667	-0.672045863196585	29196
921	VALLEY	vallée	709.782608695652	-0.257865184327264	37291
922	PEAR	poire	618.625	-0.50619803109751	27232
923	LOVE	amour	724.413043478261	-0.0472168817983272	1608
924	VEGETABLES	légume	592.28	-0.826720275245488	21387
926	RICE	riz	616.958333333333	-0.529211597843786	32271
93	DRAW MILK	traire	818.095238095238	0.377476956310614	36355
930	VILLAGE	village	643.88	-0.535925386348039	37839
932	BARLEY	orge	667.181818181818	-0.219154393531566	25000
933	WALL (OF HOUSE)	mur	653.0	-0.50266793267699	23866
934	BUFFALO	buffle	789.954545454545	0.284720410964208	4963
935	WAR	guerre	646.916666666667	-0.53666826936559	18232
936	STALLION	étalon	673.08	-0.192339271280011	14674
937	BIRD	oiseau	654.44	-0.575324769479848	24776
938	MARE	jument	717.652173913043	-0.164843252076203	20957
942	HONEY	miel	588.772727272727	-0.79193507569596	23149
945	SPEAR	lance	747.861111111111	-0.0175849294828485	21194
946	BLOOD	sang	609.0	-0.590895790585862	32845
947	STREAM	ruisseau	692.521739130435	-0.030362835395761	32588
948	WATER	eau	657.06	-0.381029534253884	12071
950	SEAGULL	mouette	690.64	-0.203562565878822	23715
951	WEAPONS	arme	625.791666666667	-0.587727291650556	2329
953	RAPE	viol	651.347826086957	-0.478325014418017	37864
954	WELL	puits	675.416666666667	-0.446699716656229	28774
957	WHALE	baleine	591.8	-0.65967576477521	3489
960	WIND	vent	592.28	-0.85092143108277	37526
962	WOMAN	femme	600.583333333333	-0.755701107261812	15849
963	BOOK	livre	661.76	-0.433566576556555	21662
964	WOOL	laine	681.130434782609	-0.248127116223855	21121
965	WORLD	monde	604.583333333333	-0.69896579389479	23478
968	ACORN	gland	754.166666666667	0.111127772833473	17674
969	CIGARETTE	cigarette	657.5	-0.49129967621109	6466
970	COCONUT	coco	715.45	-0.174974299296348	6766
974	TOBACCO	tabac	607.608695652174	-0.578381392743921	35199
977	ARROW	flèche	557.416666666667	-0.936874784110566	16305
978	WAVE	vague	580.56	-0.807275528258513	37237
979	FARMER	cultivateur	739.6	-0.0439473311500767	9132
98	ALL	tous	661.636363636364	-0.446260902710505	36235
980	HEEL	talon	682.04347826087	-0.364021423095597	35295
981	ELBOW	coude	595.714285714286	-0.610275160768778	8411
983	CONVICT	inculper	918.473684210526	0.721466581207598	19568
984	WORK (LABOUR)	travailler	608.833333333333	-0.720781789624975	36560
986	TOMATO	tomate	594.6	-0.760392417500815	35989
988	ACQUIT	acquitter	737.391304347826	-0.135325926736629	566
99	HUNCHBACK	bossu	760.333333333333	0.0086901676854506	4342
992	CLIFF	falaise	719.478260869565	-0.144049540193477	15608
994	BOW	arc	708.455882352941	-0.0370248467527051	2260
996	DEAF	sourd	582.0	-0.613248454220174	34236
998	PUT	mettre	667.307692307692	-0.366002708517847	23092
