CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_KNOWN_PERCENTAGE	ENGLISH_PREVALENCE	LINE_IN_SOURCE
1	CONTEMPTIBLE	contemptible	0.924479166666667	1.4066498277602093	12087
10	FIREWOOD	firewood	0.9932126696832576	2.266203703057378	22174
100	FAITHFUL	faithful	0.9974160206718343	2.4295811849170756	21236
1000	ANXIETY	anxiety	0.9896373056994818	2.1632997187500926	2614
1001	BLACKSMITH	smith	0.985294117647059	2.0629471779811106	50706
1002	STATUE	statute	0.984126984126984	2.0392150307773798	52185
1003	PERMIT	allow	0.9899497487437185	2.1714192180406813	1554
1004	MUSCLE	muscle	0.9897698209718673	2.166725978912462	37502
1005	TWINS	twin	0.9975062344139648	2.4338870423510097	56734
1006	BRICK	brick	0.9899244332493704	2.170755992272737	6967
1007	COW	cow	0.9973684210526312	2.427327308339581	13019
1008	BULL	bull	1.0	2.5758293035489	7331
1009	CHESTNUT TREE	buckeye	0.9179894179894177	1.3645931708251513	7239
101	BOAST	brag	1.0	2.5758293035489	6754
1010	BOUNDARY	boundary	0.9973890339425584	2.42830182966206	6635
1011	BRIDGE	bridge	0.9901719901719904	2.1772829910008955	6981
1013	FRESHWATER EEL	eel	0.975501113585746	1.8918738169782952	18471
1014	OR	or	0.9891008174386919	2.1496819461508347	39530
1016	DRIZZLE	drizzle	0.9950980392156864	2.331901332859294	17832
1017	APPEARANCE	appearance	0.9874055415617131	2.1090875221106162	2784
1018	MEMORY	memory	0.9927360774818402	2.251046907291525	35771
1019	RIGHT	right	1.0	2.5758293035489	47290
102	COMMON COLD (DISEASE)	common	0.9975247524752472	2.4347765073625642	11073
1020	HANDKERCHIEF	kerchief	0.8955613577023499	1.2351128389916102	32475
1021	TOWEL	towel	0.9974424552429667	2.4308382313572894	55776
1024	CHARACTER	character	0.997448979591837	2.4311490763612396	9130
1025	WHISTLE	whistle	0.994858611825193	2.3229851801459622	60731
1027	BUG	bug	0.9932432432432435	2.267193980779272	7293
1028	YAWN	gape	0.9489559164733178	1.593414275179658	24155
1029	JEWEL	jewel	0.9975369458128078	2.435363234850268	32060
1030	NECESSARY	necessary	0.9919137466307277	2.2260507588899308	37869
1032	CITIZEN	citizen	0.9971509971509972	2.417185923818809	9949
1033	GRIND	grind	0.9869451697127934	2.098640946547965	25617
1034	DEFENDANT	defendant	0.9873737373737376	2.108358399169112	14730
1035	GOOD	goodness	0.992610837438424	2.2471484427536343	25148
1036	OWNER	owner	1.0	2.5758293035489	40274
1038	TEACHER	teacher	0.9951456310679616	2.3336959085331026	54423
1039	SHOW	show	0.9951100244498775	2.332352560345022	49839
1040	HAIR	hair	1.0	2.5758293035489	26129
1041	INCREASE	increase	0.9918256130790194	2.2234527501318944	29662
1042	CARPENTER	carpenter	0.9949238578680204	2.325396631851559	8378
1043	BRAID	braid	0.9921052631578947	2.2317486642202153	6761
1044	PILLOW	cushion	0.9945355191256829	2.311238731105529	13898
1045	POET	poet	1.0	2.5758293035489	42639
1046	SHUT	shut	0.9973753280839892	2.4276535971970543	49922
1047	PURSUE	chase	0.9921465968586387	2.2329879620737483	9196
1048	LINE	line	0.9946666666666664	2.3159682922769917	34013
1049	MOLAR TOOTH	molar	0.9782608695652174	1.9345667930374482	36789
1052	LIGHT (WEIGHT)	lightweight	0.994845360824742	2.322497078153204	33918
1053	HUNTER	hunter	0.9877750611246947	2.117642228446331	28077
1054	SMALLPOX	smallpox	0.9976359338061467	2.4401577127182157	50657
1058	STEPDAUGHTER	stepdaughter	0.9890109890109894	2.147440343342003	52290
1059	STEPSON	stepson	0.9625935162094759	1.7275728274863276	52304
1061	ARMOUR	armor	0.9615384615384615	1.7160447833608954	3161
1062	LAW	law	0.9951338199513382	2.3332498379666218	33368
1063	NEPHEW	nephew	0.9928229665071772	2.2537718226470282	37996
1064	SHIELD	shield	0.9952267303102628	2.3367713943715516	49652
1065	SPIDER WEB	web	0.9975490196078431	2.4359450373645863	60458
1066	CRIME	crime	0.9898218829516542	2.1680790601703364	13350
1067	JUDGMENT	judgment	0.9637681159420292	1.740683167260526	32240
1068	COURT	court	0.9942363112391929	2.3006379559152936	12955
1069	GLUE	glue	0.9945652173913043	2.3123052139644247	24958
107	OMEN	omen	0.9973404255319147	2.4260074368768683	39331
1070	BUS	bus	0.9919354838709679	2.2266938470837148	7514
1071	HOOK	hook	0.9975845410628019	2.437661514982603	27679
1072	PRISONER	prisoner	0.9975308641975311	2.4350704906780374	43804
1074	FISHHOOK	fishhook	0.9792626728110599	1.9509759410716916	22208
1075	TRAP (PITFALL)	trap	0.9971264367816095	2.416055836341562	56095
1076	EMERGE (APPEAR)	appear	0.9927710843373498	2.2521427418817455	2783
1077	WHEAT	wheat	0.9928909952606632	2.255917004354641	60609
1078	MAIN	main	0.9949367088607592	2.325873193977354	34943
1079	FEEL	feel	0.994858611825193	2.3229851801459622	21642
108	RUDDER	rudder	0.9468085106382979	1.5747284024601824	47742
1080	VULGAR	vulgar	0.9950738916256159	2.330993648831123	60058
1082	MERCHANT	merchant	0.9976303317535546	2.4398848760843235	35845
1084	CALL	call	0.9977220956719817	2.44437710866108	7860
1085	FOLLOW	follow	0.9899244332493702	2.1707559922727313	22863
1086	WORK (ACTIVITY)	work	0.995215311004785	2.33633700716605	61309
1087	CONCEIVE	conceive	0.9931818181818184	2.2652066704838107	11382
1088	SINK (DESCEND)	sink	0.9929906542056075	2.259078461444588	50177
109	FOREIGN	foreign	0.9949622166246854	2.326820683563103	23047
1090	BE BORN	born	0.9977973568281938	2.4480986356080368	6544
1091	SALTY	salty	0.9974619289340103	2.4317667294009913	48053
1092	HOPE	hope	0.9901719901719904	2.1772829910008955	27706
1093	MIDDLE	mid	0.9390862944162438	1.5117041710714467	36166
1094	FASTEN	fasten	0.9976689976689977	2.4417717322926076	21444
1095	LET GO OR SET FREE	release	1.0	2.5758293035489	46253
1096	SONG	song	0.9950859950859953	2.331448365830087	51152
1097	ABANDON	abandon	0.9973544973544971	2.4266703359182844	9
1098	WEIGH	weigh	0.9927184466019414	2.2504960222542514	60511
11	DARKNESS	darkness	1.0	2.5758293035489	14219
1100	COOK (SOMETHING)	cooking	0.9948586118251928	2.3229851801459542	12373
1101	SUFFER	suffer	1.0	2.5758293035489	53224
1102	CLIMB	climb	0.9975845410628017	2.437661514982593	10223
1103	SACRIFICE	offering	1.0	2.5758293035489	39225
1105	CAMP	camp	0.9975550122249389	2.4362341113368733	7945
1107	GO OUT	out	0.9969512195121951	2.4080818467378964	39756
1108	UNCOVER	uncover	0.9878048780487808	2.118339313013674	57334
1109	WOUND	wound	0.9973821989528793	2.427978434370927	61412
111	DRUMMING	drumming	0.9976635514018688	2.441505433725715	17905
1110	SHARK	shark	0.9976019184652279	2.438503853767029	49550
1111	CAR	car	0.9948849104859335	2.3239555364163875	8208
1112	SUCCEED	succeed	0.9976744186046511	2.4420369643248554	53177
1113	WRAP	wrap	0.9976359338061463	2.4401577127181993	61428
1114	BULLET	bullet	1.0	2.5758293035489	7339
1115	SPEECH	speech	0.9975490196078427	2.435945037364564	51504
1117	LIKE	like	1.0	2.5758293035489	33929
1119	DIVIDE	divide	0.997596153846154	2.438224232278959	17204
112	TURTLE	turtle	0.9973753280839895	2.42765359719707	56672
1120	HONEST	honest	1.0	2.5758293035489	27628
1121	SECRET	secret	0.9975728155339807	2.4370941164962123	48886
1122	WAGES	wages	1.0	2.5758293035489	60100
1123	PREGNANT	pregnant	0.997716894977169	2.4441211905867815	43450
1124	PIPE	pipe	0.9898477157360408	2.1687519256313763	42194
1125	BALD	bald	0.9956331877729255	2.35252795337542	4360
1127	SEND	send	0.9935205183585317	2.2762780393443203	49148
1128	ORDER	order	0.9903614457831326	2.182341513279498	39569
1129	PAINFUL	hurting	1.0	2.5758293035489	28103
113	SHORE	shore	0.9949109414758273	2.3249181760445765	49790
1132	BEAM	beam	0.9976190476190478	2.4393358558940506	4868
1133	MATCH	match	0.9975786924939468	2.4373784045764872	35432
1134	DIVORCE	divorce	1.0	2.5758293035489	17236
1135	KICK	kick	0.9975786924939467	2.437378404576483	32534
1136	RABBIT	rabbit	1.0	2.5758293035489	45015
1137	TENDON	sinew	0.8597883597883594	1.0633592886737764	50146
1138	FAIRY	fairy	1.0	2.5758293035489	21229
1139	LEOPARD	panther	0.9825870646766169	2.009561571162855	40561
114	PORPOISE	porpoise	0.926509186351706	1.4203293821534875	42977
1140	FATIGUE	fatigue	0.9953810623556585	2.342685840286744	21488
1141	PITY	pity	0.9975062344139648	2.4338870423510097	42265
1142	URINE	urine	0.9922680412371134	2.236649173452502	59189
1143	OVEN	oven	0.9906103286384975	2.1890727978479925	39948
1144	WITNESS	witness	0.9926650366748163	2.2488313596869327	61144
1145	SWAMP	swamp	0.9852216748768475	2.0614399824416045	53726
1146	AUBERGINE	aubergine	0.7625698324022346	0.7061228677807168	3750
1147	PURE	pure	1.0	2.5758293035489	44611
1148	BRUISE	bruise	0.9931192660550459	2.2631920479953767	7177
1149	ORPHAN	orphan	0.9975247524752476	2.4347765073625807	39641
1150	THUNDER	thundering	0.9923273657289003	2.2384485983670395	55214
1151	VEIL	veil	0.9816753926701574	1.9928057443293605	59472
1152	BEGET	beget	0.8222222222222225	0.9115607350675415	5052
1153	CATTLE	cattle	1.0	2.5758293035489	8676
1154	OLIVE	olive	1.0	2.5758293035489	39320
1155	CAVE	cave	1.0	2.5758293035489	8734
1156	OPEN	open	1.0	2.5758293035489	39418
1157	BECAUSE	because	0.9975000000000002	2.433588021905669	4943
1158	STEP	step	0.9976303317535546	2.4398848760843235	52287
1159	FART	fart	0.9951100244498781	2.3323525603450435	21406
1160	THIEF	thief	0.9971509971509972	2.417185923818809	55019
1161	THREAD	thread	0.9975728155339808	2.437094116496218	55112
1162	INTENTION	intention	0.9949109414758266	2.324918176044551	30897
1163	BRIBE (AMOUNT)	bribe	0.9931818181818184	2.2652066704838107	6964
1165	MOUSTACHE	moustache	0.983132530120482	2.019863094070062	37254
1166	MOULD	mould	0.845588235294118	1.0032602823282786	37226
1167	GRUEL	gruel	0.982367758186398	2.005479232010449	25766
1168	HAWTHORN	hawthorn	0.854636591478697	1.0411206670348159	26549
1169	OX	ox	0.9875000000000002	2.1112596525498883	40277
117	IMITATE	imitate	0.9925925925925927	2.2465833590028197	28792
1171	MIRROR	mirror	1.0	2.5758293035489	36437
1172	SHOOT	shoot	1.0	2.5758293035489	49774
1173	EYEBROW	eyebrow	1.0	2.5758293035489	21062
1174	YESTERDAY	yesterday	0.9947506561679792	2.3190246317510232	61639
1175	GHOST	ghost	1.0	2.5758293035489	24614
1176	SPADE	spade	0.9902439024390242	2.1791965089648806	51348
1177	DIARRHEA	diarrhea	0.9783132530120482	1.9354119908776828	15915
1178	NOSTRIL	nostril	0.9879227053140096	2.1211040943642905	38758
118	BEWITCH	bewitch	0.9952941176470586	2.3393438102338338	5376
1182	NOISE	noise	0.9948586118251928	2.3229851801459542	38334
1183	PALM OF HAND	palm	0.9926650366748169	2.24883135968695	40461
1184	DIMINISH	diminish	0.9826302729528538	2.010369845272146	16162
1185	VULTURE	vulture	0.9900990099009901	2.1753491709982096	60072
1187	GOOSE	goose	0.9973890339425588	2.428301829662082	25168
1188	CHARCOAL	charcoal	0.9973118279569889	2.42466353050402	9140
1189	ULCER	ulcer	0.9836065573770495	2.028992871440776	56833
119	DIVE	dive	0.992462311557789	2.2425689697917233	17168
1190	HARE	jackrabbit	0.9512761020881672	1.614249505396871	31904
1192	THREATEN	threaten	1.0	2.5758293035489	55120
1193	STEAM	steam	1.0	2.5758293035489	52214
1194	BEAVER	beaver	1.0	2.5758293035489	4937
1197	BABOON	baboon	0.9832535885167464	2.0221786921345033	4126
1198	MANY	most	1.0	2.5758293035489	37165
1199	WIFE	wife	0.9974160206718349	2.4295811849171023	60862
12	MIDDAY	midday	0.9840848806366053	2.038380085245833	36173
120	PITCHER	pitcher	0.9949999999999997	2.3282280026491335	42233
1200	HUSBAND	husband	0.9951923076923078	2.3354633036863834	28105
1201	FEATHER	plume	0.9653465346534658	1.758786012947223	42558
1202	BIG	great	0.9950248756218902	2.329157069582941	25510
1203	LONG	long	0.9947089947089944	2.317505884439581	34415
1204	BARK	bark	1.0	2.5758293035489	4599
1205	TONGUE	tongue	0.9974554707379135	2.4314585727511133	55574
1207	YOUNG	young	1.0	2.5758293035489	61684
1208	CAT	kitty	0.992307692307692	2.2378510626752854	32685
1209	I	yo	0.7780487804878048	0.756309898693742	61656
121	SPIN	spin	0.9906542056074765	2.1902698386232715	51608
1210	HEAVY	heaviness	0.9854368932038834	2.065931463697462	26744
1211	HE	he	0.990909090909091	2.1972863766410544	26580
1212	WE	we	0.9925925925925929	2.2465833590028272	60404
1213	YOU	ye	0.6794871794871795	0.4612553923539929	61592
1214	THIS	these	0.9975845410628023	2.4376615149826186	54996
