CONCEPTICON_ID	CONCEPTICON_GLOSS	ARABIC	ARABIC_RT_L1_MEAN	ARABIC_RT_L1_ZSCORE	ARABIC_ACCURACY_L1_PERCENTAGE	ARABIC_RT_L2_MEAN	ARABIC_RT_L2_ZSCORE	ARABIC_ACCURACY_L2_PERCENTAGE	LINE_IN_SOURCE
1003	PERMIT	يسمح	972.7	-0.2732073322578513	1				19321
1008	BULL	ثور	963.918918918919	-0.22026674717362	0.925				8700
1010	BOUNDARY	طرف	1007.413043478261	-0.08358668207209867	0.9787234042553191				12707
1011	BRIDGE	جسر	905.4	-0.5420588959487771	1				8881
1016	DRIZZLE	رذاذ	1232.95652173913	0.945773069827088	0.575				10649
1030	NECESSARY	ضروري	923.030303030303	-0.2528663599463619	1				12504
1035	GOOD	جيد	875.6470588235294	-0.6190553815635206	0.9714285714285714				9093
1045	POET	شاعر	1012.731707317073	-0.1678684830710889	1				11711
1047	PURSUE	يسعى	944.8055555555555	-0.2515746007101247	0.9230769230769231				19308
1064	SHIELD	درع	987.0243902439024	-0.05191981927456981	1				10126
1068	COURT	محكمة	880.4705882352941	-0.5524178163151202	1				15564
1070	BUS	حافلة	982.6666666666666	-0.1854213598790843	1				9155
1076	EMERGE (APPEAR)	يظهر	1023.27027027027	0.02107583730476266	0.9736842105263158				19487
1079	FEEL	يشعر	1016.75	-0.08098634184350927	0.9142857142857143				19362
1104	NURSE	ممرضة	959.3333333333334	-0.2218541590630234	1				16856
1105	CAMP	مخيم	1017	0.1236591949503031	0.8974358974358975				15649
1111	CAR	سيارة	941.3589743589744	-0.3297438949365413	1				11577
1120	HONEST	صادق	941.8857142857142	-0.3371876534912026	0.9459459459459459				12075
1122	WAGES	راتب	989.425	-0.1983690653330814	1				10499
1127	SEND	يرسل	1064.045454545455	0.08289057129883738	0.9565217391304348				19185
1199	WIFE	زوجة	928.8478260869565	-0.5359002173791954	1				11047
1200	HUSBAND	زوج	1020.947368421053	-0.08409144003963892	0.95				11044
1202	BIG	كبير	895.6136363636364	-0.5656311452624434	1				14498
1207	YOUNG	صغير	960.804347826087	-0.3790843812434233	1				12258
1210	HEAVY	ثقيل	924.1212121212121	-0.4083494406006006	0.9705882352941176				8662
1218	ROPE	حبل	928.5142857142857	-0.388092653616304	0.9722222222222222				9196
122	CART	عربة	1033.821428571429	0.2121206458082717	0.8				13073
1221	NOSE	أنف	946	-0.358771519905316	1				931
1223	HEART	قلب	886.475	-0.5512184597054671	1				14291
1224	LIVER	كبد	858.6	-0.6260367522749125	0.967741935483871				14484
1226	YEAR	سنة	916.3953488372093	-0.5057599002278464	1				11490
1229	OLD	قديم	944.4375	-0.396275705869338	1				14135
1230	DIRTY	قذر	1088.85	0.05584509372999712	1				14141
1231	NEW	جديد	914.0857142857143	-0.3965839911310031	1				8809
1233	NIGHT	ليل	922.8918918918919	-0.2869276319416251	0.9487179487179487				14970
1245	BUTTER	زبدة	959.2631578947369	-0.1905951935169301	0.9743589743589743				10922
1248	EYE	عين	937.55	-0.3578730531075374	1				13481
1252	HOUSE	بيت	976.65	-0.2343194005379797	0.975609756097561				6839
1262	BROTHER	أخ	954.030303030303	-0.2580851728551008	0.9705882352941176				222
1263	SISTER	أخت	916.2894736842105	-0.4960522595322621	1				231
1266	BRIDE	عروس	971.2162162162163	-0.3116999332354571	0.925	1146.259259259259	-0.4573913548772404	0.9310344827586207	13116
1284	BANK	مصرف	1008.761904761905	-0.07907978317770123	1				16218
1285	IMPORTANT	مهم	961.275	-0.412872882474796	1				17071
1287	COLD	بارد	899.6857142857143	-0.5353351522382489	1				6252
1290	ELEPHANT	فيل	991.4666666666667	0.001927772158530619	0.967741935483871				13980
1297	LEG	ساق	968.5	-0.2954858502055644	0.9				11138
1298	NEWSPAPER	جريدة	1047.609756097561	0.08727295272913645	0.9761904761904762	1302.666666666667	-0.1524879484717516	0.9642857142857143	8856
1299	COFFEE	قهوة	908.05	-0.5110032154803196	1				14373
1301	FOOT	قدم	1012.564102564103	-0.3202537084523722	0.975	1029.142857142857	-0.6902835932966196	0.9655172413793104	14117
131	FESTIVAL	حفلة	972.1666666666666	-0.1728711607747626	1				9485
1310	CLEVER	ذكي	913.4705882352941	-0.5384748051638741	1				10418
1312	FOX	ثعلب	1039.769230769231	0.1530351396971212	0.9285714285714286	1222.04347826087	-0.3092369229101767	0.8846153846153846	8633
1313	MOON	قمر	864.3714285714286	-0.6849615033279831	0.9459459459459459				14341
1318	CHICKEN	دجاجة	980.8780487804878	-0.1999833273535472	1				10078
1322	BREAKFAST	فطور	969.2888888888889	-0.3155417592849661	0.9782608695652174	1306.84	-0.1977026697181931	1	13881
1325	FRIEND	صديق	928.3181818181819	-0.4734024791999014	1				12216
1327	UNCLE	عم	937.7105263157895	-0.4050540352853363	0.926829268292683				13329
1335	WHITE	أبيض	899.4545454545455	-0.6828277843126755	1				58
1338	PEACE	سلام	892.5365853658536	-0.5077838436878146	1				11397
1339	MORNING	صباح	934.5526315789474	-0.5533846074948178	1				12109
1342	SUMMER	الصيف	964.8787878787879	-0.2146999944378065	1				3991
1343	SUN	شمس	883.1818181818181	-0.511946145087548	1				11981
1349	CHURCH	كنيسة	1023.272727272727	0.1467949958924571	1				14668
1356	NUMBER	رقم	910.425	-0.4992348983446058	1	1039.366666666667	-0.766301566208761	0.967741935483871	10780
1362	STREET	شارع	900.6176470588235	-0.5355946721270155	1				11696
1366	BOY	صبي	998.027027027027	-0.1837378873975695	0.925				12125
1368	BREAD	خبز	932.7	-0.4319830364224117	1				9770
1370	MONTH	شهر	861.3846153846154	-0.6264472941080538	0.975				12007
1374	RING	خاتم	933.8157894736842	-0.512244592713263	0.95				9704
1378	SPOON	ملعقة	986.4242424242424	-0.005503046391929789	1				16801
1379	TELEPHONE	هاتف	971.0731707317074	-0.3918144601198769	1				17881
1380	TOOTH	أسنان	953.3714285714286	-0.2400750015509412	0.9210526315789473				450
1387	ARRIVE	يصل	1044.868421052632	-0.02194400084391591	1				19410
1390	WRONG	خاطئ	946.6842105263158	-0.2639693260309557	0.95				9734
1394	BONE	عظم	985.6176470588235	-0.1782925521907456	0.9444444444444444				13225
1400	THIN (SLIM)	ضعيف	957	-0.3332773489441181	0.9523809523809523	1398.125	-0.1300683768798751	0.9230769230769231	12535
1408	HEAR	يسمع	956.7179487179487	-0.2709649924899292	1				19323
1417	KILL	يقتل	918.6585365853658	-0.454918085620769	0.9534883720930233				19663
1422	BE ALIVE	يعيش	979.28125	-0.3508913601596584	0.8888888888888888				19577
1426	EXPENSIVE	غالي	892.1052631578947	-0.4745153176093383	0.9743589743589743				13504
1442	STAND	يقف	976.1153846153846	-0.1159774580431361	0.896551724137931				19697
1443	WALK	يسير	1013.560975609756	-0.01578445824836709	0.9761904761904762				19337
1447	GIVE	يعطي	1034.333333333333	0.143131819811511	1				19553
1454	WIPE	يمسح	1003.675	-0.2314418052970182	1	1318.222222222222	-0.1581870011102402	0.9310344827586207	19820
1458	SAY	يقول	996.5365853658536	-0.2530124377457696	1				19710
1465	BOX	صندوق	863.1025641025641	-0.6230603106464451	1				12361
1476	CHAIR	كرسي	985.9166666666666	-0.2921939356161267	0.9473684210526315				14567
1480	BODY	جسم	891.125	-0.6088473324725281	1				8886
1482	SHOULDER	كتف	1035.394736842105	-0.1107701069149888	0.95				14519
1487	POUR	يصب	1060.513513513514	0.3045130462080715	0.9487179487179487				19388
1490	RAT	جرذ	1299.588235294118	1.058438922512192	0.5				8843
1491	MOUSE	فأر	935.7179487179487	-0.3535347726752561	1				13700
1494	DIE	يموت	947.03125	-0.3838898185318201	0.9696969696969697				19838
1499	JUICE	عصير	907.6756756756756	-0.4921605987068034	1	1127.892857142857	-0.4681093588637789	0.9333333333333333	13189
1502	GOAT	ماعز	1023.75	0.03421871368367919	0.8695652173913043	1281.764705882353	-0.08904402550777449	0.68	15044
1504	FLY (INSECT)	ذبابة	944.0625	-0.1206687444925019	0.9696969696969697				10375
1508	KING	ملك	872.6052631578947	-0.6767196517713585	0.9743589743589743				16811
1518	STUPID	غبي	992.2424242424242	0.03172325720748401	1				13511
1521	SEEM	يبدو	936.6111111111111	-0.3494646472621346	1				18692
1526	MEAL	وجبة	921.5833333333334	-0.445285819321014	0.972972972972973				18211
153	GREY	رمادي	974.6585365853658	-0.09621150769889543	0.9534883720930233				10809
