CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_AOA_MEAN	LINE_IN_SOURCE
1337	PIG	hog	3.2581	1167
1338	PEACE	peace	3.7419	1683
134	FAULT	guilt	4.4333	1062
1340	WITH	with	2.5625	2925
1343	SUN	sun	2.2188	2514
1344	RAM	ram	4.2188	1889
1345	EWE	ewe	5.6452	725
1346	THROAT	throat	3.0000	2641
1347	NAPE (OF NECK)	nape	6.0938	1565
1348	BOAR (MALE PIG)	boar	4.7500	171
1349	CHURCH	church	2.7097	391
1351	SOW (FEMALE PIG)	sow	5.0000	2308
1352	KNIFE	knife	3.0323	1292
1353	HOUR	hour	3.1613	1188
1354	NEXT	next	3.1935	1578
1355	LAUGH	laugh	2.5312	1328
136	HERE	here	2.5484	1140
1360	DUCK	duck	2.4194	684
1361	TOOL	wrench	4.5312	2954
1362	STREET	street	2.9355	2473
1363	VOICE	voice	2.9375	2806
1364	HEALTHY	health	3.9062	1112
1366	BOY	boy	2.0625	205
1367	CROSS	cross	3.2903	526
1368	BREAD	bread	2.5161	223
1369	GOLD	gold	3.1290	990
1370	MONTH	month	3.0323	1519
1371	KNEE	knee	2.4138	1287
1372	MEDICINE	drug	4.3226	679
1373	TEA	tea	3.2188	2583
1374	RING	ring	2.9032	1939
1376	NOW	now	2.5806	1606
1378	SPOON	spoon	2.4062	2356
1379	TELEPHONE	phone	2.5667	1710
138	BATHE	bath	2.2188	74
1380	TOOTH	teeth	2.4375	2592
1381	SHOE	shoe	2.3871	2118
1388	SHADE	shade	3.9032	2079
1389	TOE	toe	2.2500	2677
139	GUMS	gum	2.7500	1067
1390	WRONG	wrong	2.6129	2961
1391	TOWN	town	3.3125	2702
1392	LOUSE	lice	4.3226	1363
1393	HORN (ANATOMY)	horn	3.0938	1183
1394	BONE	bone	3.1250	183
1395	ROUND	round	2.9677	1972
1396	SHARP	sharp	3.0938	2091
1398	DRY	dry	2.9062	682
1399	CLAY	clay	3.2333	410
14	YOKE	yoke	4.5938	2986
1400	THIN (SLIM)	slim	4.0312	2218
1401	DRINK	drink	2.4062	667
1402	BREAST	breast	4.5161	226
1403	BITE	bite	2.7500	125
1404	STRAIGHT	straight	3.3226	2464
1405	NAME	name	2.2500	1563
1406	FAR	far	2.6562	742
1407	BREATHE	breathe	3.3438	228
1408	HEAR	hear	2.7742	1114
1409	SEE	see	2.2812	2062
1411	LIE (REST)	lie	2.8750	1366
1412	RUDE	rude	3.5938	1977
1413	PLAY	play	2.2812	1743
1414	SQUEEZE	wring	5.2258	2956
1416	SIT	sit	2.3125	2168
1417	KILL	kill	3.4516	1274
1418	DIG	dig	2.7097	606
1419	FEAR (BE AFRAID)	fear	3.1562	752
1420	COUNT	count	2.9375	486
1421	SUCK	suck	3.5333	2506
1422	BE ALIVE	live	3.1875	1384
1423	FIGHT	fight	3.0938	776
1425	GREEN	green	2.1875	1024
1429	FULL	full	2.9375	906
1430	STAR	star	2.8000	2414
1431	FREEZE	freeze	3.5312	883
1432	CUT	cut	2.8387	556
1433	HIT	hit	2.4839	1157
1434	STAB	prick	4.7500	1805
1435	HUNT	hunt	3.5484	1204
1436	SCRATCH	scratch	3.1875	2043
1437	SPLIT	split	3.9688	2347
1438	FOOL	fool	4.0323	856
1439	SWIM	swim	2.5862	2543
1440	SPIT	spit	3.0000	2340
1441	FLY (MOVE THROUGH AIR)	fly	2.6562	846
1442	STAND	stand	3.0645	2412
1443	WALK	walk	2.6250	2823
1446	COME	came	3.1290	306
1447	GIVE	gave	3.0000	934
1448	HOLD	hold	2.9688	1169
1449	RUB	rub	2.9688	1976
1450	ROOM	room	2.6000	1964
1451	SMILE	smile	2.3125	2244
1452	PUSH	push	2.7000	1851
1453	WASH	wash	2.5806	2837
1454	WIPE	wipe	3.2188	2918
1455	PULL	pull	2.9375	1837
1456	THROW	throw	2.9688	2646
1457	SEW	sew	3.9677	2076
1458	SAY	said	3.0000	1995
1459	IF	if	2.3667	1215
1460	IN	in	2.2500	1218
1461	AT	at	2.4688	36
1462	POT	jar	3.0625	1234
1463	DRUNK	drunk	5.3548	681
1465	BOX	case	3.6250	318
1468	LOOK FOR	seek	4.2188	2064
1469	WEEK	week	3.4194	2856
1470	FOLD	fold	3.3750	851
1472	KEY	key	3.0312	1271
1473	FIST	fist	3.0938	790
1474	SEA	sea	3.0000	2055
1475	COMB	comb	3.1875	463
1476	CHAIR	chair	2.7000	335
1477	KEEP	keep	3.0000	1267
148	ITCH	itch	2.7667	1227
1483	NINE	nine	2.3438	1586
1484	OIL (ORGANIC SUBSTANCE)	oil	3.9375	1626
1487	POUR	pour	3.3750	1793
1488	FAUCET	tap	2.9333	2572
1489	CLOUD	cloud	2.8333	439
1490	RAT	rat	2.8438	1903
1492	DUMB	dumb	3.1290	692
1493	ONE	one	1.6667	1630
1494	DIE	die	3.2903	605
1495	HAPPY	glad	3.0667	957
1498	TWO	two	1.9355	2769
1499	JUICE	juice	2.0625	1261
1500	FOUR	four	2.2903	870
1501	BORE	drill	3.7500	666
1502	GOAT	goat	2.6452	987
1505	SPERM	sperm	5.5333	2330
1507	FRUIT	fruit	2.7000	902
1508	KING	king	3.1562	1279
1509	MOSQUITO	gnat	4.2812	982
1510	CHIN	chin	2.5938	371
1511	ROOSTER	cock	5.1935	456
1514	HEN	hen	2.9062	1135
1515	TEN	ten	2.3548	2595
1517	WASP	wasp	3.8387	2838
1519	RUN	ran	3.0312	1891
152	HOOF	hoof	3.5161	1175
1521	SEEM	seem	3.7188	2065
1522	SOCK	sock	2.3750	2284
1524	WINE	wine	4.4375	2915
1525	COAST	coast	4.1613	452
1526	MEAL	meal	2.9032	1471
1527	TICK	tick	3.9375	2658
1529	LAST (FINAL)	last	3.3226	1323
153	GREY	gray	2.7812	1019
1530	BOWL	bowl	3.1250	203
1531	BRANCH	limb	3.8125	1373
1532	SHEAR	shear	5.3125	2095
1535	SWORD	sword	3.4062	2552
1537	SPRINGTIME	spring	3.3750	2368
1543	SNAIL	snail	3.0938	2256
1545	HOST	host	4.5312	1185
1546	TWICE	twice	2.9062	2760
1547	SOUP	broth	4.7188	254
1549	TRIBE	tribe	4.2188	2723
1553	MALE	male	3.3438	1445
1554	MAN	men	2.7742	1478
1556	YOLK	yolk	4.6562	2987
156	RED	red	1.9688	1914
1560	FACE	face	2.4839	727
1562	MIND	mind	3.5000	1499
1566	GUN	gun	3.3548	1068
1569	CHEESE	cheese	2.6875	358
157	DYE	dye	4.2812	703
1571	SELL	sell	3.5000	2069
1573	SWELL	swell	4.2667	2538
1574	FLOAT	float	3.2903	826
1575	COCKROACH	roach	3.7419	1947
1577	AND	and	2.2500	20
1579	BE	am	2.3125	18
1583	BRAIN	brain	3.4688	210
1585	SLEEP	sleep	2.2667	2205
1587	SMELL (STINK)	stink	3.2581	2445
1588	TURN	turn	3.0000	2752
1590	WAIT (FOR)	wait	2.8750	2819
1591	UP	up	2.0938	2772
1592	CHEST	chest	3.4138	361
1593	DEEP	deep	3.2258	593
1594	FLOUR	flour	3.5806	833
1595	SOUTH	south	3.5312	2307
1596	LOCK	lock	3.3750	1392
1597	AIRPLANE	plane	3.1562	1738
1598	NORTH	north	3.7500	1600
1599	WORD	word	2.7812	2936
16	SLED	sled	3.2903	2202
160	SET (HEAVENLY BODIES)	set	3.2000	2075
1600	SKIRT	skirt	3.0667	2182
1601	WEAK	weak	3.6129	2846
1603	MOSQUE	mosque	6.2812	1530
1605	SKULL	skull	3.8065	2185
1607	HATE	hate	3.0645	1101
161	MISS (A TARGET)	miss	2.9355	1504
1610	PROSTITUTE	whore	6.1875	2900
1616	CLOTH	cloth	3.2500	436
1620	SON	son	2.7188	2292
1621	SNEEZE	sneeze	2.5938	2264
1622	SHIRT	shirt	2.4000	2115
1623	SPEAK	speak	3.1562	2321
1625	DEAD	dead	3.1250	581
1627	CHAIN	chain	3.4839	334
163	BLACK	black	2.5806	127
1631	FAST	swift	4.7500	2541
1633	FLAT	flat	3.3226	806
1639	BEER	beer	4.9062	95
1641	SILK	silk	4.2500	2157
1642	NIECE	niece	3.9032	1582
1645	SHORT	short	2.9375	2124
1646	GIRL	girl	2.1613	953
1650	WATCH	watch	3.2258	2840
1653	BLIND	blind	3.7188	147
1655	BLINK	wink	3.5938	2917
1659	DOLL	doll	2.4375	627
1662	CAPE	cape	3.5938	311
1663	BED	bed	1.9677	90
1664	RAFT	raft	3.7097	1881
1665	BEAT	beat	3.2258	87
1666	MUTE	mute	4.2812	1556
1667	HOLE	hole	2.8750	1170
1668	GRIEF	grief	4.9375	1028
1672	WRITE	write	3.1875	2959
1673	ARM	arm	2.2500	29
1674	POOR	poor	3.5625	1780
1678	HUT	hut	3.5625	1209
1679	LOAD	load	4.0000	1385
168	REST	rest	3.3750	1923
1681	WAIST	waist	3.8750	2818
1683	BUSH	bush	3.0625	287
1684	BUD	bud	4.0000	265
1688	FATE	fate	4.8438	748
169	IT	it	2.1250	1226
1690	FENCE	fence	3.0690	763
1703	SIX	six	2.1562	2170
1705	EIGHT	eight	2.3548	715
1707	TWELVE	twelve	2.5938	2758
1711	TELL	tell	2.7500	2593
1712	OATH	oath	4.8065	1620
1720	SIGN	mark	3.5484	1454
1726	WET	wet	2.4062	2870
1730	CHEEK	cheek	2.8667	355
1732	SKY	sky	2.4516	2187
1735	TEAR (SHRED)	tear	3.0000	2587
174	PROUD	proud	3.7500	1824
1740	PINE	pine	3.8750	1724
1743	JOIN	join	3.5938	1250
1744	SPLEEN	spleen	5.9062	2344
1745	HIP	hip	3.3750	1153
1748	RIDGE	ridge	4.6562	1932
1749	TAKE	take	2.8000	2564
175	BLOW (OF WIND)	blow	3.0625	163
1750	CHOOSE	chose	3.8125	383
1752	LEAVE	leave	3.3125	1347
1753	TOP	top	2.4375	2691
1763	CLUB	club	3.5938	443
1767	SCRAPE	scrape	3.7742	2042
1768	FOAM	foam	3.4688	848
1772	ELK	moose	3.2667	1524
1773	GRAVE	tomb	4.2188	2681
1775	TABLE	desk	2.9355	600
1776	SHAME	shame	3.9688	2086
1779	DARE	dare	3.6000	570
178	RIPE	ripe	4.1875	1943
1780	BILE	bile	5.8125	114
1781	THUMB	thumb	2.5938	2652
1782	GUEST	guest	3.8710	1058
1783	PAIN	pain	3.2188	1653
1784	WANT	wish	3.0323	2921
1787	LOOM	loom	5.5161	1401
1789	AGE	age	2.9062	7
1793	BAT	bat	2.9032	72
1802	SCREW	screw	4.0000	2048
1803	WOOD	log	3.0323	1396
1804	BOMB	bomb	3.7667	181
1806	BEGIN	start	2.6452	2418
1808	PUS	pus	4.9062	1850
1812	TRY	try	2.5938	2745
1815	ACHE	ache	4.1562	2
1817	WEST	west	3.9688	2869
1819	LOOK	look	2.5312	1400
182	SPOKE	spoke	3.9677	2351
1820	BEAR	bear	2.7188	84
1821	BRUSH	brush	2.9375	262
1829	JUMP	jump	2.7500	1262
183	BAKE	bake	3.2188	50
1830	CRANE	crane	4.7000	498
1831	MEET	meet	3.7097	1476
1834	SHE	she	2.1562	2094
1839	CRY	weep	4.4375	2857
184	MAST	mast	4.9677	1460
1840	BUILD	build	2.8710	269
1844	BOAT	boat	2.5161	174
1845	BALL	sphere	5.1290	2332
1846	RULE	rule	2.9667	1980
1847	SICK	ill	3.7500	1216
185	FIREPLACE	hearth	5.4062	1118
1853	DOVE	dove	3.5806	643
1855	BIRCH	birch	5.6552	120
1856	SOFT	soft	2.6452	2286
1859	THIRD	third	2.8667	2623
186	SHIN	shin	4.0938	2111
1860	BEAD	bead	3.4516	80
1867	COIN	coin	3.1250	459
1869	BUY	but	2.5312	290
1877	EAST	east	3.6452	710
1879	DANCE	dance	2.9375	568
1882	BEFORE	till	4.9062	2665
1884	HARD	hard	2.8438	1089
1887	CHEAP	cheap	3.8065	352
1888	PAIR	pair	3.3125	1655
1890	BELIEVE	faith	3.9375	735
1892	TOUCH	touch	2.7742	2698
1893	QUAIL	quail	4.6562	1857
1895	CLOTHES	clothes	2.6562	438
1896	FINGERNAIL OR TOENAIL	nail	3.0938	1562
1897	HELP	help	2.9062	1132
1899	MAD	mad	2.3000	1437
190	MOW	mow	4.0938	1538
1902	BETRAY	cheat	4.1000	353
1903	SWELLING	bump	3.1667	276
1904	DROWN	drown	4.0625	677
1906	SOUR	sour	3.3125	2305
1907	MOLE	mole	3.9688	1516
1909	SHAKE	shake	3.5312	2082
191	NUT	nut	2.7500	1614
1913	PRESS	press	3.6250	1802
1914	DEBT	debt	5.1875	589
1915	FIR	fir	5.2500	785
1916	GILL	gill	4.2258	950
1917	TIE	bind	4.7500	118
1918	MANE	mane	4.5312	1449
1919	TORCH	torch	4.8387	2692
1923	ROUGH	rough	3.7500	1971
1924	VEIN	vein	4.7812	2789
1931	BEESWAX	wax	3.8438	2843
1932	GUESS	guess	3.2812	1057
1936	DEER	deer	2.9333	594
1939	SWEAR	swear	4.1562	2534
1940	GUARD	guard	4.0968	1056
1942	NEAR	near	3.0323	1568
1943	CROWN (OF HEAD)	crown	3.2188	531
1948	SAW	saw	2.8065	2012
195	MAT	mat	2.8750	1461
1950	BEECH	beech	5.7667	92
1951	PASS	pass	3.2188	1670
1954	GENTLE	meek	5.7667	1475
1959	RAW	raw	3.8438	1906
1962	ROAST (SOMETHING)	roast	4.1290	1951
1966	BUNCH	bunch	3.5484	278
1971	FAN (OBJECT)	fan	2.9375	740
1972	KID	kid	2.4839	1273
1975	CHECK	check	3.7188	354
1977	DEW	dew	4.0000	602
1983	SNORE	snort	4.1613	2274
1989	CALF	calf	3.6875	301
1993	SELF	self	3.1562	2068
1996	GET TIRED	tire	3.4062	2672
2	DUST	dust	3.4194	700
200	SAME	same	2.8333	2002
2001	PAINTING	draw	2.6333	655
2002	DITCH	ditch	3.9667	618
2003	FLOW	flow	3.8710	834
2005	MASK	mask	3.6250	1458
2006	FILL	fill	3.0667	778
2007	BOLT (OF LIGHTNING)	bolt	4.4375	180
2008	RESCUE	save	3.3125	2011
2009	DOG	hound	4.3750	1187
201	FARM	farm	3.0625	745
2013	BAIT	bait	3.7097	49
2017	MIX	mix	3.1875	1508
202	STRENGTH	strength	3.9062	2474
2023	CROWD	crowd	3.7742	530
2025	PEA	pea	2.6875	1682
2030	DRAG	drag	3.6875	649
2034	FROST	frost	3.6562	898
2035	POND	pond	3.1613	1775
2041	HEMP	hemp	6.1000	1134
2043	PEACH	peach	2.6452	1684
2048	QUILT	quilt	3.6875	1872
205	TROUGH	trough	5.6774	2734
2057	DUNG (ANIMAL FAECES)	dung	5.2500	696
2058	STOOL	stool	3.6875	2455
2067	STEAM (VERB)	braise	6.3125	211
2069	SOAK (VERB)	soak	3.5806	2280
207	SPARSE	sparse	5.9375	2318
2071	LAY (VERB)	lay	3.1935	1333
2073	ROB (VERB)	rob	3.5333	1952
2075	BROOD (VERB)	brood	5.8125	251
2076	SPROUT (VERB)	sprout	4.7419	2371
209	RARE	rare	4.1875	1900
2090	MY	mine	2.3548	1500
2099	CHILD	child	2.8125	367
21	TASTE (SOMETHING)	taste	2.6774	2578
210	LIFE	life	3.0000	1368
2102	BURN	burn	2.9375	282
212	FIELD	field	3.3226	770
2124	SMELL	smell	2.6562	2242
213	FIN	fin	4.0938	781
2134	RAISE (BRING UP)	raise	3.3750	1887
214	STRETCH	stretch	3.5000	2476
2148	PICK	pick	3.0645	1712
2149	CHOP (INTO PIECES)	chop	3.8710	380
2151	COARSE	coarse	5.1562	451
2154	PLOUGH (INSTRUMENT)	plow	4.0625	1754
2159	GROUND	ground	2.7812	1046
218	FINE (PENALTY)	fine	3.4688	784
2181	LIGHT (IN TASTE)	bland	4.9688	132
2194	FRONT (PART)	front	2.9667	897
2200	SNOUT	snout	4.0333	2275
2205	PEAK	peak	3.9688	1685
221	FIRE	fire	2.9032	786
2219	LEAN (MEAT)	lean	3.9355	1340
2224	BEND (SOMETHING)	bend	3.3750	104
2227	SPAWN (VERB)	spawn	5.7812	2320
2230	UNTAMED OR WILD	wild	3.5312	2908
2239	DENSE	dense	5.2903	597
2243	REPAIR	mend	4.9355	1479
2245	BELCH	belch	4.6667	99
2246	BELL	bell	2.8125	100
2252	PATH	path	3.4375	1675
2253	DRIP (EMIT LIQUID)	leak	3.6000	1339
2259	FLESH	flesh	4.3438	816
227	FISH	fish	2.5172	789
2271	THINK	think	3.0312	2622
2273	LEECH	leech	5.0000	1350
2277	WHOLE	whole	3.2500	2897
228	CARVE	carve	4.3125	317
2297	DUSK	dusk	4.4516	699
2299	STRAW	straw	3.1290	2469
23	RYE	rye	5.2188	1989
230	SWEEP	sweep	3.4839	2536
2301	ME	me	1.8387	1469
2308	THIN	thin	3.3750	2620
231	SHAVE	shave	4.1875	2092
2310	US (OBLIQUE CASE OF WE)	us	2.3548	2775
2313	BRONZE	bronze	4.6250	249
2316	FREE	free	3.4194	882
2319	LID (COVER, CAP)	lid	3.1250	1365
232	FLEA	flea	3.7500	810
2334	MELT	melt	3.4667	1477
2336	OF THIS KIND (SUCH)	so	2.4333	2279
2339	NEED (SOMETHING)	need	2.7097	1571
2343	STEEL	steel	4.2759	2429
2348	CRAB	crab	3.1250	493
2349	SHRIMP	shrimp	3.5000	2136
2362	BRAN	bran	4.7419	213
2363	CHAFF (HUSK)	chaff	6.3438	333
2374	DREAM	dream	3.0938	659
2396	KNOCK	knock	3.4062	1296
24	PRAY	pray	2.9688	1799
2400	THEIR	their	3.2812	2609
2403	TOY	toy	2.0000	2703
2406	HOME	home	2.3438	1171
2408	CAKE	cake	2.6250	300
2409	BROWN	brown	2.3548	257
241	TREE STUMP	stump	3.7188	2498
2411	HURT (SOMEBODY)	hurt	2.7742	1206
2412	THANK (SOMBEODY)	thank	2.7419	2604
243	FRESH	fresh	3.7188	885
244	LEFT	left	3.0000	1353
245	BROOM	broom	3.1562	253
2458	PERSPIRE OR SWEAT	sweat	3.2812	2535
246	THRUST	thrust	5.3438	2649
2467	GAME	game	2.6129	921
2468	BAG	bag	2.7500	47
2470	DEAR	dear	3.4839	586
2473	HIS (GENITIVE OF HE)	his	2.5806	1155
2474	HER (GENITIVE OF SHE)	her	2.3548	1137
2477	YAK	yak	4.7812	2968
2483	COLD (OF WEATHER)	cool	3.2500	469
2486	HIDE	hide	2.7333	1145
249	FOG	mist	4.2000	1505
2493	BOIL	boil	3.8750	178
2495	ELEPHANT TUSK	tusk	4.5806	2753
25	DIRT	dirt	2.4839	616
2501	RICE HUSK	husk	5.3750	1208
2502	GONG	gong	5.2581	993
2506	LOOSE	slack	4.5806	2189
2509	EXCHANGE	swap	4.2500	2527
2512	CHICK	chick	3.3438	364
2519	SEEING (VISUAL SENSE)	sight	3.7500	2155
2522	SCREAMING	scream	2.9032	2045
2524	JOY	joy	3.1613	1258
2530	SMART	smart	3.1290	2239
2531	BROAD	broad	4.6875	246
2534	DEPTH	depth	4.8065	599
2537	LENGTH	length	4.1250	1356
2539	PIT (POTHOLE)	pit	3.5625	1730
2540	LIME (MATERIAL)	lime	3.3226	1374
2554	PRINCE (RULER)	prince	3.1250	1811
256	FOOD	food	2.0645	855
2562	SEX (GENDER)	sex	4.5938	2077
2570	BEEF	beef	3.3750	93
2571	TRY (TEST)	test	3.4000	2601
2572	SENSE (PERCEIVE BY SENSES)	sense	4.3871	2071
2577	YET	yet	3.5625	2983
258	CALM	calm	3.4062	303
2584	BENCH	bench	3.3750	103
2587	DARTS	dart	4.1875	573
2597	HARP	harp	4.5000	1093
2604	NOOSE	noose	5.3226	1597
2617	BULB	bulb	3.9062	271
2619	CARD	card	3.1935	313
2623	FLAG	flag	3.4375	795
2624	FRAME	frame	4.0645	874
2625	MAP	map	3.4062	1450
2626	NERVE	nerve	4.5938	1573
2628	PLANT STEM	stalk	4.8750	2407
2629	TRAY	tray	3.7097	2716
2630	WHIP	whip	3.8750	2890
2631	WIRE	wire	3.6250	2919
2643	INK	ink	3.5938	1220
265	FOWL	fowl	5.1250	871
2658	COAL	coal	3.8125	450
2664	SCAB	scab	3.5161	2014
2665	WART	wart	4.3125	2835
2666	SOLE (FOOT)	sole	4.6562	2289
2669	POINT (WITH FINGER)	point	2.8333	1769
2685	CARP (FISH)	carp	5.7742	315
27	AIR	air	2.7812	12
270	JUG	jug	3.3448	1260
2704	FADE (LOOSE COLOR)	fade	4.5667	730
2706	GNAW	gnaw	4.5625	983
2708	TALK	talk	2.5938	2567
2717	STEEP	steep	4.2903	2430
273	DOUGH	dough	3.9688	640
274	KNEAD	knead	5.1250	1286
275	PEEL	peel	3.5000	1692
2754	TOWARDS	to	2.1935	2674
2769	PORK	pork	3.6875	1784
2771	SHAWL	shawl	4.9677	2093
2783	SCALES (MEASURE INSTRUMENT)	scale	4.1290	2016
2805	BIRTH (ACCOUCHEMENT)	birth	3.2903	122
281	POST	pole	3.4375	1772
2818	FORD (CROSSING)	ford	5.1000	860
2828	MOTH	moth	3.6129	1533
2832	PYRE	pyre	6.7812	1854
2833	RUM	rum	5.3750	1981
2837	SWAN	swan	3.2581	2525
2838	TAME	tame	4.6774	2569
284	HOE	hoe	4.7419	1165
2845	SIZE (OF OBJECT)	size	3.0645	2171
285	THRESH	thresh	6.2414	2635
2860	BOLT (MOVE IN HASTE)	rush	3.6774	1986
2861	BUDGE (ONESELF)	budge	4.2903	266
2863	DASH (OF VEHICLE)	dash	3.9032	574
2871	SWING (MOVEMENT)	swing	2.8387	2545
2876	ROAR (OF SEA)	roar	3.0000	1950
