CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_AOA_MEAN	LINE_IN_SOURCE
1309	ASK (INQUIRE)	ask	2.533333333333333	34
1312	FOX	fox	2.625	872
1313	MOON	moon	2.6774193548387095	1522
1316	TENT	tent	3.34375	2598
132	SAUCE	sauce	3.4193548387096775	2010
1323	CLOCK	clock	2.9375	429
1324	SLIP	slip	3.2903225806451615	2221
1325	FRIEND	friend	2.4516129032258065	887
1326	DOWN	down	2.3548387096774195	644
133	WEAVE	weave	4.580645161290323	2850
1331	SHEEP	sheep	2.870967741935484	2101
1333	NECK	neck	2.46875	1570
1334	GUTS	gut	4.258064516129032	1071
1335	WHITE	white	2.5483870967741935	2894
1336	EAT	ate	2.870967741935484	37
1337	PIG	hog	3.2580645161290325	1167
1338	PEACE	peace	3.7419354838709675	1683
134	FAULT	guilt	4.433333333333334	1062
1340	WITH	with	2.5625	2925
1343	SUN	sun	2.21875	2514
1344	RAM	ram	4.21875	1889
1345	EWE	ewe	5.645161290322581	725
1346	THROAT	throat	3.0	2641
1347	NAPE (OF NECK)	nape	6.09375	1565
1348	BOAR (MALE PIG)	boar	4.75	171
1349	CHURCH	church	2.7096774193548385	391
1352	KNIFE	knife	3.032258064516129	1292
1353	HOUR	hour	3.161290322580645	1188
1354	NEXT	next	3.193548387096774	1578
1355	LAUGH	laugh	2.53125	1328
136	HERE	here	2.5483870967741935	1140
1360	DUCK	duck	2.4193548387096775	684
1361	TOOL	wrench	4.53125	2954
1362	STREET	street	2.935483870967742	2473
1363	VOICE	voice	2.9375	2806
1364	HEALTHY	health	3.90625	1112
1366	BOY	boy	2.0625	205
1367	CROSS	cross	3.2903225806451615	526
1368	BREAD	bread	2.5161290322580645	223
1369	GOLD	gold	3.129032258064516	990
1370	MONTH	month	3.032258064516129	1519
1371	KNEE	knee	2.413793103448276	1287
1372	MEDICINE	drug	4.32258064516129	679
1373	TEA	tea	3.21875	2583
1374	RING	ring	2.903225806451613	1939
1376	NOW	now	2.5806451612903225	1606
1378	SPOON	spoon	2.40625	2356
1379	TELEPHONE	phone	2.566666666666667	1710
138	BATHE	bath	2.21875	74
1380	TOOTH	teeth	2.4375	2592
1381	SHOE	shoe	2.3870967741935485	2118
1387	ARRIVE	reach	3.21875	1909
1388	SHADE	shade	3.903225806451613	2079
1389	TOE	toe	2.25	2677
139	GUMS	gum	2.75	1067
1390	WRONG	wrong	2.6129032258064515	2961
1391	TOWN	town	3.3125	2702
1392	LOUSE	lice	4.32258064516129	1363
1393	HORN (ANATOMY)	horn	3.09375	1183
1394	BONE	bone	3.125	183
1395	ROUND	round	2.967741935483871	1972
1396	SHARP	sharp	3.09375	2091
1398	DRY	dry	2.90625	682
1399	CLAY	clay	3.2333333333333334	410
14	YOKE	yoke	4.59375	2986
1400	THIN (SLIM)	slim	4.03125	2218
1401	DRINK	drink	2.40625	667
1402	BREAST	breast	4.516129032258065	226
1403	BITE	bite	2.75	125
1404	STRAIGHT	straight	3.3225806451612905	2464
1405	NAME	name	2.25	1563
1406	FAR	far	2.65625	742
1407	BREATHE	breathe	3.34375	228
1408	HEAR	hear	2.774193548387097	1114
1409	SEE	see	2.28125	2062
1411	LIE (REST)	lie	2.875	1366
1412	RUDE	rude	3.59375	1977
1413	PLAY	play	2.28125	1743
1414	SQUEEZE	squeeze	3.1875	2391
1416	SIT	sit	2.3125	2168
1417	KILL	kill	3.4516129032258065	1274
1418	DIG	dig	2.7096774193548385	606
1419	FEAR (BE AFRAID)	fear	3.15625	752
1420	COUNT	count	2.9375	486
1421	SUCK	suck	3.533333333333333	2506
1422	BE ALIVE	live	3.1875	1384
1423	FIGHT	fight	3.09375	776
1425	GREEN	green	2.1875	1024
1429	FULL	full	2.9375	906
143	HUMID	moist	4.290322580645161	1514
1430	STAR	star	2.8	2414
1431	FREEZE	freeze	3.53125	883
1432	CUT	cut	2.838709677419355	556
1433	HIT	hit	2.4838709677419355	1157
1434	STAB	prick	4.75	1805
1435	HUNT	hunt	3.5483870967741935	1204
1436	SCRATCH	scratch	3.1875	2043
1437	SPLIT	split	3.96875	2347
1438	FOOL	fool	4.032258064516129	856
1439	SWIM	swim	2.586206896551724	2543
1440	SPIT	spit	3.0	2340
1441	FLY (MOVE THROUGH AIR)	fly	2.65625	846
1442	STAND	stand	3.064516129032258	2412
1443	WALK	walk	2.625	2823
1446	COME	came	3.129032258064516	306
1447	GIVE	gave	3.0	934
1448	HOLD	hold	2.96875	1169
1449	RUB	rub	2.96875	1976
1450	ROOM	room	2.6	1964
1451	SMILE	smile	2.3125	2244
1452	PUSH	push	2.7	1851
1453	WASH	wash	2.5806451612903225	2837
1454	WIPE	wipe	3.21875	2918
1455	PULL	pull	2.9375	1837
1456	THROW	throw	2.96875	2646
1457	SEW	sew	3.967741935483871	2076
1458	SAY	said	3.0	1995
1459	IF	if	2.3666666666666667	1215
146	SUGAR CANE	cane	3.78125	309
1460	IN	in	2.25	1218
1461	AT	at	2.46875	36
1462	POT	jar	3.0625	1234
1463	DRUNK	drunk	5.354838709677419	681
1465	BOX	case	3.625	318
1468	LOOK FOR	seek	4.21875	2064
1469	WEEK	week	3.4193548387096775	2856
1470	FOLD	fold	3.375	851
1472	KEY	key	3.03125	1271
1473	FIST	fist	3.09375	790
1474	SEA	sea	3.0	2055
1475	COMB	comb	3.1875	463
1476	CHAIR	seat	2.8125	2060
1477	KEEP	keep	3.0	1267
1483	NINE	nine	2.34375	1586
1484	OIL (ORGANIC SUBSTANCE)	oil	3.9375	1626
1487	POUR	pour	3.375	1793
1488	FAUCET	tap	2.933333333333333	2572
1489	CLOUD	cloud	2.8333333333333335	439
1490	RAT	rat	2.84375	1903
1492	DUMB	dumb	3.129032258064516	692
1493	ONE	one	1.6666666666666667	1630
1494	DIE	die	3.2903225806451615	605
1495	HAPPY	glad	3.066666666666667	957
1498	TWO	two	1.935483870967742	2769
1499	JUICE	juice	2.0625	1261
1500	FOUR	four	2.2903225806451615	870
1501	BORE	bore	4.290322580645161	191
1502	GOAT	goat	2.6451612903225805	987
1505	SPERM	sperm	5.533333333333333	2330
1507	FRUIT	fruit	2.7	902
1508	KING	king	3.15625	1279
1509	MOSQUITO	gnat	4.28125	982
1510	CHIN	chin	2.59375	371
1511	ROOSTER	cock	5.193548387096774	456
1514	HEN	hen	2.90625	1135
1515	TEN	ten	2.3548387096774195	2595
1517	WASP	wasp	3.838709677419355	2838
1519	RUN	ran	3.03125	1891
152	HOOF	hoof	3.5161290322580645	1175
1520	CRUSH	crush	3.75	536
1521	SEEM	seem	3.71875	2065
1522	SOCK	sock	2.375	2284
1524	WINE	wine	4.4375	2915
1525	COAST	coast	4.161290322580645	452
1526	MEAL	meal	2.903225806451613	1471
1527	TICK	tick	3.9375	2658
1529	LAST (FINAL)	last	3.3225806451612905	1323
153	GREY	gray	2.78125	1019
1530	BOWL	mug	3.875	1543
1531	BRANCH	limb	3.8125	1373
1532	SHEAR	shear	5.3125	2095
1535	SWORD	sword	3.40625	2552
1537	SPRINGTIME	spring	3.375	2368
1543	SNAIL	snail	3.09375	2256
1545	HOST	host	4.53125	1185
1546	TWICE	twice	2.90625	2760
1547	SOUP	broth	4.71875	254
1549	TRIBE	tribe	4.21875	2723
1553	MALE	male	3.34375	1445
1554	MAN	men	2.774193548387097	1478
1556	YOLK	yolk	4.65625	2987
156	RED	red	1.96875	1914
1560	FACE	face	2.4838709677419355	727
1562	MIND	mind	3.5	1499
1566	GUN	gun	3.3548387096774195	1068
1569	CHEESE	cheese	2.6875	358
157	DYE	dye	4.28125	703
1571	SELL	sell	3.5	2069
1573	SWELL	swell	4.266666666666667	2538
1574	FLOAT	float	3.2903225806451615	826
1575	COCKROACH	roach	3.7419354838709675	1947
1577	AND	and	2.25	20
1579	BE	am	2.3125	18
158	PUT ON	clothe	4.032258064516129	437
1583	BRAIN	brain	3.46875	210
1585	SLEEP	sleep	2.2666666666666666	2205
1587	SMELL (STINK)	stink	3.2580645161290325	2445
1588	TURN	turn	3.0	2752
1590	WAIT (FOR)	wait	2.875	2819
1591	UP	up	2.09375	2772
1592	CHEST	chest	3.413793103448276	361
1593	DEEP	deep	3.225806451612903	593
1594	FLOUR	flour	3.5806451612903225	833
1595	SOUTH	south	3.53125	2307
1596	LOCK	lock	3.375	1392
1597	AIRPLANE	plane	3.15625	1738
1598	NORTH	north	3.75	1600
1599	WORD	word	2.78125	2936
16	SLED	sled	3.2903225806451615	2202
160	SET (HEAVENLY BODIES)	set	3.2	2075
1600	SKIRT	skirt	3.066666666666667	2182
1601	WEAK	weak	3.6129032258064515	2846
1603	MOSQUE	mosque	6.28125	1530
1605	SKULL	skull	3.806451612903226	2185
1607	HATE	hate	3.064516129032258	1101
161	MISS (A TARGET)	miss	2.935483870967742	1504
1610	PROSTITUTE	whore	6.1875	2900
1616	CLOTH	cloth	3.25	436
1620	SON	son	2.71875	2292
1621	SNEEZE	sneeze	2.59375	2264
1622	SHIRT	shirt	2.4	2115
1623	SPEAK	speak	3.15625	2321
1625	DEAD	dead	3.125	581
1627	CHAIN	chain	3.4838709677419355	334
163	BLACK	black	2.5806451612903225	127
1631	FAST	swift	4.75	2541
1633	FLAT	flat	3.3225806451612905	806
1639	BEER	beer	4.90625	95
1641	SILK	silk	4.25	2157
1642	NIECE	niece	3.903225806451613	1582
1645	SHORT	short	2.9375	2124
1646	GIRL	girl	2.161290322580645	953
1647	FOAL	colt	4.53125	462
1650	WATCH	watch	3.225806451612903	2840
1653	BLIND	blind	3.71875	147
1655	BLINK	wink	3.59375	2917
1657	TRUE	true 	3.21875	2741
1659	DOLL	doll	2.4375	627
1662	CAPE	cape	3.59375	311
1663	BED	bed	1.967741935483871	90
1664	RAFT	raft	3.7096774193548385	1881
1665	BEAT	beat	3.225806451612903	87
1666	MUTE	mute	4.28125	1556
1667	HOLE	hole	2.875	1170
1668	GRIEF	grief	4.9375	1028
167	MAIL	mail	3.2580645161290325	1440
1672	WRITE	write	3.1875	2959
1673	ARM	arm	2.25	29
1674	POOR	poor	3.5625	1780
1678	HUT	hut	3.5625	1209
1679	LOAD	load	4.0	1385
168	REST	rest	3.375	1923
1681	WAIST	waist	3.875	2818
1683	BUSH	bush	3.0625	287
1684	BUD	bud	4.0	265
1688	FATE	fate	4.84375	748
169	IT	it	2.125	1226
1690	FENCE	fence	3.0689655172413794	763
1703	SIX	six	2.15625	2170
1705	EIGHT	eight	2.3548387096774195	715
1707	TWELVE	twelve	2.59375	2758
1711	TELL	tell	2.75	2593
1712	OATH	oath	4.806451612903226	1620
1720	SIGN	mark	3.5483870967741935	1454
1726	WET	wet	2.40625	2870
1730	CHEEK	cheek	2.8666666666666667	355
1732	SKY	sky	2.4516129032258065	2187
1735	TEAR (SHRED)	tear	3.0	2587
174	PROUD	proud	3.75	1824
1740	PINE	pine	3.875	1724
1743	JOIN	join	3.59375	1250
1744	SPLEEN	spleen	5.90625	2344
1745	HIP	hip	3.375	1153
1748	RIDGE	ridge	4.65625	1932
1749	TAKE	take	2.8	2564
175	BLOW (OF WIND)	blow	3.0625	163
1750	CHOOSE	chose	3.8125	383
1752	LEAVE	leave	3.3125	1347
1753	TOP	top	2.4375	2691
1763	CLUB	club	3.59375	443
1767	SCRAPE	scrape	3.774193548387097	2042
1768	FOAM	foam	3.46875	848
1772	ELK	moose	3.2666666666666666	1524
1773	GRAVE	tomb	4.21875	2681
1775	TABLE	desk	2.935483870967742	600
1776	SHAME	shame	3.96875	2086
1779	DARE	dare	3.6	570
178	RIPE	ripe	4.1875	1943
1780	BILE	gall	5.84375	920
1781	THUMB	thumb	2.59375	2652
1782	GUEST	guest	3.870967741935484	1058
1783	PAIN	pain	3.21875	1653
1784	WANT	would	3.3225806451612905	2943
1787	LOOM	loom	5.516129032258065	1401
1789	AGE	age	2.90625	7
1793	BAT	bat	2.903225806451613	72
1802	SCREW	screw	4.0	2048
1803	WOOD	log	3.032258064516129	1396
1804	BOMB	bomb	3.7666666666666666	181
1806	BEGIN	start	2.6451612903225805	2418
1808	PUS	pus	4.90625	1850
1812	TRY	try	2.59375	2745
1815	ACHE	ache	4.15625	2
1817	WEST	west	3.96875	2869
1819	LOOK	look	2.53125	1400
182	SPOKE	spoke	3.967741935483871	2351
1820	BEAR	bear	2.71875	84
1821	BRUSH	brush	2.9375	262
1829	JUMP	jump	2.75	1262
183	BAKE	bake	3.21875	50
1830	CRANE	crane	4.7	498
1831	MEET	meet	3.7096774193548385	1476
1834	SHE	she	2.15625	2094
1839	CRY	weep	4.4375	2857
184	MAST	mast	4.967741935483871	1460
1840	BUILD	build	2.870967741935484	269
1844	BOAT	boat	2.5161290322580645	174
1845	BALL	sphere	5.129032258064516	2332
1846	RULE	rule	2.966666666666667	1980
1847	SICK	ill	3.75	1216
185	FIREPLACE	hearth	5.40625	1118
1853	DOVE	dove	3.5806451612903225	643
1855	BIRCH	birch	5.655172413793103	120
1856	SOFT	soft	2.6451612903225805	2286
1859	THIRD	third	2.8666666666666667	2623
186	SHIN	shin	4.09375	2111
1860	BEAD	bead	3.4516129032258065	80
1867	COIN	coin	3.125	459
1869	BUY	buy	3.129032258064516	293
187	LOIN	loin	5.625	1397
1877	EAST	east	3.6451612903225805	710
1879	DANCE	dance	2.9375	568
1882	BEFORE	till	4.90625	2665
1884	HARD	hard	2.84375	1089
1887	CHEAP	cheap	3.806451612903226	352
1888	PAIR	pair	3.3125	1655
1892	TOUCH	touch	2.774193548387097	2698
1893	QUAIL	quail	4.65625	1857
1895	CLOTHES	clothes	2.65625	438
1896	FINGERNAIL OR TOENAIL	nail	3.09375	1562
1897	HELP	help	2.90625	1132
1899	MAD	mad	2.3	1437
190	MOW	reap	5.78125	1912
1903	SWELLING	bump	3.1666666666666665	276
1904	DROWN	drown	4.0625	677
1906	SOUR	sour	3.3125	2305
1907	MOLE	mole	3.96875	1516
1909	SHAKE	shake	3.53125	2082
191	NUT	nut	2.75	1614
1913	PRESS	press	3.625	1802
1914	DEBT	debt	5.1875	589
1915	FIR	fir	5.25	785
1916	GILL	gill	4.225806451612903	950
1917	TIE	bind	4.75	118
1918	MANE	mane	4.53125	1449
1919	TORCH	torch	4.838709677419355	2692
1923	ROUGH	rough	3.75	1971
1924	VEIN	vein	4.78125	2789
1928	CEASE	cease	5.21875	329
1931	BEESWAX	wax	3.84375	2843
1932	GUESS	guess	3.28125	1057
1936	DEER	deer	2.933333333333333	594
1939	SWEAR	swear	4.15625	2534
1940	GUARD	guard	4.096774193548387	1056
1942	NEAR	near	3.032258064516129	1568
1943	CROWN (OF HEAD)	crown	3.21875	531
1944	GOD	god	2.4375	989
1948	SAW	saw	2.806451612903226	2012
195	MAT	mat	2.875	1461
1950	BEECH	beech	5.766666666666667	92
1951	PASS	pass	3.21875	1670
1954	GENTLE	meek	5.766666666666667	1475
1959	RAW	raw	3.84375	1906
1962	ROAST (SOMETHING)	roast	4.129032258064516	1951
1966	BUNCH	bunch	3.5483870967741935	278
1971	FAN (OBJECT)	fan	2.9375	740
1972	YOUNG GOAT (KID)	kid	2.4838709677419355	1273
1975	CHECK	check	3.71875	354
1977	DEW	dew	4.0	602
1983	SNORE	snort	4.161290322580645	2274
1989	CALF	calf	3.6875	301
1993	SELF	self	3.15625	2068
1996	GET TIRED	tire	3.40625	2672
2	DUST	dust	3.4193548387096775	700
200	SAME	same	2.8333333333333335	2002
2001	PAINTING	draw	2.6333333333333333	655
2002	DITCH	ditch	3.966666666666667	618
2003	FLOW	flow	3.870967741935484	834
2005	MASK	mask	3.625	1458
2006	FILL	fill	3.066666666666667	778
2007	BOLT (OF LIGHTNING)	bolt	4.4375	180
2008	RESCUE	save	3.3125	2011
2009	DOG	dog	2.21875	625
201	FARM	farm	3.0625	745
2013	BAIT	bait	3.7096774193548385	49
2017	MIX	mix	3.1875	1508
202	STRENGTH	strength	3.90625	2474
2021	GRASP	grasp	4.34375	1015
2023	CROWD	crowd	3.774193548387097	530
2024	PLOT	plot	4.387096774193548	1753
2025	PEA	pea	2.6875	1682
2030	DRAG	drag	3.6875	649
2034	FROST	frost	3.65625	898
2035	POND	pond	3.161290322580645	1775
2041	HEMP	hemp	6.1	1134
2043	PEACH	peach	2.6451612903225805	1684
2048	QUILT	quilt	3.6875	1872
205	TROUGH	trough	5.67741935483871	2734
2057	DUNG (ANIMAL FAECES)	dung	5.25	696
2058	STOOL	stool	3.6875	2455
2067	STEAM (VERB)	braise	6.3125	211
2069	SOAK (VERB)	soak	3.5806451612903225	2280
207	SPARSE	sparse	5.9375	2318
2071	LAY (VERB)	lay	3.193548387096774	1333
2073	ROB (VERB)	rob	3.533333333333333	1952
2075	BROOD (VERB)	brood	5.8125	251
2076	SPROUT (VERB)	sprout	4.741935483870968	2371
209	RARE	rare	4.1875	1900
2090	MY	mine	2.3548387096774195	1500
2099	CHILD	child	2.8125	367
21	TASTE (SOMETHING)	taste	2.6774193548387095	2578
210	LIFE	life	3.0	1368
2102	BURN	burn	2.9375	282
212	FIELD	field	3.3225806451612905	770
2124	SMELL	smell	2.65625	2242
213	FIN	fin	4.09375	781
2134	RAISE (BRING UP)	raise	3.375	1887
214	STRETCH	stretch	3.5	2476
2148	PICK	pick	3.064516129032258	1712
2149	CHOP (INTO PIECES)	chop	3.870967741935484	380
2151	COARSE	coarse	5.15625	451
2154	PLOUGH (INSTRUMENT)	plow	4.0625	1754
2159	GROUND	ground	2.78125	1046
216	MOVIE	film	3.5625	779
218	FINE (PENALTY)	fine	3.46875	784
2181	LIGHT (IN TASTE)	bland	4.96875	132
2194	FRONT (PART)	front	2.966666666666667	897
2200	SNOUT	snout	4.033333333333333	2275
2204	LEDGE	ledge	4.53125	1349
2205	PEAK	peak	3.96875	1685
221	FIRE	fire	2.903225806451613	786
2216	BECOME NUMB	numb	4.1875	1611
2219	LEAN (MEAT)	lean	3.935483870967742	1340
2224	BEND (SOMETHING)	bend	3.375	104
2227	SPAWN (VERB)	spawn	5.78125	2320
2230	UNTAMED OR WILD	wild	3.53125	2908
2239	DENSE	dense	5.290322580645161	597
2243	REPAIR	mend	4.935483870967742	1479
2245	BELCH	belch	4.666666666666667	99
2246	BELL	bell	2.8125	100
2252	PATH	path	3.4375	1675
2253	DRIP (EMIT LIQUID)	leak	3.6	1339
2259	FLESH	flesh	4.34375	816
227	FISH	fish	2.5172413793103448	789
2271	THINK	think	3.03125	2622
2273	LEECH	leech	5.0	1350
2277	WHOLE	whole	3.25	2897
228	CARVE	carve	4.3125	317
2297	DUSK	dusk	4.451612903225806	699
2299	STRAW	straw	3.129032258064516	2469
23	RYE	rye	5.21875	1989
230	SWEEP	sweep	3.4838709677419355	2536
2301	ME	me	1.8387096774193548	1469
2308	THIN	thin	3.375	2620
231	SHAVE	shave	4.1875	2092
2310	US (OBLIQUE CASE OF WE)	us	2.3548387096774195	2775
2313	BRONZE	bronze	4.625	249
2316	FREE	free	3.4193548387096775	882
2319	LID (COVER, CAP)	lid	3.125	1365
232	FLEA	flea	3.75	810
2329	LACK (NOT HAVE)	lack	4.28125	1303
2334	MELT	melt	3.466666666666667	1477
2336	OF THIS KIND (SUCH)	so	2.433333333333333	2279
2339	NEED (SOMETHING)	need	2.7096774193548385	1571
2343	STEEL	steel	4.275862068965517	2429
2348	CRAB	crab	3.125	493
2349	SHRIMP	shrimp	3.5	2136
2362	BRAN	bran	4.741935483870968	213
2363	CHAFF (HUSK)	chaff	6.34375	333
2374	DREAM	dream	3.09375	659
2396	KNOCK	knock	3.40625	1296
24	PRAY	pray	2.96875	1799
2400	THEIR	their	3.28125	2609
2403	TOY	toy	2.0	2703
2406	HOME	home	2.34375	1171
2408	CAKE	cake	2.625	300
2409	BROWN	brown	2.3548387096774195	257
241	TREE STUMP	stump	3.71875	2498
2411	HURT (SOMEBODY)	hurt	2.774193548387097	1206
2412	THANK (SOMEBODY)	thank	2.7419354838709675	2604
242	COST	cost	3.6875	481
243	FRESH	fresh	3.71875	885
244	LEFT	left	3.0	1353
2446	SLOTH	sloth	5.4375	2226
245	BROOM	broom	3.15625	253
2457	PATH OR ROAD	way	3.0625	2844
246	THRUST	thrust	5.34375	2649
2467	GAME	game	2.6129032258064515	921
2468	BAG	bag	2.75	47
2470	DEAR	dear	3.4838709677419355	586
2473	HIS (GENITIVE OF HE)	his	2.5806451612903225	1155
2474	HER (GENITIVE OF SHE)	her	2.3548387096774195	1137
2477	YAK	yak	4.78125	2968
2483	COLD (OF WEATHER)	cool	3.25	469
2486	HIDE	hide	2.7333333333333334	1145
249	FOG	mist	4.2	1505
2493	BOIL	boil	3.875	178
25	DIRT	filth	4.8125	780
2501	RICE HUSK	husk	5.375	1208
2502	GONG	gong	5.258064516129032	993
2506	LOOSE	slack	4.580645161290323	2189
2509	EXCHANGE	swap	4.25	2527
2512	CHICK	chick	3.34375	364
2519	SEEING (VISUAL SENSE)	sight	3.75	2155
2524	JOY	joy	3.161290322580645	1258
2530	SMART	smart	3.129032258064516	2239
2531	BROAD	broad	4.6875	246
2534	DEPTH	depth	4.806451612903226	599
2537	LENGTH	length	4.125	1356
2539	PIT (POTHOLE)	pit	3.5625	1730
2540	LIME (MATERIAL)	lime	3.3225806451612905	1374
2542	HERB	herb	4.625	1138
2554	PRINCE (RULER)	prince	3.125	1811
256	FOOD	food	2.064516129032258	855
2562	SEX (GENDER)	sex	4.59375	2077
2570	BEEF	beef	3.375	93
2571	TRY (TEST)	test	3.4	2601
