Language;Code;Number of Responses;H Statistic;Modal Response;Modal Response Percentage;"""I don't know"" Response Percentage";Idiosyncratic Response Percentage;Familiarity
American English;1;80;0,513072912;mouse;91,02564103;0;2,5;84,15
American English;4;80;0,947707373;church;63,38028169;0;11,25;76,48
American English;5;80;1,331664484;shoulder;75;0;5;84,00
American English;6;80;0,800959108;chin;75,64102564;0;2,5;86,23
American English;7;80;0,232927855;fairy;96,20253165;0;1,25;81,70
American English;8;80;0,235193382;leg;96,15384615;0;2,5;89,16
American English;9;80;0;shower;100;0;3,75;92,38
American English;11;80;1,416361355;burger;53,75;0;0;90,09
American English;12;80;0;mermaid;100;0;0;85,94
American English;14;80;0,904938259;robe;67,94871795;0;2,5;84,75
American English;15;80;0;lion;100;0;1,25;87,36
American English;16;80;1,51553961;hunter;70,66666667;0;6,25;75,58
American English;17;80;0,343100308;devil;94,87179487;0;2,5;84,73
American English;19;80;0;turkey;100;0;3,75;84,08
American English;20;80;0;skeleton;100;0;2,5;88,79
American English;21;80;0,232927855;boxer;96,20253165;0;1,25;80,29
American English;23;80;0,988699408;bicycle;56,25;0;0;90,14
American English;24;80;0,508284032;bone;91,13924051;0;1,25;86,20
American English;26;80;0,575313334;onion;91,02564103;0;2,5;85,24
American English;28;80;0;microscope;100;0;1,25;85,98
American English;29;80;0,172036949;cowboy;97,43589744;0;2,5;78,45
American English;30;80;0;farm;100;0;6,25;84,66
American English;32;80;0;crown;100;0;0;83,76
American English;35;80;0;ear;100;0;0;92,86
American English;38;80;0,168660931;spider;97,5;0;0;86,59
American English;39;80;0,353724751;pocket;94,66666667;0;6,25;88,00
American English;42;80;0;pear;100;0;0;87,31
American English;43;80;1,132068997;hairbrush;55;0;0;90,40
American English;46;80;0,443458145;screwdriver;90,78947368;0;5;84,23
American English;47;80;0,170330576;desert;97,46835443;0;1,25;82,83
American English;48;80;1,148149755;firefighter;61,33333333;0;6,25;77,74
American English;52;80;0,391243564;saw;92,30769231;0;2,5;83,00
American English;53;80;1,238214134;bag;70,88607595;0;1,25;86,89
American English;55;80;0;shadow;100;0;2,5;89,95
American English;56;80;0;elbow;100;0;0;89,76
American English;57;80;0,659545818;stamp;87,34177215;0;1,25;84,50
American English;61;80;1,215503583;newspaper;78,87323944;0;11,25;75,33
American English;62;80;1,302957639;wasp;68,83116883;0;3,75;78,34
American English;63;80;0,294615206;balcony;94,80519481;0;3,75;82,01
American English;64;80;0;button;100;0;2,5;87,55
American English;66;80;0,237508144;roof;96,1038961;0;3,75;82,80
American English;67;80;0,800959108;couch;75,64102564;0;2,5;90,36
American English;68;80;0;candle;100;0;2,5;88,08
American English;69;80;0;banana;100;0;0;92,24
American English;70;80;1,264204507;orchestra;77,77777778;0;10;83,49
American English;71;80;0;trophy;100;0;3,75;82,79
American English;72;80;1,038096031;cheese;78,48101266;0;1,25;84,96
American English;73;80;0,239873825;wave;96,05263158;0;5;88,19
American English;74;80;0,343100308;tractor;94,87179487;0;2,5;78,81
American English;75;80;0;balloon;100;0;0;91,66
American English;76;80;0;broccoli;100;0;2,5;87,50
American English;77;80;0;camel;100;0;3,75;79,75
American English;78;80;0;key;100;0;1,25;91,94
American English;79;80;0;keyboard;100;0;0;91,10
American English;80;80;0;helicopter;100;0;0;85,10
American English;81;80;0,908895243;meat;81,33333333;0;6,25;83,51
American English;82;80;1,387242853;park;65,2173913;0;13,75;86,23
American English;83;80;0,172036949;heart;97,43589744;0;2,5;91,18
American English;84;80;0;mask;100;0;6,25;81,25
American English;85;80;0;diamond;100;0;2,5;87,96
American English;86;80;0,405977038;river;91,89189189;0;7,5;81,53
American English;87;80;0;robot;100;0;3,75;83,09
American English;88;80;1,507227629;crutch;57,89473684;0;5;67,34
American English;90;80;1,088787004;moon;72,15189873;0;1,25;87,63
American English;91;80;0;mouth;100;0;2,5;90,26
American English;92;80;0,524031283;seal;91,02564103;0;2,5;79,31
American English;96;80;0;milk;100;0;7,5;87,63
American English;97;80;0,339712371;feather;94,93670886;0;1,25;87,00
American English;98;80;0;tiger;100;0;0;87,23
American English;99;80;0,570858458;painting;89,47368421;0;5;82,64
American English;100;80;0;nose;100;0;0;91,93
American English;101;80;1,494292679;drum set;53,75;0;0;84,88
American English;102;80;0,175565026;hair;97,36842105;0;5;89,10
American English;104;80;0;elevator;100;0;3,75;89,64
American English;105;80;1,263088455;deer;79,22077922;0;3,75;77,23
American English;106;80;0,35742889;green house;94,59459459;0;7,5;80,78
American English;107;80;0,859980895;saxophone;85,8974359;0;2,5;78,66
American English;108;80;0;calendar;100;0;2,5;89,15
American English;110;80;0,997108517;desk;53,16455696;0;1,25;87,28
American English;111;80;0;dragon;100;0;1,25;86,40
American English;112;80;0,172036949;lung;97,43589744;0;2,5;84,21
American English;113;80;0,177389453;lake;97,33333333;0;6,25;82,08
American English;114;80;0;fruit;100;0;1,25;91,30
American English;115;80;0;hippopotamus;100;0;0;82,64
American English;116;80;0;fire;100;0;5;90,25
American English;117;80;0,621904142;horse;88,46153846;0;2,5;82,86
American English;118;80;1,968437663;wound;43,83561644;0;8,75;82,31
American English;121;80;0,170330576;maze;97,46835443;0;1,25;84,38
American English;122;80;0;chair;100;0;0;91,24
American English;124;80;0,181166402;corner;97,26027397;0;8,75;84,54
American English;125;80;0;kiwi;100;0;2,5;84,19
American English;126;80;0;parachute;100;0;0;81,50
American English;127;80;1,921199389;sack;63,01369863;0;8,75;66,41
American English;128;80;0,918495166;doll;84,41558442;0;3,75;84,34
American English;129;80;0;lemon;100;0;0;89,39
American English;131;80;1,10884696;singer;73,68421053;0;5;84,21
American English;137;80;0,779349837;rat;76,92307692;0;2,5;82,06
American English;138;80;0,990617497;fridge;55,69620253;0;1,25;89,24
American English;139;80;0;ghost;100;0;1,25;84,80
American English;140;80;0,831074987;faucet;86,48648649;0;7,5;85,61
American English;141;80;0,28907946;sunflower;94,93670886;0;1,25;88,36
American English;142;80;0,927957425;glass;78,20512821;0;2,5;89,41
American English;145;80;1,09074581;trash can;79,74683544;0;1,25;89,28
American English;146;80;0,824864954;olive;84,81012658;0;1,25;72,98
American English;148;80;0,868281354;pipe;85,71428571;0;3,75;75,70
American English;149;80;1,262850934;keyhole;68,91891892;0;7,5;77,80
American English;150;80;0,750000778;puddle;87,01298701;0;3,75;80,38
American English;152;80;0,168660931;snail;97,5;0;0;84,10
American English;153;80;0,172036949;cigarette;97,43589744;0;2,5;82,43
American English;154;80;0;domino;100;0;1,25;85,10
American English;155;80;0,804262114;bullet;85,52631579;0;5;69,06
American English;156;80;1,097144041;recorder;61,53846154;0;2,5;77,80
American English;159;80;0,230709956;beard;96,25;0;0;86,55
American English;160;80;0,534202842;wheelbarrow;90,78947368;0;5;79,43
American English;161;80;0,609840305;tie;85;0;0;84,35
American English;163;80;0;coconut;100;0;2,5;84,65
American English;164;80;0,508284032;road;91,13924051;0;1,25;89,04
American English;165;80;0;belt;100;0;0;88,64
American English;167;80;0,80327882;shoelace;83,5443038;0;1,25;86,74
American English;169;80;0;back;100;0;5;88,14
American English;170;80;1,88409976;goal;62,82051282;0;2,5;81,79
American English;172;80;0,394814846;parrot;92,20779221;0;3,75;82,83
American English;173;80;0,859641;pharmacy;84,21052632;0;5;83,28
American English;175;80;1,29077368;painter;64,47368421;0;5;87,88
American English;177;80;0;mushroom;100;0;2,5;87,74
American English;178;80;1,021150916;bridge;79,22077922;0;3,75;77,39
American English;181;80;0;triangle;100;0;1,25;91,68
American English;184;80;0;witch;100;0;6,25;83,11
American English;185;80;0,904544642;soccer ball;83,5443038;0;1,25;88,53
American English;186;80;1,505237952;engine;67,94871795;0;2,5;57,70
American English;187;80;1,459894808;city;69,23076923;0;2,5;87,68
American English;189;80;1,163964858;alligator;58,2278481;0;1,25;80,35
American English;190;80;0,712437198;rain;85,71428571;0;3,75;90,08
American English;191;80;0;salad;100;0;3,75;87,68
American English;192;80;0,695516555;thermometer;85,52631579;0;5;65,45
American English;193;80;0;jellyfish;100;0;2,5;83,15
American English;196;80;0,621065406;computer;88;0;6,25;88,24
American English;197;80;1,303063005;compass;68,57142857;0;12,5;69,38
American English;199;80;0;skirt;100;0;8,75;81,15
American English;200;80;0,173781323;trumpet;97,4025974;0;3,75;80,81
American English;204;80;0,461881705;printer;92,30769231;0;2,5;87,83
American English;205;80;0,172036949;ankle;97,43589744;0;2,5;84,95
American English;207;80;0,786602535;scar;83,11688312;0;3,75;84,61
American English;208;80;0;microphone;100;0;0;88,24
American English;209;80;0;boomerang;100;0;1,25;80,44
American English;210;80;1,289246455;nipple;67,08860759;0;1,25;88,75
American English;212;80;1,043924064;scale;77,02702703;0;7,5;80,43
American English;216;80;0,894363803;hammer;86,30136986;0;8,75;73,46
American English;218;80;0,173781323;diaper;97,4025974;0;3,75;82,88
American English;220;80;0,726767108;seagull;85,71428571;0;3,75;85,34
American English;221;80;0,603270643;pacifier;89,04109589;0;8,75;82,00
American English;222;80;0;knee;100;0;2,5;90,06
American English;223;80;0;zipper;100;0;1,25;91,03
American English;224;80;0,650022422;paintbrush;83,33333333;0;2,5;86,65
American English;226;80;0,242292189;train;96;0;6,25;85,40
American English;227;80;0,966949856;wall;81,01265823;0;1,25;85,81
American English;228;80;0,445410145;acorn;92,75362319;0;13,75;74,61
American English;231;80;2,017125745;chest;37,5;0;10;78,94
American English;232;80;1,122768796;llama;70,51282051;0;2,5;74,26
American English;233;80;0,746234301;salt;78,75;0;0;89,94
American English;234;80;1,154433778;plate;78,57142857;0;12,5;77,55
American English;235;80;1,171640341;needle;73,97260274;0;8,75;83,78
American English;236;80;0;giraffe;100;0;0;86,08
American English;238;80;0,401825855;puzzle;93,67088608;0;1,25;88,19
American English;239;80;0,78616451;woman;82,19178082;0;8,75;86,38
American English;240;80;2,279729706;castle;38,66666667;0;6,25;68,86
American English;241;80;0,235193382;eye;96,15384615;0;2,5;92,68
American English;242;80;0,477071306;mailman;89,74358974;0;2,5;85,99
American English;244;80;0,172036949;light bulb;97,43589744;0;2,5;90,38
American English;245;80;0,384311544;root;92,5;0;0;87,13
American English;246;80;0,173781323;dentist;97,4025974;0;3,75;86,80
American English;247;80;0;brain;100;0;0;91,61
American English;248;80;2,349139992;wagon;41,33333333;0;6,25;64,63
American English;249;80;0;potato;100;0;7,5;86,40
American English;252;80;0,232927855;lizard;96,20253165;0;1,25;83,70
American English;253;80;0,439496987;choir;90,90909091;0;3,75;86,93
American English;254;80;0,175565026;butcher;97,36842105;0;5;79,84
American English;255;80;0;shovel;100;0;1,25;85,38
American English;258;80;1,097144041;baguette;61,53846154;0;2,5;86,35
American English;260;80;0,168660931;island;97,5;0;0;88,01
American English;261;80;2,260841084;lamppost;46,83544304;0;1,25;85,50
American English;264;80;0,337290067;hand;93,75;0;0;91,06
American English;265;80;0;pirate;100;0;6,25;80,73
American English;266;80;0,522956092;heel;90,78947368;0;5;85,58
American English;267;80;0;knot;100;0;7,5;85,76
American English;268;80;0;bed;100;0;1,25;91,19
American English;269;80;1,068187337;chameleon;76,92307692;0;2,5;75,63
American English;270;80;0;arrow;100;0;3,75;88,08
American English;271;80;0,800959108;rabbit;75,64102564;0;2,5;84,98
American English;273;80;0,230709956;bus;96,25;0;0;87,04
American English;275;80;1,199434867;cape;76;0;6,25;77,78
American English;277;80;0,405760164;wig;93,58974359;0;2,5;82,10
American English;278;80;0,508284032;drum;91,13924051;0;1,25;86,79
American English;281;80;0;pomegranate;100;0;5;81,99
American English;282;80;0;rhinoceros;100;0;0;81,43
American English;283;80;0,969430916;limo;60,25641026;0;2,5;84,24
American English;285;80;0;carrot;100;0;0;90,54
American English;286;80;0;tunnel;100;0;1,25;87,10
American English;288;80;0,856922189;forest;78,94736842;0;5;85,70
American English;289;80;1,575111431;finger;38,66666667;0;6,25;87,19
American English;290;80;0,963167245;birdcage;61,25;0;0;83,40
American English;291;80;0,503258335;trigger;88,88888889;0;10;75,80
American English;292;80;0;compass;100;0;3,75;84,31
American English;293;80;0,885155027;dinosaur;82,05128205;0;2,5;82,58
American English;294;80;0,172036949;plumber;97,43589744;0;2,5;82,35
American English;295;80;0,428069629;flag;91,25;0;0;89,71
American English;297;80;0,934646644;airplane;64,93506494;0;3,75;89,83
American English;299;80;0,170330576;ostrich;97,46835443;0;1,25;79,91
American English;301;80;0;sword;100;0;2,5;84,78
American English;303;80;0;mime;100;0;6,25;77,79
American English;307;80;0,461881705;wing;92,30769231;0;2,5;85,83
American English;308;80;0;die;100;0;1,25;87,71
American English;309;80;0,520334616;ice cream;88,31168831;0;3,75;92,00
American English;310;80;1,004547233;envelope;76,25;0;0;89,98
American English;311;80;0,173781323;razor;97,4025974;0;3,75;86,15
American English;312;80;0;flower;100;0;5;86,39
American English;313;80;1,232556937;barber;68,91891892;0;7,5;84,74
American English;314;80;1,067176628;perfume;77,02702703;0;7,5;79,24
American English;315;80;0,73275255;UFO;79,45205479;0;8,75;79,89
American English;317;80;0,876759154;soldier;85,52631579;0;5;81,06
American English;318;80;0,230709956;leaf;96,25;0;0;89,88
American English;319;80;0;cow;100;0;1,25;89,15
American English;320;80;1,450504483;church;72;0;6,25;75,18
American English;323;80;0;owl;100;0;0;86,69
American English;324;80;0,98285869;fish;57,69230769;0;2,5;87,65
American English;326;80;0;tomato;100;0;0;90,45
American English;327;80;0,387743181;helmet;92,40506329;0;1,25;83,74
American English;330;80;1,165721966;alligator;68;0;6,25;79,56
American English;331;80;0;bra;100;0;1,25;89,96
American English;335;80;0,804262114;butter;85,52631579;0;5;79,95
American English;336;80;0;ruler;100;0;0;86,30
American English;337;80;1,705860388;monster;58,90410959;0;8,75;49,80
American English;338;80;0,975764385;present;72,15189873;0;1,25;91,46
American English;340;80;0;mirror;100;0;0;89,73
American English;341;80;0,920653832;flipper;78,87323944;0;11,25;70,30
American English;342;80;0,936379016;night;79,41176471;0;15;81,95
American English;343;80;0,439496987;bottle;90,90909091;0;3,75;88,21
American English;346;80;0,766353365;net;88;0;6,25;79,91
American English;348;80;1,776673816;bell pepper;39,74358974;0;2,5;85,61
American English;349;80;0,428069629;lock;91,25;0;0;87,25
American English;350;80;0,168660931;bible;97,5;0;0;78,59
American English;351;80;0,468995594;butterfly;90;0;0;86,53
American English;353;80;0,985228136;shirt;57,14285714;0;3,75;89,75
American English;354;80;0;goat;100;0;1,25;86,28
American English;357;80;0,232927855;guitar;96,20253165;0;1,25;88,93
American English;358;80;0;car;100;0;2,5;90,73
American English;359;80;0,232927855;knife;96,20253165;0;1,25;89,50
American English;361;80;0;dolphin;100;0;0;86,61
American English;362;80;0,609840305;pool;85;0;0;89,11
American English;363;80;0;fan;100;0;3,75;89,39
American English;365;80;0,895112721;hedgehog;68,83116883;0;3,75;79,15
American English;367;80;1,308881545;spear;72,60273973;0;8,75;71,25
American English;368;80;0,346563258;fan;94,80519481;0;3,75;87,10
American English;369;80;0;pot;100;0;3,75;86,25
American English;370;80;0,170330576;scorpion;97,46835443;0;1,25;81,25
American English;373;80;0,677711937;cauliflower;86,84210526;0;5;77,51
American English;376;80;0,586447703;sculptor;85,91549296;0;11,25;77,11
American English;378;80;0;lobster;100;0;0;85,31
American English;379;80;0;zebra;100;0;1,25;86,10
American English;380;80;0;gorilla;100;0;5;83,95
American English;381;80;0;strawberry;100;0;1,25;93,35
American English;383;80;0,900485433;coin;68,35443038;0;1,25;89,35
American English;386;80;0;bomb;100;0;5;80,40
American English;387;80;0;stapler;100;0;1,25;89,81
American English;388;80;1,268732843;purse;60,75949367;0;1,25;86,20
American English;390;80;1,253755384;snow;75,67567568;0;7,5;82,95
American English;391;80;0,28907946;chain;94,93670886;0;1,25;85,41
American English;392;80;0,598701057;teapot;88,60759494;0;1,25;85,85
American English;397;80;2,244633753;fig;31,81818182;0;17,5;53,30
American English;398;80;0,858230793;steering wheel;71,79487179;0;2,5;88,20
American English;399;80;0,806786531;ballerina;82,27848101;0;1,25;83,96
American English;400;80;0,555150109;duck;89,87341772;0;1,25;88,59
American English;404;80;0,457487168;dragonfly;92,40506329;0;1,25;84,46
American English;405;80;0;anchor;100;0;1,25;84,18
American English;407;80;0;mountain;100;0;0;88,33
American English;408;80;1,333901428;finger;63,75;0;0;88,43
American English;409;80;0,656743147;cork;86,84210526;0;5;73,28
American English;410;80;0,35742889;pistachio;94,59459459;0;7,5;78,68
American English;411;80;0;fist;100;0;2,5;87,05
American English;412;80;0,470956314;factory;92,10526316;0;5;80,93
American English;413;80;0,713020032;tattoo;88;0;6,25;83,49
American English;414;80;0,168660931;lamp;97,5;0;0;90,79
American English;416;80;0;sock;100;0;2,5;89,34
American English;418;80;0,468995594;curtain;90;0;0;87,85
American English;420;80;0,51594693;throne;88,46153846;0;2,5;79,73
American English;422;80;0,507410964;axe;88,75;0;0;83,08
American English;423;80;0,435613373;egg;91,02564103;0;2,5;90,50
American English;425;80;0,924541969;bagpipe;77,33333333;0;6,25;56,69
American English;426;80;0;comb;100;0;3,75;88,06
American English;428;80;0;crab;100;0;0;85,80
American English;430;80;1,314068129;bird;62,66666667;0;6,25;79,06
American English;431;80;0,468995594;mitten;90;0;0;86,21
American English;433;80;0,422384784;bell;93,24324324;0;7,5;84,71
American English;437;80;0,168660931;cannon;97,5;0;0;81,18
American English;438;80;0,230709956;thumb;96,25;0;0;90,58
American English;439;80;0;volcano;100;0;3,75;83,88
American English;441;80;0,422384784;sausage;93,24324324;0;7,5;76,71
American English;442;80;0;pineapple;100;0;1,25;88,01
American English;446;80;0,343519741;pig;93,58974359;0;2,5;88,20
American English;447;80;0;star;100;0;2,5;91,46
American English;448;80;0;jar;100;0;2,5;87,64
American English;449;80;0,170330576;bench;97,46835443;0;1,25;88,68
American English;451;80;0,170330576;king;97,46835443;0;1,25;88,69
American English;452;80;0,472995362;watch;89,87341772;0;1,25;89,23
American English;453;80;0;scissors;100;0;0;88,85
American English;454;80;1,190626729;chicken;68,75;0;0;87,29
American English;455;80;0,337290067;foot;93,75;0;0;88,75
American English;456;80;2,938022752;oil;36,98630137;0;8,75;65,19
American English;457;80;1,36337492;pyramid;72,22222222;0;10;72,29
American English;458;80;2,168753628;wardrobe;46,05263158;0;5;79,66
American English;461;80;1,203023766;gun;67,53246753;0;3,75;82,73
American English;462;80;0,66890702;fly;88,75;0;0;85,60
American English;463;80;0,923229296;rectangle;84,41558442;0;3,75;87,74
American English;464;80;0,660107099;eraser;82,89473684;0;5;71,01
American English;465;80;1,49995853;knife;54,54545455;0;3,75;82,81
American English;466;80;0;judge;100;0;2,5;84,14
American English;467;80;1,369389798;clothespin;65,75342466;0;8,75;83,61
American English;472;80;0,65454055;square;87,83783784;0;7,5;88,79
American English;473;80;0;arm;100;0;1,25;90,80
American English;476;80;0;apron;100;0;1,25;85,45
American English;477;80;0;avocado;100;0;3,75;87,18
American English;478;80;0;sink;100;0;5;90,48
American English;479;80;0;kangaroo;100;0;2,5;83,25
American English;480;80;0;rose;100;0;0;89,66
American English;482;80;1,120947221;boat;71,42857143;0;3,75;80,48
American English;484;80;0;squirrel;100;0;1,25;88,55
American English;487;80;0,28907946;basket;94,93670886;0;1,25;88,39
American English;488;80;0;sun;100;0;1,25;91,88
American English;489;80;0;pizza;100;0;3,75;90,55
American English;491;80;0,560279319;rug;89,74358974;0;2,5;85,71
American English;493;80;0;skunk;100;0;1,25;84,68
American English;494;80;0;mustache;100;0;1,25;83,29
American English;496;80;0;circle;100;0;3,75;91,75
American English;497;80;0,639373311;coffin;87,34177215;0;1,25;82,05
American English;499;80;1,32967769;boy;62,16216216;0;7,5;88,00
American English;500;80;0,964547659;stairs;61,03896104;0;3,75;90,16
American English;501;80;0,232927855;shield;96,20253165;0;1,25;78,85
American English;502;80;1,87717091;shepherd;59,42028986;0;13,75;67,35
American English;503;80;0,168660931;tongue;97,5;0;0;89,65
American English;505;80;0,457487168;book;92,40506329;0;1,25;90,38
American English;506;80;0,173781323;lightning;97,4025974;0;3,75;87,56
American English;507;80;0,170330576;baby;97,46835443;0;1,25;86,99
American English;508;80;0,431804994;box;91,13924051;0;1,25;91,54
American English;509;80;1,186682097;telephone;68,35443038;0;1,25;85,96
American English;510;80;0,168660931;face;97,5;0;0;89,73
American English;513;80;0;lips;100;0;1,25;90,43
American English;514;80;0,401825855;submarine;93,67088608;0;1,25;77,23
American English;516;80;0;calculator;100;0;1,25;89,95
American English;517;80;0;rope;100;0;3,75;84,16
American English;521;80;0;fox;100;0;2,5;85,23
American English;522;80;0,235193382;house;96,15384615;0;2,5;88,00
American English;524;80;2,522154723;Native American;36,76470588;0;15;77,04
American English;528;80;0,168660931;swan;97,5;0;0;86,40
American English;529;80;0,175565026;walrus;97,36842105;0;5;79,30
American English;530;80;0,235193382;fence;96,15384615;0;2,5;87,51
American English;531;80;0,175565026;turtle;97,36842105;0;5;86,50
American English;532;80;0;clown;100;0;2,5;84,34
American English;533;80;0;shark;100;0;1,25;86,59
American English;535;80;1,026400697;truck;81,33333333;0;6,25;84,78
American English;536;80;0,955704723;branch;76,92307692;0;2,5;86,84
American English;537;80;0,232927855;fingerprint;96,20253165;0;1,25;89,81
American English;539;80;0;astronaut;100;0;1,25;85,64
American English;540;80;0;lighthouse;100;0;1,25;83,84
American English;541;80;0,60965722;shoe;88,31168831;0;3,75;89,85
American English;544;80;0,170330576;doctor;97,46835443;0;1,25;87,25
American English;545;80;0,884483973;underwear;69,73684211;0;5;87,93
American English;546;80;0;door;100;0;1,25;90,68
American English;547;80;0;bat;100;0;2,5;85,35
American English;549;80;0;snake;100;0;3,75;82,18
American English;551;80;0;pumpkin;100;0;0;87,24
American English;552;80;0;Apple;100;0;1,25;91,68
American English;554;80;0,890601935;puppet;77,33333333;0;6,25;77,63
American English;555;80;2,208378576;breakfast;36,61971831;0;11,25;78,48
American English;557;80;0,859980895;wolf;85,8974359;0;2,5;84,99
American English;558;80;0,242292189;lighter;96;0;6,25;74,90
American English;559;80;0,340373286;cucumber;93,67088608;0;1,25;85,63
American English;560;80;0;watermelon;100;0;0;89,83
American English;561;80;0;caterpillar;100;0;0;84,58
American English;562;80;0,394814846;toaster;92,20779221;0;3,75;88,71
American English;563;80;1,254460735;vulture;76,92307692;0;2,5;76,05
American English;564;80;0;spoon;100;0;0;91,31
American English;565;80;0;bell;100;0;2,5;85,75
American English;566;80;0,77501747;violin;86,25;0;0;82,21
American English;568;80;0,235193382;castle;96,15384615;0;2,5;80,20
American English;569;80;0,475642857;tooth;92;0;6,25;85,45
American English;570;80;0,297472249;bull;94,73684211;0;5;82,46
American English;571;80;0,75734577;magnet;84,21052632;0;5;78,94
American English;572;80;0,935368981;juggler;77,92207792;0;3,75;79,14
American English;573;80;0,173781323;eggplant;97,4025974;0;3,75;82,09
American English;575;80;0,397974479;beak;93,75;0;0;84,59
American English;576;80;0,340373286;gloves;93,67088608;0;1,25;86,40
American English;577;80;0,756404195;iceberg;78,20512821;0;2,5;80,16
American English;578;80;0,815218225;eyebrow;80,76923077;0;2,5;89,01
American English;579;80;0;elephant;100;0;1,25;88,06
American English;581;80;0,175565026;asparagus;97,36842105;0;5;82,95
American English;582;80;1,150571058;lab;62,68656716;0;16,25;79,24
American English;584;80;0,831573778;toad;81,25;0;0;84,98
American English;585;80;0;ant;100;0;2,5;87,76
American English;586;80;0,405760164;iron;93,58974359;0;2,5;85,60
American English;587;80;0,401825855;corn;93,67088608;0;1,25;88,78
American English;588;80;0,172036949;bracelet;97,43589744;0;2,5;86,13
American English;590;80;0;broom;100;0;1,25;86,99
American English;591;80;0,818653464;towel;80,82191781;0;8,75;86,54
American English;592;80;0,728258011;lettuce;87,17948718;0;2,5;85,28
American English;593;80;0,340373286;chocolate;93,67088608;0;1,25;89,00
American English;594;80;1,910655823;syringe;44,87179487;0;2,5;81,84
American English;595;80;0,857314787;cube;83,11688312;0;3,75;89,71
American English;597;80;0,581888678;window;89,18918919;0;7,5;84,70
American English;599;80;0,177389453;cloud;97,33333333;0;6,25;83,68
American English;601;80;0;koala;100;0;0;82,69
American English;603;80;1,011599991;cemetery;69,62025316;0;1,25;84,39
American English;605;80;0;harp;100;0;3,75;81,31
American English;606;80;0,988699408;cat;56,25;0;0;90,74
American English;607;80;0,177389453;sweater;97,33333333;0;6,25;83,88
American English;608;80;0,343100308;condom;94,87179487;0;2,5;72,99
American English;609;80;1,705786772;pencil case;46,66666667;0;6,25;85,64
American English;610;80;0,170330576;honey;97,46835443;0;1,25;88,71
American English;611;80;0,780118257;plant;84,41558442;0;3,75;86,76
American English;612;80;0;Frog;100;0;1,25;87,84
American English;614;80;0;queen;100;0;1,25;85,00
American English;616;80;2,107920269;cracker;35,48387097;0;22,5;46,96
American English;617;80;0,175565026;airport;97,36842105;0;5;87,11
American English;619;80;0,920789567;soap;84,61538462;0;2,5;83,66
American English;621;80;0,291818257;tank;94,87179487;0;2,5;78,40
American English;623;80;1,475874973;prison;70,58823529;0;15;70,00
American English;624;80;0,291818257;donkey;94,87179487;0;2,5;84,13
American English;625;80;0,681583911;sled;88,46153846;0;2,5;76,20
American English;626;80;0,230709956;piano;96,25;0;0;90,93
American English;627;80;1,39215503;hot dog;49,33333333;0;6,25;84,05
American English;628;80;0;scarf;100;0;0;86,43
American English;633;80;0;funnel;100;0;3,75;82,20
American English;634;80;1,199890087;dynamite;79,48717949;0;2,5;73,41
American English;636;80;0,428069629;sheep;91,25;0;0;86,18
American English;637;80;0,453183732;bear;92,5;0;0;87,68
American English;640;80;0;cactus;100;0;1,25;87,48
American English;644;80;0,962332798;coat;81,81818182;0;3,75;83,59
American English;645;80;1,56557407;rifle;41,02564103;0;2,5;77,68
American English;649;80;0;ambulance;100;0;6,25;85,79
American English;650;80;0,798354769;sponge;83,78378378;0;7,5;70,46
American English;651;80;1,450306432;soup;70,66666667;0;6,25;74,63
American English;652;80;0,177389453;Ferris wheel;97,33333333;0;6,25;83,41
American English;653;80;0;umbrella;100;0;0;89,80
American English;654;80;0;pencil;100;0;1,25;91,94
American English;656;80;0,172036949;battery;97,43589744;0;2,5;86,58
American English;657;80;0,172036949;medal;97,43589744;0;2,5;87,70
American English;659;80;0,798354769;radio;83,78378378;0;7,5;79,38
American English;661;80;0,175565026;drawer;97,36842105;0;5;89,01
American English;662;80;0,728258011;pelican;87,17948718;0;2,5;80,26
American English;663;80;1,299247125;column;59,21052632;0;5;78,38
American English;666;80;0,172036949;coffee;97,43589744;0;2,5;89,85
American English;668;80;1,33109464;turkey;66,1971831;0;11,25;85,81
American English;669;80;0,343100308;pilot;94,87179487;0;2,5;83,74
American English;671;80;0,405760164;suspenders;93,58974359;0;2,5;80,89
American English;672;80;0,874647912;bee;85,71428571;0;3,75;81,85
American English;673;80;0;fork;100;0;0;93,15
American English;675;80;0;windmill;100;0;3,75;79,13
American English;676;80;0,618995594;cane;90;0;0;83,98
American English;677;80;0,624274101;map;84,41558442;0;3,75;87,99
American English;678;80;1,284787116;horn;66,23376623;0;3,75;65,61
American English;680;80;0;bow;100;0;3,75;81,53
American English;681;80;0,405760164;rocket;93,58974359;0;2,5;82,16
American English;682;80;0;penguin;100;0;1,25;86,89
American English;683;80;1,953662862;trailer;62,82051282;0;2,5;76,30
American English;687;80;1,812921073;shirt;56,16438356;0;8,75;85,16
American English;689;80;1,320434169;fish tank;60,75949367;0;1,25;87,86
American English;690;80;0,816255409;hat;74,6835443;0;1,25;88,34
American English;691;80;0,315997133;man;94,28571429;0;12,5;85,13
American English;692;80;0;cherry;100;0;2,5;88,51
American English;693;80;0;tree;100;0;0;92,00
American English;694;80;0,237508144;hug;96,1038961;0;3,75;90,00
American English;697;80;1,457604476;peach;74,66666667;0;6,25;80,68
American English;698;80;0;earring;100;0;5;87,60
American English;699;80;0;telescope;100;0;0;85,53
American English;700;80;1,23694032;pimple;76;0;6,25;87,25
