CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_UTILITY_MEAN	ENGLISH_FAMILIARITY_GPT_SCORE	LINE_IN_SOURCE
10	FIREWOOD	firewood	0.5469133643563333	6.11850250724163	28222
100	FAITHFUL	faithful	0.6532244082246667	6.81754279866748	5975
1000	ANXIETY	anxiety	0.657578937062	6.99330672598618	5392
1001	BLACKSMITH	blacksmith	0.41972805661533336	6.02409481815239	63518
1002	STATUE	statue	0.5165355794016667	6.85194487206982	37206
1003	PERMIT	allow	0.7301514037090001	6.98593536164086	586
1004	MUSCLE	muscle	0.6076989442693334	6.99781725671239	13676
1005	TWINS	twins	0.5800274819973333	6.93244824302292	19655
1006	BRICK	brick	0.5247208284543333	6.96267070548319	34235
1007	COW	cow	0.6154123170696667	6.99998933688897	11987
1008	BULL	bull	0.4120229250783334	6.34747981655088	65149
101	BOAST	boast	0.5801205547396666	6.03990757074431	19638
1010	BOUNDARY	boundary	0.726969502097	6.62244242390117	637
1011	BRIDGE	bridge	0.6013468914243333	6.97404119903335	14894
1012	LATCH	latch	0.5079902838346667	5.96356774878948	38844
1013	FRESHWATER EEL	eel	0.37041369278633335	5.93697071881799	73314
1014	OR	or	0.7116794734993334	6.99996809980392	1197
1016	DRIZZLE	drizzle	0.500662280523	6.06683983677814	41288
1017	APPEARANCE	appearance	0.6668311411496667	6.91489807536639	4470
1018	MEMORY	memory	0.7359457617326667	6.99883039375865	450
1019	RIGHT	right	0.6418976150706667	6.9999476815205	7554
102	COMMON COLD (DISEASE)	common	0.6880432259843333	6.99956935324671	2518
1020	HANDKERCHIEF	handkerchief	0.45023771059333334	6.03041051122986	55906
1021	TOWEL	towel	0.5823695574990001	6.99996807869399	19208
1024	CHARACTER	character	0.6692049415836667	6.96691049918623	4197
1025	WHISTLE	whistle	0.546196949271	6.62242330965136	28465
1027	BUG	bug	0.5983446790123333	6.67905414923407	15433
1028	YAWN	yawn	0.5306887620096666	6.99330655586191	32352
1029	JEWEL	jewel	0.47396819163633336	6.24498224980818	49294
1030	NECESSARY	necessary	0.723820448991	6.99752768646888	704
1031	ON PURPOSE	on purpose	0.738160527892	6.94652924804258	391
1032	CITIZEN	citizen	0.6052846550036667	6.99719918561013	14196
1033	GRIND	grind	0.5412567252096666	6.09819762614794	30132
1034	DEFENDANT	defendant	0.6249083957936667	6.02798716968989	10337
1035	GOOD	good	0.7366983629149999	6.99999285937681	432
1036	OWNER	owner	0.6991446357263333	6.99829926073717	1886
1037	ELF	elf	0.4987690537643334	6.04672197265187	42057
1038	TEACHER	teacher	0.7159176133673334	6.99999687047074	1072
1039	SHOW	show	0.6505298944479999	6.99882988206983	6359
1040	HAIR	hair	0.6276777188076667	6.99984134511571	9866
1041	INCREASE	increase	0.692573210331	6.99956933569967	2175
1042	CARPENTER	carpenter	0.5511234192513333	6.2450142954601	26802
1043	BRAID	braid	0.47107234317200003	6.00832686489806	50302
1044	PILLOW	pillow	0.672916997441	6.99896750999751	3756
1045	POET	poet	0.5740811139473333	6.67909319205311	20869
1046	SHUT	close	0.631220832564	6.98200216144183	9267
1047	PURSUE	pursue	0.5622306342416667	6.32067920289204	24283
1048	LINE	line	0.6495625190813333	6.99999597334253	6527
1049	MOLAR TOOTH	molar tooth	0.3944689906973333	6.1152426103455	68885
105	MATTRESS	mattress	0.597011045927	6.98201202993301	15676
1050	MOTHER-IN-LAW	mother-in-law	0.5323469034986666	6.97699752570975	31979
1051	CAN	the can	0.4671856408496667	5.50935680372864	51292
1052	LIGHT (WEIGHT)	lightweight	0.5739769670823334	6.5310805447087	20898
1053	HUNTER	hunter	0.6059948479213334	6.67914295975469	14036
1054	SMALLPOX	smallpox	0.49116547789366666	6.01264876558919	44478
1055	FATHER-IN-LAW	father-in-law	0.6035728224523333	6.77712889657776	14503
1056	SON-IN-LAW	son-in-law	0.6626904482406667	6.67868661333824	4894
1057	DAUGHTER-IN-LAW	daughter-in-law	0.5899044202343333	6.4063566775943	17434
1058	STEPDAUGHTER	stepdaughter	0.51641830821	5.95740088427458	37241
1059	STEPSON	stepson	0.45713602529933334	5.99605871627519	53524
106	SATIATED	satiated	0.444372375538	4.38654244894446	57457
1061	ARMOUR	armor	0.5774081772576666	6.14750669064007	20143
1062	LAW	law	0.740719100096	6.99752707506256	337
1063	NEPHEW	nephew	0.6527005989376667	6.88078850692424	6059
1064	SHIELD	shield	0.5231685896176667	6.43776260511879	34917
1065	SPIDER WEB	spider web	0.4737148700776667	6.81751467351065	49400
1066	CRIME	crime	0.726882043645	6.99961938763479	638
1067	JUDGMENT	judgment	0.6274054411946667	6.99477914419593	9916
1068	COURT	court	0.5919228916036666	6.93990525754996	16910
1069	GLUE	glue	0.5872720876223333	6.99807314971402	18141
107	OMEN	omen	0.523371998318	5.81790011506151	34818
1070	BUS	bus	0.7009081787176666	6.99956937838438	1770
1071	HOOK	hook	0.47599325352166666	6.67910335255966	48519
1072	PRISONER	prisoner	0.5729338092740001	6.96267105710642	21188
1074	FISHHOOK	fishhook	0.4392307857373334	5.81913726763069	58459
1075	TRAP (PITFALL)	trap	0.5522110680343334	6.56209244059093	26499
1076	EMERGE (APPEAR)	appear	0.6703830497213333	6.95257185806346	4040
1077	WHEAT	wheat	0.5749861693186666	6.99883032112478	20660
1078	MAIN	main	0.666817138108	6.97403972359798	4472
1079	FEEL	feel	0.7042523445979999	6.99961942993298	1533
108	RUDDER	rudder	0.4065445957743334	5.05552016711535	66522
1080	VULGAR	vulgar	0.4830615782813334	6.03540396186983	46044
1081	BILL	bill	0.6220694271133334	6.85189694360168	10798
1082	MERCHANT	merchant	0.47358788611633335	6.0088428407797	49453
1084	CALL	call	0.6922871380276666	6.99829934371107	2196
1085	FOLLOW	follow	0.6423129528323334	6.99928956235271	7507
1086	WORK (ACTIVITY)	activity	0.705424805287	6.99539062293801	1462
1087	CONCEIVE	conceive	0.4843456736346667	5.99350573305054	45730
1088	SINK (DESCEND)	sink	0.5807729356770001	6.96266466988482	19515
109	FOREIGN	foreign	0.6366177532853333	6.77720870518744	8352
1090	BE BORN	be born	0.547544438068	6.96681401194303	27998
1091	SALTY	salty	0.626287332221	6.70554054586709	10115
1092	HOPE	hope	0.7268357751233334	6.99973803866124	640
1093	MIDDLE	middle	0.6776854109533333	6.96267007668872	3336
1094	FASTEN	fasten	0.5849628753546666	5.96005031793195	18687
1095	LET GO OR SET FREE	release	0.6362258866206666	6.8519414854733	8427
1096	SONG	song	0.672760256818	6.99984132940856	3769
1097	ABANDON	abandon	0.5951098347533333	6.08439501889876	16097
1098	WEIGH	weigh	0.6101375374486667	6.91488737197023	13133
11	DARKNESS	darkness	0.6426466827743333	6.99883031948116	7466
110	MOTOR	motor	0.5239864884833333	6.8519369854418	34551
1100	COOK (SOMETHING)	cook	0.6610081453003332	6.99829863270625	5053
1101	SUFFER	suffer	0.6033462343256667	6.89328416507521	14538
1102	CLIMB	climb	0.6280662501423334	6.93991110989766	9794
1103	SACRIFICE	sacrifice	0.5873180813143334	6.73101897890925	18126
1104	NURSE	nurse	0.6627977110316666	6.99883033978271	4879
1105	CAMP	camp	0.551243702368	6.67910336685802	26760
1106	FALL ASLEEP	fall asleep	0.7216165960703332	6.9890075940666	797
1107	GO OUT	go out	0.7083775188970001	6.97965549066934	1312
1108	UNCOVER	uncover	0.5332627820646666	6.10614378574124	31797
1109	WOUND	wound	0.623543059587	6.34826580876435	10577
111	DRUMMING	drumming	0.522909292196	6.08393712290556	35028
1110	SHARK	shark	0.5526785111306667	6.99908902587386	26360
1111	CAR	car	0.7390337427916666	6.99998287711796	374
1112	SUCCEED	succeed	0.750262569832	6.99330680040413	234
1113	WRAP	wrap	0.5711895098016666	6.73103967510979	21679
1114	BULLET	bullet	0.5271722729693333	6.90464615528392	33355
1115	SPEECH	speech	0.7013689441586667	6.99477991607356	1729
1117	LIKE	like	0.7233705730323333	6.99999174534031	718
1119	DIVIDE	divide	0.579242909167	6.95257279107134	19794
112	TURTLE	turtle	0.4621367753603334	6.99829918162627	52243
1120	HONEST	honest	0.740086879168	6.99970394299135	347
1121	SECRET	secret	0.6516184339496666	6.99477953729527	6217
1122	WAGES	wages	0.5900381970023334	6.93990989781478	17399
1123	PREGNANT	pregnant	0.6450362210813333	6.99973805511875	7165
1124	PIPE	pipe	0.5207435262086667	6.96267013669603	35903
1125	BALD	bald	0.5157387159186667	6.77719649189452	37398
1126	CITRUS FRUIT	citrus fruit	0.4565982480813333	6.14452519500063	53706
1127	SEND	send	0.6608405811720001	6.99896764600393	5069
1128	ORDER	order	0.5994150115233334	6.99896760026361	15250
1129	PAINFUL	painful	0.7602622789533333	6.98756747116674	130
113	SHORE	shore	0.5501538623093333	6.22248094673079	27096
1132	BEAM	beam	0.3881924751843333	6.1476264981612	70161
1133	MATCH	match	0.6529893591286666	6.96689699516492	6009
1134	DIVORCE	divorce	0.5891618988876667	6.88078852660701	17644
1135	KICK	kick	0.7109597373536668	6.98201340505089	1225
1136	RABBIT	rabbit	0.4823542787096667	6.99937362938292	46245
1137	TENDON	tendon	0.44941108817133335	5.98725894496512	56174
1138	FAIRY	fairy	0.49296131512	6.13194917912747	44066
1139	LEOPARD	leopard	0.44473321633999996	6.81756404133662	57368
114	PORPOISE	porpoise	0.40204237722933334	5.03538562626536	67527
1140	FATIGUE	fatigue	0.6994241526676667	6.0951204829616	1860
1141	PITY	pity	0.5635783310733334	6.73099331246262	23953
1142	URINE	urine	0.5261070341843334	6.93244749218208	33715
1143	OVEN	oven	0.5800251945066667	6.99990358774252	19656
1144	WITNESS	witness	0.6828188011123334	6.85194960932522	2942
1145	SWAMP	swamp	0.3652863093853333	6.16390678586159	74198
1146	AUBERGINE	eggplant	0.38419345662	6.16285977519253	71011
1147	PURE	pure	0.61404270976	6.70573688698895	12288
