CONCEPTICON_ID	CONCEPTICON_GLOSS	ITALIAN	ITALIAN_FREQUENCY	ITALIAN_CD	ITALIAN_POS	LINE_IN_SOURCE
1303	FINGER	dito	3869	2484	NOM	2051
1306	QUEEN	regina	5400	1852	NOM	1553
1313	MOON	luna	6539	2881	NOM	1333
1314	QUIET	silenzioso	742	655	ADJ	7548
1315	RADIO	radio	7167	3176	NOM	1229
1319	COWARD	codardo	1349	970	ADJ	4841
1320	APPLE	mela	1206	828	NOM	5224
1321	BOTTLE	bottiglia	4283	2772	NOM	1866
1323	CLOCK	orologio	4034	2120	NOM	1974
1324	SLIP	scivolare	492	422	VER	10172
1325	FRIEND	amico	81626	15575	NOM	168
1333	NECK	collo	5620	3885	NOM	1501
1334	GUTS	interiora	161	140	NOM	21882
1335	WHITE	bianco	7152	4098	ADJ	1231
1336	EAT	mangiare	16714	8414	VER	612
1337	PIG	maiale	2967	1606	NOM	2541
1338	PEACE	pace	14704	7373	NOM	661
134	FAULT	colpa	25388	11352	NOM	432
1340	WITH	con	537499	19339	PRE	27
1343	SUN	sole	9987	5640	NOM	927
1349	CHURCH	chiesa	6791	2677	NOM	1289
1350	MONKEY	scimmia	1961	905	NOM	3553
1352	KNIFE	coltello	4712	2329	NOM	1716
1355	LAUGH	ridere	5187	3475	VER	1593
136	HERE	qui	349139	19168	ADV	42
1360	DUCK	anatra	642	323	NOM	8407
1361	TOOL	attrezzo	328	272	NOM	13597
1362	STREET	strada	26412	11317	NOM	415
1366	BOY	ragazzo	44729	12561	NOM	277
1369	GOLD	oro	7597	3523	NOM	1150
1370	MONTH	mese	11018	6518	NOM	854
1371	KNEE	ginocchio	2734	1874	NOM	2721
1372	MEDICINE	medicina	3639	2155	NOM	2175
1375	WINDOW	finestra	5923	3678	NOM	1424
1378	SPOON	cucchiaio	575	394	NOM	9074
1379	TELEPHONE	telefono	19611	8368	NOM	544
138	BATHE	lavare	1150	956	VER	5412
1380	TOOTH	dente	1036	617	NOM	5890
1381	SHOE	scarpa	1306	796	NOM	4960
1382	NEEDLE (FOR SEWING)	ago	1113	813	NOM	5554
1386	LION	leone	1527	734	NOM	4353
1388	SHADE	ombra	2707	1821	NOM	2755
1390	WRONG	sbagliato	14109	8240	VER	684
1392	LOUSE	pidocchi	259	157	NOM	16005
1393	HORN (ANATOMY)	corno	620	396	NOM	8630
1394	BONE	osso	1939	1283	NOM	3580
1395	ROUND	rotondo	123	106	ADJ	25985
1396	SHARP	affilato	241	207	VER	16821
1398	DRY	secco	1511	1217	ADJ	4395
1401	DRINK	bere	14652	7670	VER	663
1402	BREAST	seno	1527	1013	NOM	4354
1403	BITE	mordere	370	310	VER	12472
1404	STRAIGHT	dritto	3600	2811	ADJ	2189
1405	NAME	nome	45294	14181	NOM	269
1406	FAR	lontano	12434	7468	ADJ	771
1407	BREATHE	respirare	2995	2234	VER	2521
1408	HEAR	sentire	21933	11272	VER	499
1409	SEE	vedere	69570	17371	VER	184
1410	KNOW (SOMETHING)	sapere	50337	15884	VER	248
1412	RUDE	maleducato	726	603	ADJ	7669
1413	PLAY	giocare	12131	6456	VER	791
1414	SQUEEZE	spremere	128	116	VER	25371
1416	SIT	sedere	3418	2543	NOM	2276
1417	KILL	uccidere	15270	7072	VER	643
1418	DIG	scavare	1313	961	VER	4946
1419	FEAR (BE AFRAID)	temere	1496	1198	VER	4427
1420	COUNT	contare	3216	2588	VER	2389
1421	SUCK	succhiare	463	379	VER	10626
1422	BE ALIVE	vivere	19003	9401	VER	561
1423	FIGHT	combattere	5897	3179	VER	1432
1424	YELLOW	giallo	1580	1037	ADJ	4217
1425	GREEN	verde	4977	3031	ADJ	1646
1427	BEAUTIFUL	bello	34923	12868	ADJ	329
1429	FULL	pieno	9461	6584	ADJ	972
143	HUMID	umido	369	321	ADJ	12485
1430	STAR	stella	4147	1781	NOM	1924
1431	FREEZE	gelare	42	39	VER	49716
1432	CUT	tagliare	2278	1781	VER	3173
1433	HIT	colpire	2194	1727	VER	3277
1434	STAB	pugnalare	118	99	VER	26678
1435	HUNT	cacciare	1047	826	VER	5840
1437	SPLIT	dividere	1047	904	VER	5839
1439	SWIM	nuotare	1722	1082	VER	3948
144	MACHINE	macchina	33792	10451	NOM	336
1440	SPIT	sputare	441	384	VER	11031
1441	FLY (MOVE THROUGH AIR)	volare	3715	2123	VER	2136
1443	WALK	camminare	4277	3093	VER	1871
1446	COME	venire	33779	13845	VER	337
1447	GIVE	dare	20338	11160	VER	529
1448	HOLD	tenere	10025	7088	VER	923
1449	RUB	strofinare	106	98	VER	28456
1452	PUSH	spingere	1176	940	VER	5320
1454	WIPE	asciugare	214	196	VER	18219
1455	PULL	tirare	3244	2639	VER	2369
1456	THROW	lanciare	1439	1082	VER	4598
1457	SEW	cucire	315	242	VER	13984
1458	SAY	dire	123064	18497	VER	120
1459	IF	se	493420	19310	CON	32
1460	IN	in	807943	19383	PRE	17
1461	AT	a	1301494	19402	PRE	14
1462	POT	pentola	492	381	NOM	10175
1464	LADDER	scala	2514	1755	NOM	2927
1467	CIRCLE	cerchio	1547	842	NOM	4301
1468	LOOK FOR	cercare	15504	9273	VER	638
1472	KEY	chiave	8929	4833	NOM	1029
1474	SEA	mare	6919	3266	NOM	1266
1475	COMB	pettine	233	166	NOM	17178
1476	CHAIR	sedia	4290	2686	NOM	1857
1480	BODY	corpo	21105	8855	NOM	511
1481	HAMMER	martello	1141	679	NOM	5447
1489	CLOUD	nuvole	1037	713	NOM	5885
1490	RAT	ratto	674	317	ADJ	8138
1491	MOUSE	topo	1789	983	NOM	3823
1493	ONE	uno	133401	18753	DET	110
1494	DIE	morire	20394	9300	VER	528
1495	HAPPY	felice	26829	11160	ADJ	408
1498	TWO	due	127731	18541	ADJ	115
1500	FOUR	quattro	20731	9642	ADJ	523
1501	BORE	trapanare	36	31	VER	53688
1502	GOAT	capra	916	476	NOM	6455
1504	FLY (INSECT)	mosca	3	2	NOM	203843
1506	MEASURE	misurare	285	236	VER	14976
1507	FRUIT	frutta	1721	1222	NOM	3950
1508	KING	re	13237	3063	NOM	732
1509	MOSQUITO	zanzara	151	114	NOM	22747
151	RAZOR	rasoio	569	432	NOM	9134
1510	CHIN	mento	938	756	NOM	6361
1514	HEN	gallina	790	518	NOM	7213
1517	WASP	vespa	1	1	NOM	499185
1518	STUPID	stupido	13584	7701	ADJ	716
1519	RUN	correre	5856	4019	VER	1446
1522	SOCK	calza	233	201	NOM	17210
1524	WINE	vino	6498	3192	NOM	1340
1525	COAST	costa	5242	3340	NOM	1579
153	GREY	grigio	809	607	ADJ	7084
1530	BOWL	scodella	166	139	NOM	21430
1532	SHEAR	tosare	19	15	VER	76934
1533	BE HUNGRY	affamato	919	749	VER	6439
1534	FEVER	febbre	2055	1229	NOM	3441
1537	SPRINGTIME	primavera	2097	1356	NOM	3397
1538	SCORPION	scorpione	291	135	NOM	14741
1539	BASKET	cesto	476	359	NOM	10415
1543	SNAIL	chiocciola	24	22	NOM	67943
1548	UGLY	brutto	10306	6654	ADJ	895
1559	MONEY	denaro	9859	4201	NOM	937
156	RED	rosso	6533	3725	ADJ	1335
1560	FACE	faccia	44413	15204	NOM	281
1561	ARMY	esercito	7531	3061	NOM	1161
1562	MIND	mente	17014	9281	NOM	604
1563	PYTHON	pitone	119	65	NOM	26504
1564	LAZY	pigro	433	367	ADJ	11146
1566	GUN	rivoltella	80	59	NOM	33750
1567	DOOR	porta	38372	13693	NOM	314
1569	CHEESE	formaggio	2720	1675	NOM	2738
1572	SURPRISED	sorpreso	2987	2515	VER	2527
1573	SWELL	gonfiare	110	105	VER	27788
1574	FLOAT	galleggiare	118	102	VER	26694
1575	COCKROACH	blatta	7	5	NOM	133474
1577	AND	e	1484558	19406	CON	11
1583	BRAIN	cervello	9203	4877	NOM	1000
1584	BLISTER	vescica	368	284	NOM	12520
1585	SLEEP	dormire	13419	7071	VER	725
1586	SMELL (PERCEIVE)	annusare	237	215	VER	16974
1588	TURN	girare	3837	2740	VER	2068
1592	CHEST	petto	2782	2057	NOM	2687
1593	DEEP	profondo	3337	2525	ADJ	2312
1597	AIRPLANE	aereo	9570	3583	ADJ	960
1600	SKIRT	gonna	1239	727	NOM	5142
1601	WEAK	debole	4318	3244	ADJ	1843
1602	WAKE UP	svegliarsi	461	425	VER	10654
1605	SKULL	cranio	1237	858	NOM	5144
1608	LISTEN	ascoltare	4820	3703	VER	1684
1609	IDEA	idea	47582	15524	NOM	263
1610	PROSTITUTE	puttana	17412	6391	NOM	594
1613	COLOR	colore	5023	3261	NOM	1638
1622	SHIRT	camicia	3185	2057	NOM	2409
1624	EMPTY	vuoto	3755	2806	ADJ	2115
1625	DEAD	morto	38201	12029	VER	317
1627	CHAIN	catena	1843	1303	NOM	3719
1628	SQUIRREL	scoiattolo	456	291	NOM	10761
163	BLACK	nero	8578	4620	ADJ	1066
1631	FAST	rapido	922	766	ADJ	6423
1632	FLOOR	pavimento	3022	2273	NOM	2502
1635	OBEY	obbedire	510	430	VER	9891
1638	TRUTH	verità	25281	10592	NOM	435
164	KANGAROO	canguro	155	90	NOM	22392
1641	SILK	seta	743	556	NOM	7544
1645	SHORT	corto	1925	1583	ADJ	3607
1646	GIRL	ragazza	43963	12360	NOM	285
1653	BLIND	cieco	2886	1647	ADJ	2602
1654	LIGHTNING	fulmine	861	480	NOM	6745
1657	TRUE	vero	126256	18613	ADJ	117
1659	DOLL	bambola	1559	878	NOM	4268
1663	BED	letto	33203	12258	NOM	341
1666	MUTE	muto	498	310	ADJ	10070
1668	GRIEF	afflizione	46	41	NOM	46724
167	MAIL	posta	3277	2245	NOM	2347
1671	TOWER	torre	2255	1046	NOM	3201
1672	WRITE	scrivere	6822	3730	VER	1283
1673	ARM	braccio	7471	4416	NOM	1172
1682	GUILTY	colpevole	5264	2775	ADJ	1573
1689	SMOKE (INHALE)	fumare	2489	1683	VER	2952
1691	FLEXIBLE	flessibile	229	201	ADJ	17392
1698	CURVED	curvo	45	38	ADJ	47413
1725	CORRECT (RIGHT)	giusto	58503	16087	ADJ	212
1726	WET	bagnato	984	738	VER	6134
1728	ROTTEN	marcio	559	477	ADJ	9259
1732	SKY	cielo	12511	6563	NOM	766
1733	RAINBOW	arcobaleno	429	288	NOM	11242
1735	TEAR (SHRED)	strappare	367	347	VER	12543
1739	DECORATE	decorare	129	112	VER	25138
174	PROUD	orgoglioso	2337	1832	ADJ	3115
1740	PINE	pino	447	286	NOM	10932
1747	CUSTOM	usanza	225	191	NOM	17573
175	BLOW (OF WIND)	soffiare	188	162	VER	19820
1763	CLUB	bastone	1654	969	NOM	4072
1767	SCRAPE	grattare	116	106	VER	26856
1768	FOAM	schiuma	467	332	NOM	10559
1770	CARCASS	carcassa	204	167	NOM	18770
1771	TASTELESS	insapore	34	30	ADJ	55624
1773	GRAVE	tomba	2655	1653	NOM	2801
1775	TABLE	tavolo	6875	4262	NOM	1273
1783	PAIN	pena	8036	5463	NOM	1106
1788	TELEVISION	televisione	2513	1608	NOM	2929
1791	BUTTERFLY	farfalla	632	357	NOM	8510
1796	SLAUGHTER	macello	474	406	NOM	10450
1804	BOMB	bomba	6463	2498	NOM	1347
1808	PUS	pus	100	78	NOM	29421
1810	DANGER	pericolo	7441	4788	NOM	1181
1813	TASTY	gustoso	158	142	ADJ	22128
1815	ACHE	dolore	9141	4876	NOM	1007
1820	BEAR	orso	2004	840	NOM	3513
1821	BRUSH	spazzola	248	188	NOM	16510
1826	ANGRY	arrabbiato	5506	3667	VER	1525
1829	JUMP	saltare	6210	4039	VER	1378
183	BAKE	infornare	23	21	VER	69491
1833	DINNER (SUPPER)	cena	16067	7301	NOM	627
1836	VAGINA	vagina	958	588	NOM	6269
1839	CRY	piangere	5637	3629	VER	1498
1840	BUILD	costruire	3035	2174	VER	2493
1845	BALL	palla	6031	2680	NOM	1409
1847	SICK	malato	4388	2838	ADJ	1825
1848	QUARREL	litigio	616	511	NOM	8657
1849	ROW	remare	91	68	VER	31163
1856	SOFT	morbido	422	351	ADJ	11362
1857	CROCODILE	coccodrillo	361	185	NOM	12665
1867	COIN	moneta	1274	678	NOM	5042
1879	DANCE	ballare	5057	2557	VER	1630
1884	HARD	duro	7860	5251	ADJ	1119
1888	PAIR	coppia	5005	3307	NOM	1641
1895	CLOTHES	vestito	8937	4756	NOM	1028
1898	SPECTACLES	occhiali	2879	1797	NOM	2610
1899	MAD	folle	2711	2088	ADJ	2751
1902	BETRAY	tradire	701	590	VER	7874
1904	DROWN	affogare	265	241	VER	15744
1914	DEBT	debito	2699	1806	NOM	2760
1915	FIR	abete	119	52	NOM	26440
1917	TIE	legare	638	563	VER	8452
192	CORNER	angolo	4687	3378	NOM	1723
1921	PLOUGH	arare	70	47	VER	36559
1923	ROUGH	aspro	88	75	ADJ	31814
1934	BEGGAR	mendicante	190	138	NOM	19704
1937	THERE	li	70968	16371	PRO	182
194	FAMILY	famiglia	38730	12033	NOM	311
1940	GUARD	guardia	7633	4188	NOM	1146
1942	NEAR	vicino	21440	10934	ADJ	507
1943	CROWN (OF HEAD)	corona	1328	708	NOM	4893
1944	GOD	dio	38	30	NOM	52041
1945	IDOL	idolo	261	217	NOM	15922
1947	BASTARD	bastardo	9501	4560	ADJ	968
1948	SAW	sega	1187	725	NOM	5285
1952	TORTURE	tortura	1115	840	NOM	5544
1953	ABUSE	abuso	676	551	NOM	8121
1954	GENTLE	gentile	9605	5866	ADJ	955
1958	UNRIPE	acerbo	18	15	ADJ	80069
1959	RAW	grezzo	188	158	ADJ	19818
1962	ROAST (SOMETHING)	arrostire	67	62	VER	37712
1964	ALONE	solo	294733	19212	ADV	47
197	OTHER	altro	108511	18573	PRO	127
1972	KID	ragazzini	2229	1595	NOM	3240
1973	DEMON	demonio	957	500	NOM	6277
1976	MERRY	allegro	675	515	ADJ	8133
1986	DISEASE	malattia	4416	2574	NOM	1813
2	DUST	polvere	3221	1966	NOM	2385
2001	PAINTING	disegnare	713	503	VER	7775
2003	FLOW	scorrere	433	390	VER	11162
2008	RESCUE	salvataggio	1129	733	NOM	5488
2009	DOG	cane	13494	4936	NOM	718
201	FARM	fattoria	2367	1120	NOM	3077
2011	COFFIN	bara	1243	792	NOM	5132
2016	JEALOUSY	gelosia	782	595	NOM	7268
2017	MIX	mescolare	164	143	VER	21633
2018	GREEDY	famelico	25	25	ADJ	66881
203	MARRY	sposare	3437	2067	VER	2263
2030	DRAG	trascinare	541	508	VER	9456
2045	COLUMN	colonna	1209	710	NOM	5213
2051	DUSTPAN	paletta	169	116	NOM	21125
2057	DUNG (ANIMAL FAECES)	letame	223	159	NOM	17658
2058	STOOL	sgabello	220	168	NOM	17861
2062	INTEREST	interesse	3436	2599	NOM	2264
2070	COMB (VERB)	pettinarsi	15	15	VER	87159
208	NASAL MUCUS (SNOT)	muco	139	103	NOM	24019
2099	CHILD	bambino	29844	8759	NOM	375
210	LIFE	vita	93718	17730	NOM	144
2102	BURN	bruciare	1397	1093	VER	4705
2108	RAINING OR RAIN	piovere	643	487	VER	8396
212	FIELD	campo	13122	6192	NOM	740
2148	PICK	raccogliere	1924	1642	VER	3610
2151	COARSE	grossolano	35	34	ADJ	54790
216	MOVIE	film	22626	5993	NOM	481
2181	LIGHT (IN TASTE)	insipido	43	37	ADJ	49136
2190	TASTE	gusto	2528	2040	NOM	2908
2206	RABIES	rabbia	3431	2305	NOM	2267
221	FIRE	fuoco	16570	7067	NOM	616
222	LAVISH	sontuoso	33	31	ADJ	56471
2230	UNTAMED OR WILD	selvatico	215	182	ADJ	18146
2244	METAL	metallo	1363	960	NOM	4798
2246	BELL	campana	824	493	NOM	6972
2253	DRIP (EMIT LIQUID)	sgocciolare	11	11	VER	104884
227	FISH	pesce	5106	2515	NOM	1616
2271	THINK	pensare	22324	11592	VER	487
2272	HOT OR WARM	caldo	6944	4268	ADJ	1264
228	CARVE	scolpire	62	58	VER	39574
2291	VOLCANO	vulcano	536	269	NOM	9527
2295	SUNSET	tramonto	1232	954	NOM	5160
2296	SUNRISE	alba	2658	1820	NOM	2797
2297	DUSK	crepuscolo	172	127	NOM	20947
2298	VIRGIN	vergine	1944	1132	ADJ	3572
2302	CIRCULAR (ROUND IN TWO DIMENSIONS)	circolare	644	497	NOM	8385
2303	SPHERICAL (ROUND IN THREE DIMENSIONS)	sferico	22	20	ADJ	71781
2308	THIN	sottile	939	783	ADJ	6355
231	SHAVE	radersi	75	69	VER	35141
2316	FREE	libero	10170	6282	ADJ	910
2334	MELT	sciogliere	410	344	VER	11602
2340	SUNNY	soleggiato	37	32	VER	53489
2341	CLOUDY	nuvoloso	84	75	ADJ	32832
2366	ONION	cipolla	394	263	NOM	11930
2374	DREAM	sogno	10550	5217	NOM	879
2375	VERTICAL	verticale	315	235	ADJ	13992
2376	HORIZONTAL	orizzontale	176	138	ADJ	20586
239	FLOWER	fiore	1764	1073	NOM	3866
2396	KNOCK	bussare	781	675	VER	7270
2403	TOY	giocattolo	1009	739	NOM	6024
2405	CHRISTMAS	natale	11	9	NOM	104077
2407	BIRTHDAY	compleanno	8531	3299	NOM	1072
2408	CAKE	torta	5258	2484	NOM	1575
2409	BROWN	marrone	821	601	NOM	6989
243	FRESH	fresco	1794	1464	ADJ	3814
2430	OFFICE	ufficio	19782	8055	NOM	538
2433	THEORY	teoria	4283	2597	NOM	1868
2434	TRAGEDY	tragedia	1957	1550	NOM	3556
244	LEFT	sinistra	7662	4226	NOM	1137
2440	PINEAPPLE	ananas	319	193	NOM	13882
245	BROOM	scopa	1097	799	NOM	5620
2452	PURPLE	purpureo	13	11	ADJ	95798
2458	PERSPIRE OR SWEAT	sudare	384	343	VER	12133
2467	GAME	gioco	17625	8383	NOM	589
2486	HIDE	nascondere	3018	2516	VER	2506
249	FOG	nebbia	995	543	NOM	6089
2493	BOIL	bollire	277	252	VER	15281
250	LIGHT (COLOR)	chiaro	11695	7002	ADJ	811
2505	BEDROOM	camera	11686	5980	NOM	813
2506	LOOSE	sciolto	378	331	VER	12276
2507	DISGUSTING	disgustoso	2286	1798	ADJ	3165
251	SHARPEN (SOMETHING)	affilare	45	41	VER	47493
2514	SPOUSE	sposo	1734	953	NOM	3926
2517	CROWDED	affollato	350	316	VER	12982
2522	SCREAM (NOISE)	urlo	782	585	NOM	7265
2524	JOY	gioia	3090	2098	NOM	2460
2526	POWER	potenza	2112	1285	NOM	3378
2530	SMART	intelligente	6892	4661	ADJ	1271
2532	TORNADO	tornado	643	233	NOM	8395
2541	MIRACLE	miracolo	2969	1877	NOM	2540
2547	CITY	città	30700	10501	NOM	368
2548	BARREL	barile	363	265	NOM	12623
2549	VEHICLE	veicolo	1877	1130	NOM	3677
2553	MISERY	miseria	1915	1387	NOM	3622
256	FOOD	cibo	11354	5915	NOM	828
2562	SEX (GENDER)	sesso	14303	5385	NOM	678
2578	PENCIL	matita	559	411	NOM	9261
2580	HELICOPTER	elicottero	2301	1025	NOM	3151
2584	BENCH	panca	183	131	NOM	20098
2595	CACTUS	cactus	192	127	NOM	19546
26	UNPLEASANT	sgradevole	592	513	ADJ	8898
2604	NOOSE	cappio	200	164	NOM	19043
2620	CARRIAGE	carrozza	1022	526	NOM	5956
2621	CURTAIN	tenda	1534	906	NOM	4339
2622	ENGINE	motore	3083	1676	NOM	2466
2623	FLAG	bandiera	1475	796	NOM	4484
2624	FRAME	cornice	226	180	NOM	17525
2627	ORANGE (FRUIT)	arancia	690	481	NOM	7988
2638	FISHING	pescare	964	635	VER	6242
2640	LARVA	baco	25	18	NOM	66701
2643	INK	inchiostro	695	481	NOM	7935
2648	HAIR (HEAD)	capelli	12309	6424	NOM	778
2657	LADLE	mestolo	63	42	NOM	39142
2667	TORSO	tronco	452	337	NOM	10837
27	AIR	aria	13691	7436	NOM	708
270	JUG	caraffa	94	80	NOM	30604
2715	DESPISE	disprezzare	72	65	VER	35978
2717	STEEP	ripido	47	40	ADJ	46663
275	PEEL	sbucciare	31	28	VER	58723
2766	WATERMELON	anguria	113	75	NOM	27317
2770	JACKET	giacca	3496	2201	NOM	2236
2783	SCALES (MEASURE INSTRUMENT)	bilancia	294	220	NOM	14663
2819	GRASSLAND	prateria	187	109	NOM	19857
2826	LIE (FALSEHOOD)	bugia	2553	1822	ADJ	2887
2831	PENGUIN	pinguino	252	133	NOM	16311
2871	SWING (MOVEMENT)	dondolarsi	19	13	VER	77450
2872	IMPROVE (SOMETHING)	migliorare	1461	1257	VER	4531
2883	DISTURB	disturbare	874	777	VER	6668
2892	MAKE ANGRY (ANNOY)	infastidire	165	151	VER	21494
2902	BRAWL (FIGHT)	litigare	1897	1526	VER	3649
2940	GATE	cancello	1888	1131	NOM	3664
2947	DAMAGE (INJURY)	danno	5978	4443	VER	1414
2958	LAUGHTER	risata	777	554	NOM	7303
2960	LONGING (WISH)	voglia	15031	9108	VER	650
2964	NEWS	notizie	8701	5605	NOM	1051
2968	REASON	motivo	16564	9527	NOM	617
297	CROOKED	storto	1528	1264	ADV	4352
2971	SIN	peccato	9088	5772	NOM	1014
2975	THOUGHT	pensiero	4320	3167	NOM	1842
298	SHRIEK	strillo	40	28	NOM	51225
2981	ITEM	elemento	971	737	NOM	6208
2982	GIFT	regalo	7587	4359	NOM	1151
2991	SKI	sciare	327	214	VER	13619
2997	COLORFUL	variopinto	17	12	ADJ	80635
3	BRAVE	coraggioso	1989	1489	ADJ	3527
300	RATTLE	sonaglio	28	23	NOM	62931
